,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,1.0,0.3022843429613863,0.4552618338928063,0.046828420120713234,0.189708318351724,-0.2074315558211571,0.19188917065453015,0.03930138418042619,0.24913871823906028,0.14612133825780632,0.5587855374496523,0.12493203116374746,-0.2300451925749892,0.10519546996028395
P02,0.30228434296138634,1.0,-0.0019867471312207284,0.28485740155423456,0.4779674008522294,-0.3609350407387783,0.28384561276806114,0.20967778443811694,0.2735400633915712,0.08826289148168698,0.21740400840691368,0.1779373636869352,-0.5265401868668326,0.20032923166622643
P03,0.4552618338928063,-0.0019867471312207284,1.0,0.3219896487146053,0.11856498497617891,-0.1860187323102052,0.35979441467327533,0.02569477704224871,0.32027248307670925,0.441427830004047,0.3068767391549556,0.03183598342325818,0.008017898032429013,-0.03701114409349017
P04,0.046828420120713234,0.2848574015542345,0.3219896487146053,0.9999999999999999,0.41525359644364146,-0.49479285859791666,0.6482190675641839,0.2401869197344915,0.41968579277138185,0.24668045310040435,0.13023241458069695,0.15678878977746227,-0.3160076957107729,-0.1526096484459397
P05,0.189708318351724,0.47796740085222944,0.11856498497617891,0.41525359644364146,1.0,-0.35373817592379253,0.47983927027719137,0.20554639027828295,0.19133973101015744,-0.0760231180571824,0.04466095831408313,0.07036243495819174,-0.4493432136377448,-0.01708699107743308
P06,-0.2074315558211571,-0.36093504073877836,-0.1860187323102052,-0.49479285859791666,-0.3537381759237925,1.0,-0.22691082341782365,-0.23207806080085672,-0.05347439643001916,-0.21670005221120112,-0.10198218802786188,-0.2686682001193558,0.42571545714475606,-0.006387399746853788
P07,0.19188917065453015,0.28384561276806114,0.35979441467327533,0.6482190675641839,0.4798392702771913,-0.22691082341782365,1.0,0.023424978801339823,0.42242776378466723,0.241694694259523,0.1692248764529357,0.012639151150215919,-0.11314829084166997,-0.17604458453569755
P08,0.03930138418042619,0.20967778443811694,0.02569477704224871,0.2401869197344915,0.20554639027828298,-0.23207806080085672,0.023424978801339827,0.9999999999999999,-0.07843879633914018,-0.16054026470041227,0.10447463290994659,-0.012821409758373098,-0.30464377428127964,0.03963299203274341
C01,0.24913871823906028,0.2735400633915712,0.3202724830767093,0.41968579277138185,0.19133973101015744,-0.05347439643001916,0.42242776378466723,-0.07843879633914018,0.9999999999999999,0.3945348107451876,0.31825879399569945,0.14414848194903132,0.05411072358200355,0.1730341471444592
C02,0.14612133825780632,0.08826289148168698,0.441427830004047,0.24668045310040435,-0.0760231180571824,-0.2167000522112011,0.24169469425952303,-0.1605402647004123,0.3945348107451876,0.9999999999999999,0.21955204378735968,0.319668302519625,0.21434406411720527,0.42936098850787574
C03,0.5587855374496523,0.21740400840691368,0.30687673915495567,0.13023241458069695,0.04466095831408313,-0.1019821880278619,0.16922487645293569,0.10447463290994659,0.31825879399569945,0.21955204378735968,0.9999999999999999,0.49559965842567155,-0.15927857855695132,0.30984701173904544
C04,0.12493203116374746,0.1779373636869352,0.03183598342325818,0.15678878977746227,0.07036243495819174,-0.2686682001193558,0.012639151150215917,-0.012821409758373096,0.14414848194903132,0.319668302519625,0.49559965842567155,0.9999999999999999,-0.1453810302787123,0.442729713880058
C05,-0.23004519257498918,-0.5265401868668325,0.008017898032429015,-0.3160076957107729,-0.4493432136377448,0.42571545714475606,-0.11314829084166998,-0.3046437742812797,0.05411072358200355,0.21434406411720527,-0.15927857855695132,-0.1453810302787123,0.9999999999999999,0.14687078819305122
C06,0.10519546996028394,0.20032923166622643,-0.03701114409349018,-0.1526096484459397,-0.01708699107743308,-0.006387399746853788,-0.17604458453569752,0.03963299203274341,0.1730341471444592,0.42936098850787574,0.30984701173904544,0.442729713880058,0.14687078819305122,0.9999999999999999
