,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,1.0,0.16438043267364424,0.23116060704684385,-0.08206342280269394,-0.025046514559848635,0.07645896867573382,-0.23657020964109848,-0.17578364798452428,-0.14414283065668415,0.007330468589433203,-0.07157671359931055,0.04464475825592226,-0.03373228667593052,-0.04000428182797011
P02,0.16438043267364424,1.0,-0.045538114823600775,0.0655626473814611,0.029194567486299443,0.14953541898610825,0.167600387031099,0.17126336580424192,0.3081338249512481,-0.23226779418547644,-0.10570721939447127,-0.18588724238085474,0.11610503740250594,0.18116840637314355
P03,0.2311606070468439,-0.04553811482360082,1.0,0.10605744851900678,0.013612583186430906,-0.10321295856031605,0.33036592827517186,0.30801790380376864,0.1075841596816348,-0.04651468459119437,0.008882640821179675,0.05743434824415609,-0.056011947939921404,-0.1353593922344686
P04,-0.08206342280269394,0.06556264738146104,0.10605744851900678,1.0,0.10057863065242234,0.01910759565160306,-0.12447854534561845,-0.0756571595133843,0.02853042685277235,-0.010162304507956996,-0.07886123125026807,-0.05572757801424507,-0.07049657532379251,-0.02310753030308239
P05,-0.025046514559848593,0.029194567486299436,0.013612583186430868,0.10057863065242234,1.0,0.2106521491228148,-0.10003942318182948,0.25146654126543416,-0.00389113941011331,-0.16200698029013896,0.16964076670024011,0.0958593282494394,0.19882550824986592,-0.09271397718325271
P06,0.07645896867573385,0.14953541898610817,-0.10321295856031605,0.01910759565160305,0.21065214912281482,1.0,0.08070827872383532,-0.1705767525034027,-0.014004549781560315,0.01703458334002131,0.08604907570493571,0.0007030872789662029,-0.08429108748569221,-0.03572016323514397
P07,-0.23657020964109848,0.16760038703109906,0.33036592827517186,-0.12447854534561845,-0.10003942318182953,0.08070827872383532,1.0,-0.17954628383938454,0.009088108544757506,0.029112753257856797,-0.14238889874918764,-0.06495869842548871,0.0028514894766956548,0.0483268214768963
P08,-0.17578364798452428,0.17126336580424187,0.3080179038037686,-0.0756571595133843,0.2514665412654341,-0.17057675250340268,-0.17954628383938448,1.0,-0.19093288600279723,0.01938986486574201,0.011696965822370356,0.02030588909091465,0.08537471554590156,0.05310968556500878
C01,-0.14414283065668423,0.30813382495124814,0.10758415968163483,0.028530426852772343,-0.0038911394101133075,-0.01400454978156036,0.009088108544757494,-0.1909328860027974,1.0,0.2216705376579503,0.24446698881923518,0.1712763175273751,-0.2239905858225801,0.17085239879644323
C02,0.007330468589433257,-0.23226779418547652,-0.046514684591194407,-0.010162304507956963,-0.162006980290139,0.01703458334002132,0.02911275325785681,0.019389864865742085,0.2216705376579504,1.0,-0.11097355130295233,0.04884569094063569,0.171256705782076,0.12911428453213078
C03,-0.07157671359931055,-0.10570721939447127,0.008882640821179675,-0.07886123125026805,0.16964076670024011,0.08604907570493571,-0.14238889874918761,0.011696965822370356,0.24446698881923518,-0.11097355130295233,1.0,-0.057375845271751054,0.17186517080737834,0.12359017355929845
C04,0.04464475825592225,-0.1858872423808547,0.0574343482441561,-0.05572757801424511,0.09585932824943941,0.0007030872789662074,-0.06495869842548874,0.020305889090914655,0.1712763175273751,0.04884569094063572,-0.05737584527175106,1.0,-0.058663359496004305,0.2800389943791167
C05,-0.03373228667593054,0.11610503740250601,-0.05601194793992145,-0.07049657532379253,0.19882550824986586,-0.08429108748569222,0.002851489476695642,0.08537471554590155,-0.2239905858225801,0.17125670578207594,0.17186517080737834,-0.05866335949600425,1.0,0.18375442493581537
C06,-0.04000428182797012,0.18116840637314344,-0.1353593922344686,-0.023107530303082366,-0.09271397718325275,-0.03572016323514396,0.04832682147689631,0.05310968556500877,0.1708523987964432,0.12911428453213084,0.12359017355929845,0.2800389943791167,0.18375442493581548,1.0
