,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.42570615111873794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007907281163258164,-0.08602499242467435,0.0,-0.0017663481214472971,-0.08826392538439892,0.0
P02,0.0,0.5844997862277844,0.0,0.0,-0.0,0.0,0.0,0.014286262224892647,-0.013857082957898708,0.0,0.0,-0.03242315807127235,-0.05821199326683153,0.0
P03,0.0,-0.0,0.6670114619792117,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.06688068221868128,-0.0
P04,0.0,0.0,-0.002290865910932143,0.6527084774423876,0.0,0.0,-0.016499720194643817,0.0,-0.05253555191483143,-0.06951277930604771,0.0,-0.0538934322777462,0.0,0.0
P05,0.0,0.0,0.0,0.0,0.5803081103482013,0.0,-0.04996283526567642,0.0,-0.007119672688185391,-0.0,0.0,-0.0,-0.0,0.0
P06,0.0,0.0,-0.039295569422822196,0.0,0.0,0.617221247475582,0.0,0.0,-0.0,-0.08162676085887836,0.0,-0.06091700392423605,-0.09708823498807831,-0.07507629197264032
P07,-0.004525222655140802,0.0,0.0,-0.0,-0.0,-0.054505338595344684,0.6267832456098941,-0.0,0.0,0.0,0.0,-0.06250614680877085,-0.03844794965368181,-0.1635472538995084
P08,0.0,0.0,0.0,0.0,0.0,0.0,-0.010853175686853277,0.4825682689225642,-0.011808680335408538,0.0,0.0,-0.0,-0.013882388708497315,0.0
C01,-3.740328381715765e-05,-0.0,-0.009627811859073238,-0.0,-0.0,-0.017004392342059027,0.0,-0.0,0.6529840241224449,0.0,0.0,0.0,0.0,0.0
C02,-0.0,-0.0,0.0,-0.04396646146501112,-0.06732762852274808,-0.005723738107142062,0.0,-0.008232635482658991,0.0,0.6643194391348641,0.0,0.0,-0.00424092869444312,0.0
C03,0.0,0.0,-0.009523609237974288,0.0,0.0,0.0,-0.04123581996654278,0.0,0.0,0.0,0.647764388857572,0.0,0.0,0.0
C04,-0.0,-0.02862587202788245,-0.007368486789712995,-0.0,-0.05840854531750872,-0.0,0.0,-0.08499938368567075,0.0,0.0,0.0,0.6407625739384422,-0.0,0.0
C05,-0.023502326171998256,-0.03459645832142595,-0.0030490259861533837,0.0,0.0,0.0,-0.03147238603105179,-0.0,0.0,0.0,0.0,0.0,0.7598806000846376,0.0
C06,-0.011984788499778864,0.0,-0.015856324370036395,0.0,0.0,0.0,-0.00842906072896853,0.0,0.0,0.0,0.0,0.0,0.0,0.7229066604355354
