,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.4395174489276089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009880688295517701,-0.08872292637064433,-0.0,-0.00448462828294395,-0.09968578466431295,-0.0
P02,0.0,0.5812708719543376,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022997315296471644,0.0,0.0,-0.02812073274384109,-0.05932923413501568,0.0
P03,0.0,-0.0,0.6469428185541781,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.00016664092822124665,-0.06841499057110971,-0.0
P04,0.0,0.0,-0.005159010592056022,0.6520884022084074,0.0,0.0,-0.01720826777712666,0.0,-0.04266067344710313,-0.06340128323422689,0.0,-0.055561433743378616,0.0,0.0
P05,0.0,0.0,0.0,0.0,0.5648869479538681,0.0,-0.05625621479124385,0.0,-0.006377574794594768,-0.0,0.0,-0.0,0.0,0.0
P06,0.0,0.0,-0.03673087830575339,0.0,0.0,0.6077113277786246,0.0,0.0,-0.0,-0.08030957201667413,-0.0,-0.04179817651868792,-0.100120270192807,-0.08421836565471974
P07,0.0,0.0,0.0,0.0,-0.0,-0.053607489138954086,0.6132321786950864,0.0,0.0,0.0,0.0,-0.06089981006552617,-0.05190113746740579,-0.1712798780022818
P08,0.0,0.0,0.0,0.0,0.0,0.0,-0.010452656942817194,0.4616584550226814,-0.000633989071449308,0.0,0.0,-0.0,-0.014264842579432288,0.0
C01,-0.0,-0.0,-0.00603966335442938,-0.0,-0.0,-0.011364476454120488,0.0,0.0,0.6568548601285344,0.0,0.0,0.0,0.0,0.0
C02,0.0,-0.0,0.0,-0.0627920603244283,-0.05144136742216979,-0.011400930204745596,0.0,-0.006677159949811884,0.0,0.6289703885783401,0.0,0.0,-0.009518466167468702,0.0
C03,0.0,0.0,-0.007645031053592267,0.0,0.0,0.0,-0.04099166674136421,0.0,0.0,0.0,0.6308114178733751,0.0,0.0,0.0
C04,-0.0,-0.032913334934977945,-0.003333744286482601,-0.021615931751330666,-0.042103486141423986,-0.0,0.0,-0.10390534001800346,0.0,0.0,0.0,0.6284560645426764,-0.0,0.0
C05,-0.022512120259896375,-0.034746896842526104,-0.002827008778007229,0.0,0.0,0.0,-0.038337640650102325,-0.0,0.0,0.0,0.0,0.0,0.7671784800344715,0.0
C06,-0.005086980190309486,0.0,-0.026039914409862655,0.0,0.0,0.0,-0.007809150778518843,0.0,0.0,0.0,0.0,0.0,0.0,0.724380961135873
