time_index,t,dst,src,beta,ci_low,ci_high
0,0.0,P01,P01,0.5883290689198352,0.4440733926487805,0.6486250324848296
0,0.0,P01,P02,0.0,0.0,0.06499325208581323
0,0.0,P01,P03,0.0,0.0,0.07656872941987902
0,0.0,P01,P04,0.0,0.0,0.07253937946972241
0,0.0,P01,P05,-0.0,0.0,0.0
0,0.0,P01,P06,0.0,0.0,0.0
0,0.0,P01,P07,0.0,0.0,0.023297137145480696
0,0.0,P01,P08,0.0,0.0,0.0
0,0.0,P01,C01,-0.0,-0.022642042953572736,0.0
0,0.0,P01,C02,-0.03971355952499376,-0.10551918731178561,0.0
0,0.0,P01,C03,-0.0,-0.00922034504505778,0.0
0,0.0,P01,C04,-0.0,-0.0008321933263064229,0.0
0,0.0,P01,C05,-0.0612059401161017,-0.12440121050315263,0.0
0,0.0,P01,C06,-0.0,-0.022445850037680768,0.0
0,0.0,P02,P01,0.0,0.0,0.0
0,0.0,P02,P02,0.7372159571547107,0.5484194737190912,0.8147913321509016
0,0.0,P02,P03,0.0,0.0,0.016865371007705708
0,0.0,P02,P04,0.0,0.0,0.04831484595177896
0,0.0,P02,P05,0.0,0.0,5.3818381722694834e-05
0,0.0,P02,P06,0.0,0.0,0.05986907055111017
0,0.0,P02,P07,0.0,0.0,0.0007129221629372536
0,0.0,P02,P08,0.025806367700070033,0.0,0.133383551861361
0,0.0,P02,C01,0.0,0.0,0.00027065163814319015
0,0.0,P02,C02,-0.0,-0.0,0.0
0,0.0,P02,C03,0.0,0.0,0.02555702738286045
0,0.0,P02,C04,-0.0,-0.007225860806868401,0.0
0,0.0,P02,C05,-0.0,-0.029367693853186185,0.0
0,0.0,P02,C06,-0.0,0.0,0.0
0,0.0,P03,P01,0.0,0.0,0.0
0,0.0,P03,P02,-0.0,-0.0,0.0
0,0.0,P03,P03,0.7515594862677508,0.6080620229657944,0.8466696465858078
0,0.0,P03,P04,0.0,0.0,0.06506124502554161
0,0.0,P03,P05,-0.0,-0.0,0.0
0,0.0,P03,P06,0.0,0.0,4.283145580802013e-05
0,0.0,P03,P07,-0.0,-0.0007587274163575566,0.0
0,0.0,P03,P08,-0.0,0.0,0.0
0,0.0,P03,C01,0.0,0.0,0.0
0,0.0,P03,C02,0.0,-0.0,0.0
0,0.0,P03,C03,-0.0,-0.014521319597037483,0.0
0,0.0,P03,C04,-0.0,-0.0005393774992671481,0.0
0,0.0,P03,C05,-0.0,-0.0739560268927584,0.0
0,0.0,P03,C06,-0.0,-0.0,0.0
0,0.0,P04,P01,-0.0,-0.036659768525723654,0.0
0,0.0,P04,P02,0.0,0.0,0.042170600095493505
0,0.0,P04,P03,-0.0,-0.020306784160839107,0.0
0,0.0,P04,P04,0.7847813015955564,0.6273646955130258,0.8038367821313067
0,0.0,P04,P05,0.0,0.0,0.046464021960461406
0,0.0,P04,P06,-0.0,0.0,0.02062808574679901
0,0.0,P04,P07,-0.0,-0.012253193212079965,0.0
0,0.0,P04,P08,0.022054129543798453,0.0,0.088305582368925
0,0.0,P04,C01,0.0,-0.00028452020028400354,0.0
0,0.0,P04,C02,-0.0,-0.03567055627182371,0.0
0,0.0,P04,C03,0.0,0.0,0.01415484207943743
0,0.0,P04,C04,-0.0,-0.05251333427874263,0.0
0,0.0,P04,C05,0.0,0.0,0.018471855022999684
0,0.0,P04,C06,0.0,0.0,0.01231301450098336
0,0.0,P05,P01,0.0,-0.0,0.0
0,0.0,P05,P02,0.0,0.0,0.0
0,0.0,P05,P03,-0.0,0.0,0.0
0,0.0,P05,P04,0.0,0.0,0.0
0,0.0,P05,P05,0.7566320819669079,0.523435633962044,0.8515250577490655
0,0.0,P05,P06,0.0,0.0,0.05721748015098149
0,0.0,P05,P07,-0.0,-0.08432588174295973,0.0
0,0.0,P05,P08,0.0,0.0,0.010331344523509188
0,0.0,P05,C01,-0.0,0.0,0.0
0,0.0,P05,C02,-0.0,-0.02099092728676503,0.0
0,0.0,P05,C03,0.005413511132131486,0.0,0.04356559934207809
0,0.0,P05,C04,0.0,0.0,0.0
0,0.0,P05,C05,0.0,0.0,0.0
0,0.0,P05,C06,0.0,0.0,0.0
0,0.0,P06,P01,0.0,0.0,0.07468855552168377
0,0.0,P06,P02,0.0,0.0,0.11789889549173771
0,0.0,P06,P03,-0.0,-0.022808519823476585,0.0
0,0.0,P06,P04,-0.0,-0.0,0.0
0,0.0,P06,P05,0.0,0.0,0.001790713345245345
0,0.0,P06,P06,0.7132599667911242,0.5761135903386722,0.7839322775930728
0,0.0,P06,P07,0.0,0.0,0.0
0,0.0,P06,P08,-0.0,-0.0,0.0
0,0.0,P06,C01,-0.0,0.0,0.0
0,0.0,P06,C02,-0.009033876475709206,-0.059371999536220924,0.0
0,0.0,P06,C03,-0.0,-0.027064067879221453,0.0
0,0.0,P06,C04,-0.0,-0.0,0.0
0,0.0,P06,C05,-0.057242574943335976,-0.10888673309516678,0.0
0,0.0,P06,C06,-0.008360841442482754,-0.11834732641335677,0.0
0,0.0,P07,P01,-0.0,0.0,0.006279387169407872
0,0.0,P07,P02,0.0,0.0,0.0
0,0.0,P07,P03,0.0,0.0,0.115762233292173
0,0.0,P07,P04,0.0,0.0,0.0
