,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.8077042472221289,0.0,0.0,0.0,0.03917859983583208,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
P02,0.0,0.6211104317205798,0.0,0.02732487221373431,-0.0,0.0,0.0,0.14203816260103866,-0.0009490029563627827,-0.0,-0.0,-0.004935835392260364,-0.02495052717587894,-0.0
P03,0.0,-0.0,0.8430388562197929,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
P04,0.0,0.0,0.0,0.692288563116078,0.0,0.11714225757104364,-0.0,0.0,-0.03697956735295224,-0.0,-0.0,-0.020519653762112545,-0.0,0.0
P05,0.0,0.0,-0.0,0.0,0.8045133061237931,0.025080264983776867,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
P06,0.0,0.02336554065520521,-0.0,0.0,0.0,0.7604952368716215,-0.0,0.0,-0.0,-0.0009602297841083701,0.0,-0.05570005413383642,-0.017707243352246015,-0.0
P07,-0.022026672114742775,-0.0,0.0,-0.0,-0.0,-0.0,0.7658804127017041,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.06922453776194847
P08,0.0,0.005042094815497471,0.016434460443277094,0.019498669146832535,0.003957929021411396,0.0005712980229049808,-0.011591174250845222,0.6531516449513723,-0.0,-0.0,0.0,-0.0,-0.0,0.0
C01,-0.0011578770566306746,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.00669221887075736,0.7904112081445572,0.01875626425571681,0.0,0.0,0.0,0.0
C02,-0.0,-0.0,0.003677216457707549,-0.0,-0.07625055490377883,-0.0,0.0,-0.0,0.0,0.6549312532242142,0.0,0.0,-0.0,0.16975301058449607
C03,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.7690652297106171,0.0,-0.0,0.07118120829229224
C04,0.0,-0.0,-0.0,0.0,-0.003603378569796128,0.0,-0.0,-0.0,0.0,0.0029370957877476495,0.0,0.8138636689351624,-0.0,0.03322976563977998
C05,-0.0422177087812022,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.7538290117627932,0.0
C06,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8649475805610806
