,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,1.0,0.16267010950633778,0.2653012987969762,-0.10060928577165582,-0.010612612604963016,0.05515722652726811,-0.24482604692823737,-0.19522013719154765,-0.12968034657415403,0.025717973655580206,-0.0881989063279347,0.031110574111089345,-0.015624671683113996,-0.04828861331564256
P02,0.16267010950633784,1.0,-0.05775653987019589,0.04362675177760737,0.045858702950269316,0.16808573971091928,0.18987100917143654,0.18209854376926835,0.31789763176145525,-0.24972237460558588,-0.0975502585296072,-0.19581038616526011,0.11396804887319033,0.17865325530557735
P03,0.26530129879697617,-0.057756539870195904,1.0,0.10727497676031414,0.0014570500683540124,-0.07105568700275113,0.3490702022319774,0.31732424387954994,0.10130528846555231,-0.060340620961265815,0.031923454709882906,0.06472900897537841,-0.04523102612272969,-0.1336803214266355
P04,-0.10060928577165586,0.04362675177760739,0.10727497676031417,1.0,0.09552170606774643,0.022580780084341195,-0.1399626814598335,-0.06173837675419823,0.03964458199253105,-0.021835818786556813,-0.09314186614252463,-0.07977661166574691,-0.08925323892947426,-0.02486862235075513
P05,-0.01061261260496303,0.04585870295026933,0.001457050068353994,0.09552170606774639,1.0,0.2099667444954441,-0.0858317153195809,0.24646022443808502,0.0007073851418893685,-0.15320034772714552,0.17410178127420053,0.09547205219695831,0.18119133132115808,-0.08206112775520112
P06,0.05515722652726811,0.1680857397109194,-0.07105568700275117,0.02258078008434121,0.2099667444954441,1.0,0.04932596265986961,-0.19671021640015995,-0.015982390382476615,0.0472974276954425,0.054806925433362776,-0.0053914175682143765,-0.07184466047563123,-0.0522749315406443
P07,-0.24482604692823737,0.18987100917143657,0.3490702022319774,-0.13996268145983345,-0.08583171531958084,0.049325962659869584,1.0,-0.2020869567836071,0.005598540794956414,0.0648394027990402,-0.14601434251263642,-0.07918374775219875,-0.024582760316490572,0.048968232582391344
P08,-0.19522013719154763,0.1820985437692684,0.31732424387955,-0.06173837675419818,0.24646022443808502,-0.1967102164001599,-0.20208695678360708,1.0,-0.18984426187964146,0.03512067412422132,-0.0073237244080017845,0.024490971743013113,0.08379476347911463,0.050714980900232104
C01,-0.12968034657415406,0.3178976317614553,0.1013052884655523,0.03964458199253106,0.0007073851418893781,-0.015982390382476556,0.005598540794956458,-0.1898442618796415,1.0,0.23432075499332342,0.2661097420756876,0.17301003198087947,-0.23683482753805457,0.17341454208685964
C02,0.025717973655580234,-0.24972237460558586,-0.060340620961265856,-0.021835818786556764,-0.15320034772714555,0.04729742769544249,0.06483940279904019,0.035120674124221374,0.23432075499332342,1.0,-0.108493752730334,0.04658310139051551,0.18523741057121498,0.13835877630781118
C03,-0.08819890632793476,-0.09755025852960719,0.03192345470988297,-0.09314186614252465,0.1741017812742006,0.054806925433362755,-0.14601434251263656,-0.007323724408001817,0.26610974207568766,-0.10849375273033403,1.0,-0.051983173853398686,0.2118912633925615,0.11114052609930818
C04,0.031110574111089345,-0.19581038616526006,0.06472900897537848,-0.07977661166574689,0.09547205219695828,-0.00539141756821439,-0.07918374775219879,0.024490971743013096,0.17301003198087941,0.04658310139051561,-0.051983173853398665,1.0,-0.06558222402822872,0.27847971175687114
C05,-0.015624671683114027,0.11396804887319027,-0.045231026122729646,-0.08925323892947422,0.18119133132115814,-0.07184466047563125,-0.024582760316490537,0.08379476347911455,-0.23683482753805457,0.185237410571215,0.21189126339256148,-0.06558222402822869,1.0,0.18141508258345238
C06,-0.048288613315642555,0.17865325530557727,-0.13368032142663555,-0.024868622350755147,-0.08206112775520114,-0.05227493154064428,0.048968232582391365,0.05071498090023214,0.1734145420868596,0.13835877630781115,0.11114052609930826,0.27847971175687103,0.1814150825834523,1.0
