,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.7489647101048331,0.0,0.0,0.0,0.0,0.0,-0.0,0.021472529383072692,-0.0,-0.0,0.0,-0.0,-0.013887844812803116,0.0
P02,0.0,0.7261750274226602,0.0,0.0,0.0,0.0,0.0,0.1202283957024525,-0.0,-0.0,0.0,-0.0028842136515017393,-0.01647340551873571,-0.0
P03,0.0,-0.0,0.8386822084284816,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
P04,0.0,0.014652347097848567,-0.0,0.7424725146983798,0.0,0.050833503191761824,-0.0,0.0,-0.0010547404037314734,-0.024173273753140764,0.0,-0.01877678364487446,-0.0,0.0
P05,0.0,0.0,-0.0,0.0,0.7969913626786033,0.047158140738859634,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
P06,0.0,0.03801525306702833,-0.0,0.0,0.0,0.7662374688895087,-0.0,0.0,-0.0,-0.03276901066781905,0.0,-0.027428396134475664,-0.05008981397692647,-0.0
P07,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.7937065599237074,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.03258966816294832
P08,0.0,0.049761134660760986,5.3440103178941814e-05,0.0,0.047169877073686924,0.002731876762939466,-0.0,0.6535448856477184,-0.0,-0.0,0.0,-0.0,-0.0,0.0
C01,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.8301718640506666,0.03190251038958876,0.0,0.0,-0.0,0.0
C02,-0.0,-0.0,0.0,-0.0,-0.016348184888761778,-0.0,0.0,-0.0,0.0,0.7732888555454289,0.0,0.019946235129449246,-0.0,0.05160386254546405
C03,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.8039753970547708,0.0,0.0,0.0435942011876875
C04,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.03201534126763389,0.0,0.8058062044242225,-0.0,0.0
C05,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.8529005570643371,0.0
C06,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.8502937550361123
