,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.3925980501128093,0.0,0.0,0.0,0.0,0.0,-0.005059083212152559,0.0,-0.0017892799570428804,-0.08410085532320638,0.0,0.0,-0.07437875274401907,0.0
P02,0.0,0.5226474008381197,0.0,0.0,-0.0,0.0,0.0,0.060574054572061345,-0.04966324741334343,-0.0,0.0,-0.03740160484615589,-0.07595984672633735,-0.0013666921028862166
P03,0.0,-0.0004928803955743001,0.6902851260041484,0.0,-0.005351167310330636,0.0,-0.0,-0.0,0.0,-0.0,-0.014361888621939585,0.0,-0.06011986369222025,-0.0
P04,0.0,0.0,-0.00958438088260099,0.627999961972579,0.0,0.0,-0.014585165248425649,0.0,-0.07225768907289973,-0.06209468094073796,0.0,-0.06195744572679524,0.0,0.0
P05,0.0,0.0,0.0,0.0,0.6248581071306977,0.0,-0.05012321320878777,0.0,-0.00711909610077346,-6.233562181001033e-05,0.0,-0.0,0.0,0.0
P06,0.0,0.0,-0.041363628597259616,0.0,0.0,0.6088698884975252,0.0,0.0,-0.016949678045728923,-0.09039876116887385,0.0,-0.08984916383870029,-0.08627773346059062,-0.05541150453668918
P07,-0.028426628697936374,-0.01681662330906883,0.0,-0.0,-0.0,-0.048819241585842485,0.6311411268342529,-0.0,0.0,0.0,0.0,-0.07436948337279393,-0.023035036126458328,-0.15357644713196508
P08,0.0,0.0,0.0,0.0,0.0,0.0,-0.026378488259185824,0.49480186229445744,-0.028857894622169034,-0.0029466151159227476,0.0,-0.0042913971047176,-0.01369370573453434,0.0
C01,-0.023916460275141344,-0.007902242957885428,-0.015527709370822767,0.0,-0.0,-0.013815554333127434,0.0,-0.031944151820761005,0.6228416333140752,0.0,0.0,0.0,0.0,0.0
C02,-0.0024206337413351666,-0.0,0.0,-0.0,-0.08926390406051801,-0.0009478540975680577,0.0,-0.00015553194055965554,0.0,0.680136015044553,0.0,0.0,-0.0009173858688316704,0.0
C03,0.0,0.0,-0.02184371433300317,0.0,0.0,0.0,-0.050628818071387104,0.0,0.0,0.0,0.6384151637473423,0.0,0.0,0.0
C04,0.0,-0.023364063151968633,-0.022950126957865434,0.0,-0.07704804710293342,-0.0,-0.00016325443347737847,-0.06961402666865392,0.0,0.0,0.0,0.6561279788347971,-0.0,0.0
C05,-0.05605837402261363,-0.03083911674922193,-0.010126704564559432,0.0,0.0,0.0,-0.007566265425829662,-0.010874238069538267,0.0,0.0,0.0,0.0,0.7108156668424253,0.0
C06,-0.0003367746612584618,0.0,-0.026506366225290928,0.0,-0.0,0.0,-0.03600664872624412,-0.0,-0.0022101043352158287,0.0,0.0,0.0,0.0,0.705728502951923
