code,role,label,ontology_id,conf,freq_hint
C01,CRITERION,Emotional numbness / detachment,emotional_numbing_detachment,0.86,
C02,CRITERION,Sensory-cued acute distress episodes,distress_to_cues,0.72,
C03,CRITERION,Rapid emotional fluctuations,mood_lability,0.72,
C04,CRITERION,Work-related concentration impairment,difficulty_concentrating_due_to_worry,0.62,
C05,CRITERION,Perceived social minimization / unhelpful responses,validation,0.68,
C06,CRITERION,Limited active processing of the loss,continuous,0.65,
P01,PREDICTOR,Grief_Processing_Engagement,grief_processing_and_integration_practice,0.68,
P02,PREDICTOR,Mindfulness_and_Affective_Regulation,mindfulness_of_current_emotion,0.82,
P03,PREDICTOR,Sleep_Regulation_and_Circadian_Alignment,sleep_quality_rating,0.92,
P04,PREDICTOR,Social_Support_Validation_and_Affirmation,mobilization,,
P05,PREDICTOR,Meaning_Making_and_Purpose_Reorientation,meaning_and_purpose_checkin,0.72,
P06,PREDICTOR,Self_Monitoring_and_Data_Feedback,sct_self_monitoring_goals_and_feedback_loop,0.65,
P07,PREDICTOR,Grief_Group_Participation_and_Social_Prescribing,grief_support_group_enrollment,0.58,
