t_index,date,P01,P02,P03,P04,P05,C01,C02,C03,C04,C05
0,2025-01-01,0.5981070975283308,0.5776302123476948,0.88953858085443,0.6190248713839909,0.32095636834156416,5.484115229026094,4.750980679139718,5.463134152740812,4.656425394536157,4.989725072635923
1,2025-01-02,0.40825969804122597,0.5312481464712863,0.7651011707160239,0.580240857292807,0.30080797652996044,5.121053602171446,,4.88342876123453,5.084185154145677,4.352741283005724
2,2025-01-03,0.5097599732642485,0.3101511659577427,0.8053078577967404,0.5481559267590367,,4.496114532685025,3.7029232702217345,4.44830078069476,4.468431767191199,4.982193632100229
3,2025-01-04,0.510883636804931,0.42998132479227724,0.8916577258134193,,0.35286957272905123,,4.06246658920198,4.519810915340589,4.271104306886715,4.622793087143172
4,2025-01-05,0.3714249728860491,0.4033580656521681,0.9889980922663728,0.24220571602055102,0.21235269576551494,3.4676465391292854,,,3.314172849785341,4.192778882550985
5,2025-01-06,0.24151183827384312,0.285970762758249,0.9083453250362975,0.21523392686851384,0.10510357686678581,3.433321771092657,2.843032401432006,4.058857426177663,3.427260766195394,3.62764448594288
6,2025-01-07,0.2808924533059899,0.38618045788061084,0.8114340222510759,0.3014117803575469,0.11115954403337464,3.303817334371966,2.2764964374014918,,3.4245339083403246,4.59740113455031
7,2025-01-08,0.23591721319995013,0.5242155937023987,0.8559961825797086,0.3009176066413638,0.19575189951646477,3.3865801696185955,3.3833448294267425,4.4424574753804205,3.1988197517548773,4.4693359966426005
8,2025-01-09,0.4198742493031785,0.6208860501866376,0.7185831737521433,0.3690675271479824,0.28017497258653756,3.864073213790899,2.6452916665075397,,,4.264725931552436
9,2025-01-10,0.4352586462917269,0.5902744373722476,0.6542369349697484,0.15131272362790885,0.33577732586369036,3.3518322717020403,2.750895864712724,5.187895756257583,,4.065306583685451
10,2025-01-11,0.42714286543050833,0.7158239479523375,0.6197388345177531,0.07841515785161775,0.38629749350474707,3.9530059480620623,,4.281752642028236,2.1089288948538907,4.687579477600548
