t_index,date,P01,P02,P03,P04,P05,P06,C01,C02,C03,C04,C05,C06
0,2025-01-01,0.2936065004840933,0.41493639725060166,0.512751224502634,,0.41470419374519224,0.20327351961168288,4.807134954424505,4.795053066599003,5.993689772075418,6.7286405491701196,6.440184529237714,3.3661942863881293
1,2025-01-02,0.3241582262264093,0.5622249712993287,0.4212862336870534,,0.45161551519491266,0.1788499973104061,6.045945299771231,4.911770685428939,,6.560996314788483,5.450972363264508,3.515674865101576
2,2025-01-03,,0.5314272527416548,0.5020633010451964,0.8526192662797387,0.2938188799621887,0.2142458631497354,5.3662039956438194,4.118031662822785,,5.924872606537792,4.6753483407227145,
3,2025-01-04,0.4066064804546115,0.34677476939812757,0.5639914100325789,0.6659544818180936,0.242682496835525,0.2512759127976182,4.360617561091535,3.2142064317411823,4.093909985900461,5.160074359925887,5.049184200254593,
4,2025-01-05,,0.33671300199255216,0.5053789690220525,,0.10295688910354944,0.14817990479244245,3.7901936036395996,3.2133124139738256,4.765935490591268,4.80092317867697,4.63037171978013,
5,2025-01-06,0.42930514545367965,0.275593615017947,0.4817040814016035,0.6732745684357775,0.17904774423990405,0.0,3.9657361467503067,3.272521787104603,5.051700235291942,4.955225653420888,4.122369422193156,
6,2025-01-07,0.4315122943609664,0.13518487804525936,0.5742563460789161,0.6613304049552755,0.1454927293530968,0.09837538338328791,4.34028296846063,5.162796217939331,4.853074788227471,5.824675269508506,3.3771139803667336,
7,2025-01-08,0.4054690319030413,0.30886074954845677,,0.5661066974897512,,0.3016371844473835,4.354641873373109,2.967679441217203,4.747971961923429,4.878678536713024,4.261344593123894,
8,2025-01-09,0.4539441550674747,0.3612329582994079,,0.6539479549393569,0.1292456766561138,0.27228366548001814,4.993364296721392,2.4694194994176186,5.209535697035447,4.417259017139004,3.818328747741514,
9,2025-01-10,0.3784454271520816,0.27159694446660515,0.5957032209172808,0.6875090136031643,0.0884164836128034,0.11486691625427126,,1.8763627216730547,5.090478021576433,3.545591751640219,2.7175809083203863,
10,2025-01-11,0.4260945603452502,0.06817239146984028,0.5092515712688724,0.5200937648337094,0.17286194613894348,0.06171353265327005,3.031163515794503,2.66030847771717,4.275439224482697,3.4703995621870325,2.570199800190321,
11,2025-01-12,0.5472243782927088,0.12314606600517423,,0.40178188269639514,,,3.14120309225438,,4.427205076092542,3.1382810010611073,,0.8555171956338602
