,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,1.0,0.005440125925475512,0.10302494512468065,-0.08704797088712136,0.014522768258550417,0.12781689510790317,0.07935406040627081,0.04640964798373421,0.02755189181880899,-0.011380951919056614,0.06587715876300573,0.0,-0.11339852412317003,0.09304444203512686
P02,0.005440125925475512,1.0,-0.0,-0.0,-0.0,0.06404086919786854,-0.0932555024008296,-0.013265938515900112,-0.0,0.0,-0.040510443204363776,-0.10231131132967929,0.0,0.013249816317173382
P03,0.10302494512468065,-0.0,1.0,0.0,0.11139054887016457,0.0,0.08516453798293222,-0.015205417721831774,-0.0,0.1385531515617025,0.09896499407192622,-0.0,0.020627231340515487,-0.20605692713994248
P04,-0.08704797088712136,-0.0,0.0,1.0,0.03381312633000907,0.0,0.08980385680837662,0.002513421711688204,0.048468711469586256,-0.0,-0.0,0.0,-0.07392031610764098,-0.0
P05,0.014522768258550417,-0.0,0.11139054887016457,0.03381312633000907,1.0,0.023530054173428815,0.036533381552325904,0.0,-0.0,-0.14552036192282683,0.0467834384800403,-0.07944407421787957,-0.15597399048251503,0.02663947808276253
P06,0.12781689510790317,0.06404086919786854,0.0,0.0,0.023530054173428815,1.0,0.0,0.0,-0.0,0.010007063126476064,0.0,0.07810241672854389,0.0,-0.0
P07,0.07935406040627081,-0.0932555024008296,0.08516453798293222,0.08980385680837662,0.036533381552325904,0.0,1.0,0.0,-0.0,0.07982781105225736,0.01901709849315482,-0.09474552960793182,-0.0,-0.0
P08,0.04640964798373421,-0.013265938515900112,-0.015205417721831774,0.002513421711688204,0.0,0.0,0.0,1.0,0.0,-0.0021350200258399813,-0.0,-0.019570155688164715,-0.20509376947722419,-0.06819277785372758
C01,0.02755189181880899,-0.0,-0.0,0.048468711469586256,-0.0,-0.0,-0.0,0.0,1.0,0.048153201065332926,0.07942399457987825,0.09726840149971856,0.05733427103839935,0.0284767590934347
C02,-0.011380951919056614,0.0,0.1385531515617025,-0.0,-0.14552036192282683,0.010007063126476064,0.07982781105225736,-0.0021350200258399813,0.048153201065332926,1.0,-0.0,-0.0055458346591949325,-0.05190561450200868,0.37817380804944556
C03,0.06587715876300573,-0.040510443204363776,0.09896499407192622,-0.0,0.0467834384800403,0.0,0.01901709849315482,-0.0,0.07942399457987825,-0.0,1.0,0.009823745521099202,0.0368117400830479,0.1661214498101952
C04,0.0,-0.10231131132967929,-0.0,0.0,-0.07944407421787957,0.07810241672854389,-0.09474552960793182,-0.019570155688164715,0.09726840149971856,-0.0055458346591949325,0.009823745521099202,1.0,-0.0,0.08331412048585916
C05,-0.11339852412317003,0.0,0.020627231340515487,-0.07392031610764098,-0.15597399048251503,0.0,-0.0,-0.20509376947722419,0.05733427103839935,-0.05190561450200868,0.0368117400830479,-0.0,1.0,0.06850163696751353
C06,0.09304444203512686,0.013249816317173382,-0.20605692713994248,-0.0,0.02663947808276253,-0.0,-0.0,-0.06819277785372758,0.0284767590934347,0.37817380804944556,0.1661214498101952,0.08331412048585916,0.06850163696751353,1.0
