,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.7839449941871764,0.022387807338448994,0.013453372929086507,-0.0,-0.034650438232162684,-0.07226370457228565,0.0,-0.0,-0.0026116301593526008,0.0,0.06211907926106001,-0.0,0.03130091121815195,-0.05587660834976608
P02,0.013328434013025863,0.7745874552879918,-0.04134891298912208,-0.0,0.0848578194193613,-0.0352829767593089,0.0,0.030878833010134252,0.0013201827610097314,-0.0,0.03692451796947358,-0.0,-0.0,0.02548888232095404
P03,0.013242584491921177,0.0,0.7391913099089535,0.0,-0.0,-0.0,0.029778143718902243,0.0,0.0,0.03993887169004118,0.037139049004753795,-0.0,-0.0008359397368362862,-0.0
P04,-0.17342320396092986,0.016519126405273737,0.10161190282815395,0.5736088849103652,-0.025411202770212797,-0.09701033281082841,0.18438490734313698,0.025576833136530717,0.09478789566931116,0.022648180828959596,0.03204553785772731,-0.0,-0.10447567836400073,-0.0
P05,0.027099518711737037,0.0017895560183627918,-0.01745679474954324,-0.0,0.7870039116122424,-0.06541589224335695,0.04720341367243659,-0.08234359169077633,0.030617757220220712,-0.011431866637372844,-0.03170790186258383,0.010843385003873541,-0.037475817863581395,-0.0
P06,0.0,-0.001537144989002908,-0.0,-0.027815681305086732,-0.01843544158391186,0.8686980615012801,0.0,-0.011356784488710442,0.012086561963331058,-0.05389510041033206,0.0023643978001262438,-0.0,0.05965430082267466,-0.029991351420296485
P07,-0.0,0.0264719630605514,0.0,0.02880916883476212,0.028323389987924913,-0.011742148712239326,0.8083851083047564,-0.026030596573327652,0.054163829965915095,0.01748896489429777,0.005326628882810645,0.0,0.0,-0.024065823632737748
P08,-0.0,0.0,0.0,0.0,0.0010605861437816312,-0.0,0.0,0.7261598679798282,-0.0,-0.0,0.0,0.0,-0.0,-0.0
C01,0.005602791673721662,0.005750401869592156,0.05115790643668698,-0.0,0.030247181835542085,-0.0,0.006762958445403571,-0.038667593870616024,0.8397211209634724,0.007446719529123783,0.012525531381387284,-0.033898451820008814,-0.0,-0.0
C02,0.0,0.0,0.05323199826079172,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.6299222346023297,0.0,0.0,0.0,0.0
C03,0.015323770038117924,0.05263115344514597,-0.0,-0.016058626224191533,-0.03555300354087591,-0.031120180686895024,0.0,0.02525008800373741,-0.0,0.0,0.8624668328339727,0.002758980988509383,0.034948045401674246,0.00793713085716126
C04,-0.0,0.008686136114795094,-0.0,0.0,0.0,-0.0037198886397892964,0.0,-0.005103855594963077,-0.0,0.042738321781876,0.08167304554538249,0.6517976256578347,-0.08042852676980579,0.093988671999686
C05,-0.0,-0.25311608189544105,-0.0,-0.0,-0.0,0.12246552179968548,0.016766853523609345,0.0,0.0,0.14830085225098777,-0.04290976639096202,-0.008410630161582883,0.3920925528871505,0.062000292512822054
C06,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.6391270088362658
