P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
0.9083906613228381,1.008797921382893,-0.6712409446902518,-0.3212539874142324,0.6741553115488798,1.209952889006927,-0.7688394416268333,0.43277256630722394,0.28658459582459106,0.35618883797026607,0.5860840424119759,0.7452666464577593,-0.6976101100643237,1.3279623285100242
0.5851024380868779,0.4564254301789292,-0.3230675602486233,-1.2472193935915887,-0.43294081153918357,0.8390289017083101,-0.2979852051924614,1.0733507753330394,-0.8519274010625524,-0.26607040430937223,0.4299636896956737,0.740883051323126,-0.5884632420389826,1.140459155798189
0.5702523523039005,0.6553395117483967,-1.0488678598349233,-0.7934506434246085,-0.2810926450070073,0.664545488770753,-0.16150769063535855,1.3094407642168626,-0.35096223370709906,-0.7544856179821599,0.30158371608019613,0.0318963370001423,-0.5476939554698557,0.9149668041297309
0.06581241297261096,0.15628732974336837,-1.3956683433590595,0.25138825083433064,0.1311790027556414,0.30965670614328733,-0.42351846304085033,1.1209520483329476,-0.2300087268443298,-1.1273062288530251,0.23314612274404636,0.09416646083391172,-0.32923797044408004,0.44185634210816477
-0.42089045682690407,0.03182184208033677,-1.57094937658144,0.47271736319627017,-0.13191087652348238,-0.003151161285291019,-0.8411472665809303,0.581012218694324,-0.3034837311407566,-1.3204329499745218,0.10368175455342218,0.0704356054285252,-0.4612381138220278,0.2892236490583681
-0.6176501837136392,-0.02514535290173781,-1.4661007160122255,-0.449157434594323,-0.16965222984601502,-0.14523867670243182,-1.823267688262711,0.5821242604721869,-0.12647388288070543,-0.3579511284460774,0.2506215168387888,0.2367260419473958,-0.01833017505006932,0.22836264453611568
-0.5249876367315789,-0.005946024752531623,-1.2237152013900505,-0.8093990826503614,-0.5671962854512073,-0.605358851321619,-1.3392120260562257,0.5411973643279275,-0.8211018333892653,-0.638089310972047,-0.06994242625918051,-0.07800281184183255,0.25415801778754776,-0.8468299262716237
-0.7631027083436884,-0.20822178235948519,-1.3943996267939227,-0.9229477654684246,-0.9478803583617722,-0.6283952451844163,-1.3352675142460875,-1.2093306878818266,-0.6961472997684119,-1.760818238584597,-0.31230620300148687,0.3735055144618194,-0.34860513460239334,-1.439095959145164
-0.6602173884595922,0.20327807307253776,-1.6589297505473017,-0.804559189823172,-0.8525558335635142,-0.12985127058847168,-0.9048964572641344,-0.8807534836808597,-1.5298306381503153,-1.291085153146762,-0.6752338400694587,-0.5176856959433312,-0.5807018675493011,-0.3823952961423116
-0.5128525732599727,-0.20795371759932596,-0.600492281635861,-0.8319472134648951,-0.5266806693596726,0.2541207870075788,0.3326385486299844,-1.9289057440071307,-1.6694945921435265,-1.2340751352192851,0.16077548694896868,-0.04840293741333236,-0.39706209658313285,-1.4433578253117263
-0.46221860163626655,-0.8287545924020355,-0.2998694192592074,-1.0306994073733675,-0.8128680758131875,0.7413209820855433,-0.20523354390316936,-1.2789339973056004,-1.7325895080301255,-0.9756815815232968,-1.817499497959934,0.12532361006148177,0.34264470047791407,-1.5311815110655356
-0.5925443017610442,-1.4173051690418195,-0.05872781548797165,-1.659772248212483,-0.6277601556539659,0.6831933684805185,0.02716328717543128,-1.52775345377733,-1.8457511070211012,-1.604691118125969,0.009428697640314955,-1.4704690028122005,0.32359660779960303,-0.5131628969105297
-0.8364323765141151,-1.293782230005582,-0.02758326818248376,-1.2282229398660702,-0.5323446659686464,0.34391610780214804,-1.2541109267088726,-1.143542974763752,-0.9672322839346746,-1.0048279365302888,-0.2075562457419865,-1.4521246392822111,0.8182012611439664,-0.36398424611989155
-1.2677240588988448,-0.8716342826643982,-1.0962346701509222,-1.1602474171239852,-0.7591359970317495,0.7187903934998622,-1.3734950627665945,-1.0076449945057342,-1.124791684471336,-0.8124279236624441,-0.41949342532375766,-0.8065552309029608,0.5754487060326487,-0.3995504140018506
-0.8917057725333241,-0.816699558076041,-0.6930971817125786,-1.3110952994889087,-0.3900619288625429,0.7773586967970173,-1.4079589419367606,-0.7577879432914287,-0.5663465338435467,-1.2547099430520998,-0.3094406547453684,-0.7828247326370135,0.4140019010651529,-0.6511917383155197
