t_index,date,P01,P02,P03,P04,P05,P06,C01,C02,C03,C04,C05,C06
0,2025-01-01,0.2880977650469316,0.7486330327035559,0.7538302232024019,0.45579226818720214,1.0,0.03299305758066812,4.144428750644767,6.597940789250261,,,6.644104026568612,
1,2025-01-02,0.244838751191379,0.7276894524853874,0.6444850019550603,0.4948543918518078,0.9360821503941475,0.0,3.8468457189222782,5.476322213538185,4.789634420134052,4.310095005612084,6.263098555248144,
2,2025-01-03,0.2537241802184801,0.6876080236777742,0.7477452588799107,0.4416643012062238,0.8687544308209569,0.08227568664010348,2.9927498926681237,5.338005874562841,,,5.797530392067542,4.178753429533104
3,2025-01-04,,0.5098667099107108,0.654284039641145,0.4269628780666389,0.8394483077670936,0.0,,,4.360319604973376,3.29562545072158,5.904154703150476,4.129004432068299
4,2025-01-05,,0.5205326212108575,0.6362543342457154,0.3348910543463529,0.8354934510526834,0.09369385180202339,2.8400809191938126,5.2316913923136426,4.2975929449189305,2.4005630915829452,4.923678319380565,
5,2025-01-06,,0.4851131758411186,0.4146299338291036,0.35661036475126556,0.8130872156261704,0.13523497167022272,2.970013170313345,4.791217181612326,4.116427593556327,2.873726546207348,5.043050649153576,2.495261999250024
6,2025-01-07,,0.4535795632928227,0.44558162612657526,0.3223642749707737,0.812128669024264,0.13291921077156124,2.45344801556426,5.153356900536383,3.4236043601206885,3.112961386924696,4.5417550588529005,2.3253430968370643
7,2025-01-08,,0.4180024846456684,0.40401398867683935,0.3292303717346471,0.8514154587643019,0.022117476560953545,2.4646392153277663,4.910406771866924,4.012548758732986,3.5973470860307413,5.44201902515835,2.4817065979997657
8,2025-01-09,,0.6311981172140438,0.25110819261404244,0.40327300886043743,0.6774823061247839,0.0,2.5455670979765377,4.444785245963017,,3.00006123231674,,2.9041844990987213
9,2025-01-10,,0.587499087465572,,0.34596328106063773,0.5059888244936808,0.0,2.6028205513439304,4.045655525729936,3.8544903242681094,3.209623774563022,5.523174270360947,
10,2025-01-11,,0.4945927203507142,0.41235664978926523,0.5098208618581324,0.30431210044465323,0.0,2.3972412661696816,4.720883923773986,4.043711109480916,4.672098954104956,6.28541808895621,2.8920540383766973
11,2025-01-12,0.369824574462618,0.48064763688879775,0.34251312463371636,0.3824315722784353,0.2367547151552074,0.012309786360030717,3.314681587643533,4.454227706786731,,4.757342709086833,6.152767537590034,3.2620627106347313
12,2025-01-13,0.2863230023392397,0.4146013874753215,0.35113059564352717,0.3716979767411802,0.20731538320106935,0.0,,4.6265923436137495,4.265695182680678,4.40897565137006,5.496247184493875,3.6228835494203624
13,2025-01-14,0.1139878401559456,0.5980457956824269,0.38427820788752953,,0.28193404502154196,,4.034271476833443,4.580045448993824,,4.415193011709988,4.97526265622747,4.194034000153343
14,2025-01-15,0.23450445897677608,0.706233104320721,0.20328287925283903,,0.32906528249403355,0.28788996376304077,4.1425849783856155,4.877352840649429,,4.3531697824950335,4.105646931333442,4.102275482348588
15,2025-01-16,0.16513687282720152,0.6815704141034301,0.2496102305189248,,,0.34405002050720745,,5.2663541073128215,5.605212050264349,4.733446487511904,3.721717112666674,4.7766537275479655
16,2025-01-17,0.096314865613736,0.6263236866182603,0.2810161207604081,0.29432352162146147,0.019185106106135275,,4.004339960011018,5.295356061535228,5.772768041204163,,3.53097225610406,4.483586132122915
17,2025-01-18,0.2943637017619296,0.7267915315416914,0.1989832486745607,0.34002144631356596,0.22364137662646688,0.18633581134977512,3.599298945059593,5.708267391001411,,,3.5472312214542994,3.8433277353893915
18,2025-01-19,0.4234596163599761,0.6738478659640147,0.0,0.30957778795150465,,0.26451240688342736,4.176035056520198,5.199375713640424,6.007015559698718,5.250778190342669,,4.100067295570013
