t_index,date,P01,P02,P03,P04,P05,P06,C01,C02,C03,C04,C05,C06
0,2025-01-01,0.3910138049962735,0.38110464973454167,0.4439066895849054,0.5790430254665488,0.5229317156348927,0.4543968457883977,5.143246903017002,4.515753494406934,4.86182378337325,4.273314570482172,4.3277299349994856,5.481663549271728
1,2025-01-02,0.4011709793482082,,0.5618472483077038,0.41880268469193593,0.39244793783555093,0.4581017557558753,5.113714317844988,4.7256250272678395,5.02591020812799,4.256709235798352,4.461092412144517,
2,2025-01-03,0.773842974549404,0.5827504036109756,0.5958669825236617,0.43768579110184974,0.3873475746755175,0.434681308549993,4.777219830459337,,5.213948609890566,4.001971418384518,3.827463236724847,5.775937171318091
3,2025-01-04,0.589819848168142,0.3580410299834519,0.506090909747155,0.295568436195849,0.4765695842791521,0.24434030590940448,4.1170626606832235,4.152391036195985,4.819124375023112,4.796212969240297,2.9195087658517895,
4,2025-01-05,0.5592625164035216,0.4398367010663988,0.5620834647422546,,0.408324689559817,0.3389208873219197,3.1692504184105603,4.014351614586465,4.578492009645871,3.839618446587103,3.1856421526478487,5.0287045528276275
5,2025-01-06,0.3354333958315795,0.1556642795906401,0.5015187729918662,0.4685475669729505,0.3024249558385247,0.36014671430871886,3.543053963690797,4.079506823106364,,,,5.6875527118706755
6,2025-01-07,0.5123837679679903,0.09886917798365205,0.48117729298870926,0.2666840285687829,0.3218855613041779,0.5352241852263885,3.352878152895207,3.850221963886603,,3.443654247821999,,5.982952633227072
7,2025-01-08,0.32234233187078265,0.364173557962686,0.628237842533054,0.3566598078444368,0.3854558373521893,,3.5828014112931,3.6344957938085325,4.429081834895074,,3.5118434627538013,
8,2025-01-09,0.4384227277774456,0.3752466550201269,0.39542711529580693,0.2224788138550444,0.24648181884877438,0.5819567686796454,3.836633918116047,3.5175595175843175,4.225519173703783,4.374553164278511,,5.687457298446601
9,2025-01-10,,0.4300855745158848,,0.13697576215561516,0.17843734203134154,0.5131490620336946,2.9266760637545075,,4.10413093762579,,3.1368286984112084,5.312182627647279
10,2025-01-11,0.5750510769960371,0.4571384794664587,0.6212246173911102,0.3049727016645537,0.28948778611919823,0.5444109062758046,3.3494032052757454,3.0987198178043878,4.117458869098356,5.406290621990051,,4.829406175565423
11,2025-01-12,0.281469383168458,0.626502127686359,0.575502936024265,0.3108210268882984,0.29909963989531674,0.5600994965003083,3.9398181540334547,,3.847523840440564,,4.837295999843077,
12,2025-01-13,0.2594687799002704,0.6820710712933096,0.4897584020469529,0.40848947129615104,0.27595963088273806,0.2604967723282966,3.9514034630324195,4.003908376756489,4.822244971584301,5.981750166016373,5.360486421810525,
13,2025-01-14,0.22885292075923644,0.5097430074477889,0.5229791713105288,0.42871628031287085,0.22852199801777742,0.33888589572264016,3.8585173637190118,4.812801211240814,4.389470155348588,5.629787067710525,5.43841743038991,5.098626036654548
14,2025-01-15,0.22363190086191015,0.38263386111400544,,0.4329338474081961,0.41241775860534,0.34983178485311484,,3.9914805357910126,4.297952023860785,5.387606137540521,6.014293650604608,5.265429498780015
15,2025-01-16,0.2262477951426442,0.36541535443227807,0.35706414316221374,,0.4240411301327274,,2.3687802512188405,,3.880561286813208,4.339635519913388,4.558761939696141,4.951921490763058
16,2025-01-17,0.33804384901165474,0.22295573231231366,0.3184097774901223,0.3993323982469337,0.3928283208483415,0.3013168507988363,2.6162425988304814,4.268918929470533,4.044414228593697,,4.773973822847612,4.3705067072567525
