,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.25159632541250365,-0.002365847951248743,0.013880475772433612,-0.008527905441874605,-0.015344246371524217,0.007085352132572109,-0.036209815367059445,-0.028605188091700654,-0.02554896224737344,-0.011452589418754109,-0.014688281350828412,0.011601682306458947,-0.008569969413593616,-0.004317037269698369
P02,-0.002365847951248743,0.17557938516773058,0.011434280972505602,0.022572472916806478,0.010746517732072523,0.02244687725727515,0.020587338675781157,0.010880177861609797,0.04192695041379897,-0.021331233312020477,-0.0017290766758610466,-0.0022660253794694776,0.017574528079051136,0.032141237639861125
P03,0.013880475772433612,0.011434280972505602,0.18861414115362926,0.02052410527193022,0.007977129672382136,-0.027193965797415766,0.034638289462747364,0.05338863945245153,0.011501661288113627,-0.015289991931253119,-0.006160521580439219,0.00969740659506386,-0.008429884771063587,-0.012618969367940257
P04,-0.008527905441874605,0.022572472916806478,0.02052410527193022,0.2267232016509693,0.008988005626083298,-0.005256772701531217,-0.0004213240006484788,-0.017301460195242528,0.01605860764942892,-0.009511655078807232,-0.007495885258465856,0.01676368177365115,-0.004000321881582128,0.004675437186590115
P05,-0.015344246371524217,0.010746517732072523,0.007977129672382136,0.008988005626083298,0.16492723194805847,0.02832302633997087,-0.023999171179823565,0.053877626183157355,-0.00842457735912567,-0.033479029278411176,0.027503079725757856,0.008045288421868054,0.03620604419445449,-0.004432394453183764
P06,0.007085352132572109,0.02244687725727515,-0.027193965797415766,-0.005256772701531217,0.02832302633997087,0.19041495746807643,0.008797308955744928,-0.028706093501023988,0.011277531366989663,-0.025256005473292965,0.02365839879579257,0.010174899767754939,0.0019668688790236313,0.010600831616432055
P07,-0.036209815367059445,0.020587338675781157,0.034638289462747364,-0.0004213240006484788,-0.023999171179823565,0.008797308955744928,0.20693207846800604,-0.028454485846898702,0.014839498660167002,0.007308658764053044,-0.014396242341755077,0.009170664451856382,0.0029492752465483333,0.008936564753326022
P08,-0.028605188091700654,0.010880177861609797,0.05338863945245153,-0.017301460195242528,0.053877626183157355,-0.028706093501023988,-0.028454485846898702,0.2820797178917907,-0.050718707722140086,-0.01898838649880094,0.008451019860292537,0.0074577657044607734,0.03929974207622231,-0.016360346696113606
C01,-0.02554896224737344,0.04192695041379897,0.011501661288113627,0.01605860764942892,-0.00842457735912567,0.011277531366989663,0.014839498660167002,-0.050718707722140086,0.16804092963862494,0.033837518332039525,0.017031994585444816,0.037320992443491095,-0.02458895154003275,0.0383653856484427
C02,-0.011452589418754109,-0.021331233312020477,-0.015289991931253119,-0.009511655078807232,-0.033479029278411176,-0.025256005473292965,0.007308658764053044,-0.01898838649880094,0.033837518332039525,0.21509651421414744,-0.010901785347276453,0.014512694064600876,0.013418516402357536,0.03147896398433337
C03,-0.014688281350828412,-0.0017290766758610466,-0.006160521580439219,-0.007495885258465856,0.027503079725757856,0.02365839879579257,-0.014396242341755077,0.008451019860292537,0.017031994585444816,-0.010901785347276453,0.09824872634631007,0.0021329457704719525,0.014191895377036613,0.013236122931976773
C04,0.011601682306458947,-0.0022660253794694776,0.00969740659506386,0.01676368177365115,0.008045288421868054,0.010174899767754939,0.009170664451856382,0.0074577657044607734,0.037320992443491095,0.014512694064600876,0.0021329457704719525,0.20760517640052512,-0.0036428300715501635,0.04521190350542933
C05,-0.008569969413593616,0.017574528079051136,-0.008429884771063587,-0.004000321881582128,0.03620604419445449,0.0019668688790236313,0.0029492752465483333,0.03929974207622231,-0.02458895154003275,0.013418516402357536,0.014191895377036613,-0.0036428300715501635,0.11992238434496308,0.019517843004321446
C06,-0.004317037269698369,0.032141237639861125,-0.012618969367940257,0.004675437186590115,-0.004432394453183764,0.010600831616432055,0.008936564753326022,-0.016360346696113606,0.0383653856484427,0.03147896398433337,0.013236122931976773,0.04521190350542933,0.019517843004321446,0.13123679514604855
