t_index,date,P01,P02,P03,P04,P05,P06,C01,C02,C03,C04,C05,C06
0,2025-01-01,0.6085747989029872,,0.4448749374434797,0.7986445902413672,0.6570349164017023,0.3165801173302657,4.101696015170989,4.120247197387862,4.916332864565252,5.572668213043585,2.5838786515612826,
1,2025-01-02,0.6505912975357165,0.4399873200348484,0.6645063538350042,0.619506709008224,0.6323778462239754,0.2632408387811407,3.4780580758127293,4.466245948051791,,5.2696118178326525,3.3752443256624405,5.308411852209933
2,2025-01-03,0.6549953362015667,0.43044068639415733,0.7570859197268877,0.6676957574411575,0.5568592733347659,0.34747089813152837,2.947816527274086,4.056530803387708,,4.533904555907068,4.0246802053870026,5.981859301662992
3,2025-01-04,0.47022111160308516,0.3926209153189452,0.7336570458791528,0.6668951004816511,0.5152983269035349,0.40904952821337986,2.6495385211327287,3.24294039933811,,4.792740456036603,3.75923277581492,6.043273921730105
4,2025-01-05,0.38835272809911936,0.4056876057197401,0.4955339425479329,0.7421948387462579,0.4289416059535068,0.48199307305195166,2.568802985730173,2.751665556996167,4.328991526536093,5.706464107677794,,5.466996450491087
5,2025-01-06,0.3416832664652804,0.27274569425160855,0.37482107222016636,0.6727527890527003,0.32732496679584516,0.43056371431006946,2.5910743357200428,2.7952077934860577,4.411779470907275,,5.158106024600867,4.950637118379603
6,2025-01-07,0.37755723535837526,0.08882906118751074,0.4216783960513474,0.4108749326339976,0.25246087870485895,0.5936386248294077,2.6088030685822625,3.33890209171172,4.335127799856117,4.955793709878701,4.896317236626174,
7,2025-01-08,0.2622268591453859,0.0,0.3545142234921538,0.29315718367666016,0.16491184393664188,,2.4498772373927653,,3.9579664120152227,4.58385871637013,4.153363563651031,3.641992483242453
8,2025-01-09,0.13042546448842332,0.0,0.3594848618123121,0.4357940389903708,0.21071271128795943,0.6132381366410692,2.1365304346701124,3.568260613447336,,5.081094809445487,4.189475801617892,3.278634476355835
9,2025-01-10,0.0749284191709832,,0.3463143076441238,,0.017515229351881323,0.5164616582864696,2.101776196569807,,3.455384849872611,4.456824659053814,3.070228767008855,3.2102602790254386
10,2025-01-11,0.18049976330668893,0.18523095707303938,0.28349570693185233,0.4905914461986597,0.0,,3.489344546514741,3.259563204210448,,4.570399552132026,2.9234034377939673,4.561786367603843
