t_index,date,P01,P02,P03,P04,P05,P06,C01,C02,C03,C04,C05,C06
0,2025-01-01,0.43990543692067363,0.7943026259629589,0.5343362620275708,0.3077517866613262,0.1413718219175511,0.5875768805102141,4.8292083495847145,4.730495555736046,3.824897004100353,4.779918390979958,6.557513344433726,5.467627973628494
1,2025-01-02,0.2361058394423661,,0.4245664875185942,0.2540290288582555,0.0739388075645498,0.5069698869438262,5.132616573883318,4.5487015929524155,3.9108894690737013,4.917212442736978,5.808379330542584,5.122738121677915
2,2025-01-03,0.3250301738519562,0.4707885064069225,0.3301217909008215,0.23831291126014376,,0.42052176646826134,4.908350008206421,4.012538276671157,3.6280589902437845,4.449175258766651,5.803845124824719,1.990569171578226
3,2025-01-04,0.13389984218186649,0.45171758751883534,0.1827661979678551,,0.12259355127600512,0.2543927562797619,4.78431354691611,3.9589454032373537,,3.2428064336996756,6.076331882950493,4.9547654258500495
4,2025-01-05,0.12033265778743196,0.3601533025489401,0.12227509863172598,0.33569534516072624,0.005530384954616441,0.25260836064819375,4.3240352882397115,,4.169256763456859,3.0124479652597893,5.509167641356533,5.206728214505316
5,2025-01-06,0.037827506250205034,0.3576324974490609,0.10752519526870323,0.3687597283424602,0.07582273673425413,0.3183328125968472,4.851158564891078,3.4060213016986776,4.910728973069981,3.3909741865572585,5.435143268686698,4.4190179730037205
6,2025-01-07,0.10605795000345797,0.42691192601313654,0.07848029989883229,0.26466271366817407,0.1136051368965252,,4.56799407039348,3.54537422801912,4.282995199209894,3.6447408574685154,5.465427628880951,4.324661077420717
7,2025-01-08,,0.458211125675675,0.1050825892764195,,0.18803579520418273,,3.8331921050714937,3.138658394671122,4.4738202938429135,3.927903552697336,4.6263643443950855,4.002243414649972
8,2025-01-09,,0.5236530925368358,0.24169815104564307,0.3521176689569385,,0.43916018784339983,3.80245519647539,2.650759579925399,4.918389933691655,3.7564326108839454,3.7356171726159557,3.2868676516446915
9,2025-01-10,,0.3606158071749705,0.13600136719065303,0.4681192415171957,0.35073601913058833,0.42044886160023515,,2.3361002896643126,4.136912283690858,3.5174724499369345,3.280337671465799,2.813106090804469
10,2025-01-11,,0.2962249562964052,0.16464552946784747,0.4917941282729837,0.43237437386245986,0.4620446129707767,,2.614366639942764,3.788864605179896,3.7718101044464682,3.803326041034846,2.70571067921365
11,2025-01-12,,0.30256388064037526,0.08213769145328854,0.41373142032456667,0.4333779029293975,0.3278986864184475,,2.6502217797705003,3.865797294564759,3.94729793699044,3.657123599234671,
12,2025-01-13,,,0.03751266184627581,0.3290475184163336,0.4235962625521884,0.42476435109456934,,1.977227837145111,3.6825925767419534,3.5401837181951894,3.256958171238386,3.0764732890936375
13,2025-01-14,0.09388662886318953,0.20478567603057618,0.05110311847930442,0.3140875203441879,0.30682178072103083,0.4393203228135128,,2.5011706651503456,4.303705092469917,2.978324978676273,2.999238927056196,3.112874694688565
14,2025-01-15,0.11065035921139003,0.2105260028936917,0.034260121104958366,0.2466488375975363,0.33942161913849467,0.43976128555706423,,2.9490605565334533,4.1122388169517246,2.9137145294344826,2.8952547498375556,2.8849337106399684
15,2025-01-16,0.20961554540772265,0.3481784051054946,0.05859137255244985,0.1289689951515659,,0.35358391032701875,,3.4290590298109707,4.540383307601444,2.50890099318625,3.0473207499644888,2.427677769846676
16,2025-01-17,0.21232629144682408,0.32998448562547794,0.0,,,0.45181099980432077,,2.6713785326143027,3.7229287287798627,1.7932048928924074,1.660429084509195,2.384088197681277
17,2025-01-18,,0.27383031146800774,0.007676426099203756,0.1550360237050109,0.4567271980205019,0.3500018173587974,,2.801174059419449,4.013556583149017,2.4410740917103,1.689827256335103,2.2310751948040446
18,2025-01-19,,0.21134377756630543,0.0,0.19401210766211824,,0.34024319932139546,,2.260786670318261,4.225613388014013,3.4742914929341824,,2.3588252192353076
19,2025-01-20,,,0.0,0.15959736048281456,0.3486562005103581,0.32010696375684156,2.979613110646501,2.8745853691513608,4.983539155405646,,2.0841821607994553,3.279605934036459
20,2025-01-21,,0.29274819388803475,0.059363192141127175,0.1044585720929008,0.38084815744675227,0.27766919123604744,3.034163298976757,3.2163250191271127,,4.019741585579467,2.65303181352894,3.5818015712435907
21,2025-01-22,,0.37179961900140557,0.010976929066805904,0.2592984097985672,0.29890875085592256,0.21997122661896423,3.56849157640784,2.028405871012125,4.663122012849683,,2.758062972465756,3.3808586541174526
22,2025-01-23,,0.38826797195902335,0.014219468193245093,0.31796563113539067,0.29579011655189996,0.23481678361554348,3.1933608745215527,2.2880269066103405,,3.2700704589845953,2.949384460344958,4.0939436331635655
23,2025-01-24,,0.30003448729826576,0.0,0.3602127510315647,0.39995502657405957,0.3772431757720564,2.8524449721265577,1.91780435363753,3.5871699703663635,3.532000936646579,2.2879927501157815,3.9751779632148154
24,2025-01-25,0.2640445151167432,,0.0,0.3445795046281939,0.31484270433476425,0.3307350386740362,3.208883572467519,2.8378783717356297,3.6146212809951246,3.334025942053106,2.982637757294606,4.316072614227533
25,2025-01-26,,0.324452860668779,0.0,0.28300436948861957,0.3961350795736617,0.4199028782190526,2.0550566027278605,3.1820913029549347,4.082375068728044,2.9510859846775643,2.376553200476647,
26,2025-01-27,0.3145346004554681,0.4624788876886313,0.0,0.16979444523187384,0.36720037034768466,,2.7393376823246838,3.1229657600252785,4.335760945331432,3.3965267368324414,2.535906924705246,
27,2025-01-28,,0.3412750043916316,0.07618896511965437,0.15479891788557015,0.3023195109265342,0.3816034985080282,2.8472760140318214,3.0926476281046935,4.351042692885819,3.476283708579068,3.3542841211241674,
28,2025-01-29,0.33889599694495937,0.3748780047970854,0.0785393963432104,0.19808096005784626,0.2902444898825555,0.39351632392523606,2.932776098093483,2.911292565556144,4.59556047832583,3.288447005994809,3.294515702414255,
29,2025-01-30,0.40585853516920856,0.4861144217631853,0.16059821596796972,0.13853805717882803,0.3545814262686618,0.2201732169861631,2.9478893495278276,3.2243256422189726,4.7681345225253775,3.5944869853438184,2.688768288293492,
30,2025-01-31,0.3822332168157749,0.5101940274488784,0.15397625228042178,,0.40492059023551596,0.06220972047006618,2.480000236635688,3.5760264532877386,3.973649295684358,3.2129047403512128,1.8253447722037808,
31,2025-02-01,0.2054370266386217,0.5925680258138126,0.1245426701700875,0.17654565984445392,0.17738091340634396,0.0652302515762879,1.9605311740886635,3.9852050566938395,3.3365602818455398,1.9535979868680342,,
32,2025-02-02,0.17555377403269973,0.6892084780627492,,0.14913958946687889,,0.0,2.0076818957540237,3.4944553491336414,3.2904376456936406,2.0225693910535765,2.7976097884296802,
33,2025-02-03,0.10725240913233008,0.613864003357698,0.12522013328749454,0.0,0.07324176662131492,0.0,2.065476930842191,3.8299618076435302,3.6716826269215135,1.8297005743584773,2.8404774582624075,
34,2025-02-04,0.08621384934295304,0.5058542608527394,0.11467260739505997,0.06848167573255394,,0.0,3.172788681956673,3.210205782680095,4.047836693514119,2.293280582838483,3.386545012205691,
