predictor,criterion,predictor_label,criterion_label,beta_abs_recent,beta_last_abs,beta_signed_recent,pcorr_abs_recent,pcorr_last_abs,focus_recent,stability_recent,precision_recent,ci_width_recent,change_last,local_pred_out_strength_abs,local_crit_in_strength_abs,local_pr_mean_pagerank,local_pr_mean_eigenvector,local_pr_mean_katz,local_pr_mean_betweenness,local_pr_mean_closeness,local_pr_mean_participation,local_pr_mean_core_number,edge_impact,beta_abs_recent_norm,beta_last_abs_norm,pcorr_abs_recent_norm,pcorr_last_abs_norm,focus_recent_norm,stability_recent_norm,precision_recent_norm,change_last_norm,contrib__beta_abs_recent,contrib__beta_last_abs,contrib__pcorr_abs_recent,contrib__pcorr_last_abs,contrib__focus_recent,contrib__stability_recent,contrib__precision_recent,contrib__change_last,local_pred_out_strength_abs_norm,local_crit_in_strength_abs_norm,local_pr_mean_pagerank_norm,local_pr_mean_eigenvector_norm,local_pr_mean_katz_norm,local_pr_mean_betweenness_norm,local_pr_mean_closeness_norm,local_pr_mean_participation_norm,local_pr_mean_core_number_norm,contrib__local_pred_out_strength_abs,contrib__local_crit_in_strength_abs,contrib__local_pr_mean_pagerank,contrib__local_pr_mean_eigenvector,contrib__local_pr_mean_katz,contrib__local_pr_mean_betweenness,contrib__local_pr_mean_closeness,contrib__local_pr_mean_participation,contrib__local_pr_mean_core_number,edge_impact_pct,edge_impact_signed,edge_impact_signed_pct,edge_rank
P05,C02,Nightly wearable HR/HRV arousal index (passive),Nightmare vividness/intensity,0.051013538767103975,0.08100075760810609,-0.051013538767103975,0.15548691468517675,0.1298429243024762,0.8406373104130853,0.9714892765934713,0.9182032751890807,0.08908346008031318,0.004750202704327258,0.09973512811298105,0.18103788960928816,0.05037625356612313,0.11473129196266726,0.2682250822022783,0.2098391731279195,0.007208093620893672,0.5734895648814311,3.36218865978564,0.6597248389892367,1.0,1.0,0.5890568176310427,0.4812400388129266,1.0,0.0,0.0,0.09466301944686073,0.168,0.072,0.04241209086943507,0.017324641397265358,0.06,0.0,0.0,0.006815737400173972,0.7049272730317455,1.0,0.300878235996204,0.2969545039914986,0.6235991031944402,0.9513742977843306,0.7676303956452105,1.0,0.9761574192595484,0.056394181842539644,0.08,0.013372366044275736,0.013197977955177718,0.022172412558024542,0.025369981274248818,0.017058453236560238,0.022222222222222227,0.04338477418931327,65.97248389892367,-0.6597248389892367,-65.97248389892367,1
P06,C02,Nonengagement with clock-checking (nighttime checking behavior),Nightmare vividness/intensity,0.0,0.0,0.0,0.17342271463558656,0.24124262452158649,0.0,1.0,0.9977872027339008,0.002217704596768019,0.0,0.1215415884367168,0.18103788960928816,0.10560935247229955,0.20081742509936262,0.26935850294478386,0.2566964803718863,0.008421338593335525,0.526783470032754,3.401054088879727,0.624309974173151,0.0,0.0,0.6626334867720269,0.9127361660112921,0.0,1.0,0.9678470879673897,1.0,0.0,0.0,0.047709611047585934,0.032858501976406516,0.0,0.072,0.046456660222434706,0.072,0.8693794563712733,1.0,0.8000132979326536,0.5252581955401999,0.9049941911020638,1.0,0.9383981203238977,0.9311361857330819,1.0,0.06955035650970187,0.08,0.03555614657478461,0.023344808690675557,0.032177571239184494,0.02666666666666667,0.020853291562753284,0.020691915238512933,0.04444444444444445,62.430997417315105,0.0,0.0,2
P02,C02,Presleep wind-down / detachment routine adherence,Nightmare vividness/intensity,0.0,0.0,0.0,0.14951940571585753,0.11835818051394068,0.0,1.0,1.0,0.0,0.0,0.05411519250643764,0.18103788960928816,0.13299229277295677,0.4078035248133103,0.2700943476626855,0.16899013945419558,0.008845658464379154,0.5173780216485624,3.387241375353454,0.5883511597301849,0.0,0.0,0.5645767590752254,0.43675497775018196,0.0,1.0,1.0,1.0,0.0,0.0,0.04064952665341623,0.015723179199006548,0.0,0.072,0.048,0.072,0.3608871169070636,1.0,1.0,1.0,1.0,0.758771122423744,0.9981223644460363,0.9081363250860358,0.99152638359665,0.028870969352565088,0.08,0.04444444444444445,0.04444444444444445,0.035555555555555556,0.020233896597966507,0.0221804969876897,0.020180807224134133,0.04406783927096223,58.83511597301849,0.0,0.0,3
P08,C02,Bedtime/return-to-bed settling routine adherence (settling routine),Nightmare vividness/intensity,0.0,0.0,0.0,0.05450686489133387,0.07985261222654141,0.0,1.0,0.9931367173635909,0.006910712811654661,0.0,0.13886195259523865,0.18103788960928816,0.10511122281136195,0.22239023350469683,0.2688587506398261,0.14156456988907154,0.007780472745125907,0.4212182841796961,3.370664700285821,0.5533688496668634,0.0,0.0,0.1748140331405782,0.2876073269135531,0.0,1.0,0.9002735016694898,1.0,0.0,0.0,0.01258661038612163,0.010353863768887911,0.0,0.072,0.04321312808013551,0.072,1.0,1.0,0.7955117583832103,0.5824701019942864,0.7809203688118974,0.6294595742851313,0.8481944061450792,0.6729895812734022,0.9813571735063282,0.08,0.08,0.03535607815036491,0.025887560088634957,0.027766057557756352,0.016785588647603503,0.018848764581001765,0.01495532402829783,0.04361587437805904,55.33688496668634,0.0,0.0,4
P02,C01,Presleep wind-down / detachment routine adherence,Nightmare-triggered awakenings (occurrence),0.0,0.0,0.0,0.22676338176336436,0.19702183574861995,0.0,1.0,0.9789497339826687,0.02150290794982113,0.0,0.05411519250643764,0.027052958874542878,0.12740411462386592,0.37804191399313675,0.26805518264417616,0.11691683983344589,0.008155503555441243,0.4529433462324266,2.891021300091248,0.49755217240262606,0.0,0.0,0.8814488520119926,0.7414511530385308,0.0,1.0,0.6941304285360852,1.0,0.0,0.0,0.06346431734486346,0.026692241509387107,0.0,0.072,0.03331826056973209,0.072,0.3608871169070636,0.13829982496856838,0.996970017215985,0.9952642647294478,0.5814180319517049,0.5132455381818067,0.9009810729903224,0.7505692963944909,0.6871127315350504,0.028870969352565088,0.011063985997485471,0.04430977854293267,0.044233967321308805,0.02067264113606062,0.01368654768484818,0.020021801622007167,0.016679317697655356,0.030538343623780023,49.7552172402626,0.0,0.0,5
P08,C01,Bedtime/return-to-bed settling routine adherence (settling routine),Nightmare-triggered awakenings (occurrence),0.0030445738611730487,0.01112922259490191,-0.0030445738611730487,0.2627729762532958,0.31212531919529957,0.43271247067031066,0.9972481622781646,0.960707671382035,0.04089935969954392,0.00443700372414455,0.13886195259523865,0.027052958874542878,0.0995230446622711,0.1926286226845233,0.2668195856213168,0.08949127026832185,0.007090317836187996,0.3567836087635603,2.874444625023615,0.49223605379093816,0.1121461062195476,0.21889523371699288,1.0,1.0,0.5535401640972817,0.8322865162339091,0.4290652808709754,0.15435533926568268,0.018840545844883996,0.015760456827623486,0.072,0.036,0.0332124098458369,0.059924629168841455,0.020595133481806818,0.011113584427129152,1.0,0.13829982496856838,0.7450120453162965,0.5035411808184198,0.27465557399871443,0.3839339900431941,0.7510531146893653,0.5154225525818574,0.6769435214447286,0.08,0.011063985997485471,0.03311164645850207,0.02237960803637422,0.00976553151995429,0.010238239734485177,0.016690069215319233,0.011453834501819056,0.03008637873087683,49.22360537909382,-0.49223605379093816,-49.22360537909382,6
P05,C05,Nightly wearable HR/HRV arousal index (passive),Prolonged post-awakening physiological/psychological activation,0.0,0.0,0.0,0.2552087672424446,0.2606851906108258,0.0,1.0,1.0,0.0,0.0,0.09973512811298105,0.025706230203631372,0.041774144137817285,0.07741455214877402,0.2661636004187623,0.1666249250035643,0.005824503934276859,0.5537605544004243,3.0433533185813766,0.4784995642215743,0.0,0.0,0.9981381952121116,0.9880450937175973,0.0,1.0,1.0,1.0,0.0,0.0,0.07186595005527202,0.0355696233738335,0.0,0.072,0.048,0.072,0.7049272730317455,0.13076352693013674,0.22314197807638225,0.19798909405089743,0.11179371095316584,0.7476191373550405,0.5728861617606766,0.9971053087110873,0.7805630943604397,0.056394181842539644,0.010461082154410939,0.009917421247839214,0.008799515291150998,0.003974887500557008,0.01993651032946775,0.012730803594681706,0.02215789574913528,0.034691693082686215,47.84995642215743,0.0,0.0,7
P02,C06,Presleep wind-down / detachment routine adherence,Difficulty resuming sleep after nightmare awakenings,0.0,0.0,0.0,0.2076294380182922,0.22039826874656201,0.0,1.0,1.0,0.0,0.0,0.05411519250643764,0.002338923081715523,0.11727155086679153,0.36046923177749496,0.26772192765607444,0.1113107441924101,0.005319606459955696,0.3371914312316372,2.9739656965766414,0.4760917404140943,0.0,0.0,0.8029571286327288,0.8319975394873672,0.0,1.0,1.0,1.0,0.0,0.0,0.05781291326155647,0.029951911421545217,0.0,0.072,0.048,0.072,0.3608871169070636,0.0,0.9054032223299426,0.9486608447120478,0.498680604308345,0.48681279976103997,0.5018203878697627,0.4675123058185239,0.7379962163251849,0.028870969352565088,0.0,0.040240143214664126,0.042162704209424355,0.017730865930963378,0.0129816746602944,0.011151564174883617,0.010389162351522754,0.03279983183667489,47.60917404140943,0.0,0.0,8
P02,C04,Presleep wind-down / detachment routine adherence,Acute autonomic arousal on awakening,1.0626849967001295e-05,0.0,-1.0626849967001295e-05,0.14158447821864928,0.1283106053204461,0.020344238459507273,0.9998148469806363,0.9714194484730312,0.029421432288487204,0.0,0.05411519250643764,0.03598637740042764,0.12124377184868526,0.36705666124913633,0.2681707436005422,0.1301131969683576,0.007088421374527448,0.46977916208190396,3.387241375353454,0.47239146924998215,0.000391437324079025,0.0,0.532025909002522,0.47530474720013005,0.02602502552760967,0.9887156652949035,0.5847120867470836,1.0,6.576147044527621e-05,0.0,0.038305865448181584,0.01711097089920468,0.0015615015316565802,0.07118752790123305,0.028066180163860015,0.072,0.3608871169070636,0.1882912642000111,0.9412997192690467,0.9661309576256382,0.6101084240151414,0.5754663561252004,0.7507861822477989,0.79173920160264,0.99152638359665,0.028870969352565088,0.015063301136000889,0.041835543078624304,0.042939153672250596,0.021692743964982806,0.015345769496672011,0.016684137383284423,0.01759420448005867,0.04406783927096223,47.23914692499822,-0.47239146924998215,-47.23914692499822,9
P06,C03,Nonengagement with clock-checking (nighttime checking behavior),Anticipatory fear of sleep / reluctance to go to bed,0.0,0.0,0.0,0.17430198560468044,0.19143907575920965,0.0,1.0,0.9763574697980298,0.024215034895836866,0.0,0.1215415884367168,0.058269566175885086,0.09184554550795442,0.15211809883817295,0.2677279256389655,0.19498578044850678,0.006943094915714357,0.2761665840416293,2.2865767388886815,0.4702623699222233,0.0,0.0,0.6662404532500854,0.719826864016474,0.0,1.0,0.6564636962190715,1.0,0.0,0.0,0.047969312634006146,0.02591376710459306,0.0,0.072,0.03151025741851543,0.072,0.8693794563712733,0.31298806132457213,0.6756313824203681,0.3961057344381352,0.5001697273317804,0.8813405579954554,0.7303310645503613,0.3182835902863092,0.31630714442288643,0.06955035650970187,0.02503904490596577,0.030028061440905255,0.017604699308361567,0.017783812527352193,0.02350241487987881,0.016229579212230255,0.007072968673029095,0.014058095307683845,47.02623699222233,0.0,0.0,10
