time_index,t,node,in_degree,out_degree,in_strength_abs,out_strength_abs,in_strength_signed,out_strength_signed,betweenness,closeness,harmonic,eigenvector,pagerank,katz,hits_hub,hits_authority,clustering,core_number,constraint,effective_size,participation_coeff,module_id
0,0.0,P01,2.0,0.0,0.10091949964109545,0.0,-0.10091949964109545,0.0,0.0,0.009299746046179969,0.19962997602858237,0.5890174762881132,0.13501212069140725,0.26868820593460035,0.0,-0.06089733427130428,0.0,2.0,0.5226771708558793,2.0,0.4773228291441207,0
0,0.0,P02,1.0,1.0,0.025806367700070033,0.007893867751780616,0.025806367700070033,-0.007893867751780616,0.07692307692307693,0.0016442930159518236,0.08322397789682011,0.2170908459700359,0.06957223550333042,0.2666851974845374,-3.740921829459535e-20,3.0854484590809946e-17,0.0,2.0,0.6412591336416418,2.0,0.3587408663583582,3
0,0.0,P03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.028726257296454547,0.26599033969760033,0.0,0.0,0.0,0.0,,,0.0,1
0,0.0,P04,1.0,2.0,0.022054129543798453,0.09054679749474802,0.022054129543798453,-0.09054679749474802,0.16025641025641024,0.0009413567118372358,0.06969091198387002,0.1855259018022507,0.06363324247109284,0.26658416536984264,-0.049804801289179475,4.1139312787746594e-17,0.17225140248699974,2.0,0.6051188765933481,2.2648399280095326,0.314998930584904,2
0,0.0,P05,1.0,1.0,0.005413511132131486,0.03793842655720454,0.005413511132131486,0.03793842655720454,0.0,0.0007273991544099316,0.0202386543059294,0.019162491300612105,0.030905746668233827,0.26613456774133465,0.20328928825437825,0.035247579087294326,0.305762700996407,2.0,1.2606725060808053,1.0,0.0,3
0,0.0,P06,3.0,0.0,0.07463729286152794,0.0,-0.07463729286152794,0.0,0.0,0.005740417711315667,0.12052378003386828,0.25524652007179677,0.09116799800406043,0.26798139929129106,0.0,-0.04969243824606716,0.026311839306300818,2.0,0.6178741796091957,2.9841730332528402,0.3574825026315662,0
0,0.0,P07,1.0,1.0,0.0509912409595963,0.0168341733660084,-0.0509912409595963,0.0168341733660084,0.02564102564102564,0.0030287091919568732,0.08350421334271232,0.06069299843156919,0.051119120411033094,0.2673477309042684,0.013427363970937209,-0.04180195428292911,0.0,2.0,0.6268078828672285,2.0,0.37319211713277145,0
0,0.0,P08,2.0,2.0,0.12270066465558699,0.04786049724386848,0.12270066465558699,0.04786049724386848,0.25,0.000986842665504658,0.15449485371381702,0.31919700120436867,0.08912186373954296,0.26925826796430236,1.4353389084269435e-17,0.6359624956802661,0.05096045016606784,2.0,0.3761611522214235,3.91488150181006,0.22516798675166894,3
0,0.0,C01,2.0,0.0,0.007736144720965808,0.0,0.007736144720965808,0.0,0.0,0.0032590838198904007,0.044701590838414455,0.08615515275811877,0.04176435518805664,0.26619809102844366,0.0,0.011586794220868547,0.0,2.0,0.6839508676905803,2.0,0.31604913230941967,2
0,0.0,C02,3.0,3.0,0.1152878287993123,0.054961683929976295,0.004632393245689939,-0.04253318807142963,0.1346153846153846,0.008295948319973954,0.18029247979442412,0.4931681284391069,0.1292882241781169,0.26906650415909744,0.024766104811047587,0.09466627548114971,0.03445028049739995,2.0,0.3586217233895961,5.5733571853812816,0.4736459577512334,2
0,0.0,C03,1.0,4.0,0.016112036861553533,0.13893131026018768,0.016112036861553533,0.13893131026018768,0.1987179487179487,0.0009234962336725175,0.047526372030839564,0.1343127091369431,0.06580405903102325,0.2664223647353571,0.5972980754924531,0.0006298453913779965,0.05096045016606784,2.0,0.7623747203520427,3.1913040663479055,0.2736235167062051,3
0,0.0,C04,1.0,2.0,0.035219079717936835,0.07581829779821658,-0.035219079717936835,0.07581829779821658,0.07692307692307693,0.0009299848071486808,0.07834467297671709,0.17220207578918692,0.049764587591252664,0.2669292245947703,0.1322336932304037,0.01912090128178509,0.17225140248699974,2.0,0.579491595354223,2.2944266234761157,0.0,2
0,0.0,C05,1.0,4.0,0.007893867751780616,0.1700655847341891,-0.007893867751780616,-0.1688139273038789,0.10897435897435898,0.002566580733024596,0.03603207339598315,0.04516345777900861,0.08786309704102135,0.2662008574656304,0.07520415926954868,5.62451542019973e-19,0.007893551791890245,2.0,0.3077152365724825,4.917223869537926,0.09147681193221002,0
0,0.0,C06,3.0,2.0,0.08055185309486021,0.024472878304036286,0.08055185309486021,0.007751195419070779,0.1794871794871795,0.001027544329989683,0.11532359348338461,0.3163084797318925,0.06625709218537373,0.26813806439808063,0.0035861162604110207,0.35517783565755884,0.013155919653150409,2.0,0.43452613684653596,3.853865523419846,0.5780749615706666,2
1,0.05263157894736842,P01,2.0,0.0,0.09677281884951237,0.0,-0.09677281884951237,0.0,0.0,0.008069078014306116,0.18676127230430514,0.5557581350625636,0.10528655263468156,0.26865514872131024,0.0,0.409001137960338,0.0,2.0,0.5290774486698375,2.0,0.4709225513301625,1
1,0.05263157894736842,P02,1.0,2.0,0.03600195251990284,0.009242140685623491,0.03600195251990284,0.00037000944481964046,0.07692307692307693,0.005263570732406283,0.10296076046317536,0.3313693710692571,0.09590730549692342,0.2670390826067227,3.231659363878508e-17,8.376849520847097e-17,0.0,2.0,0.804667599717712,2.0,0.19533240028228804,3
1,0.05263157894736842,P03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02586890815372086,0.26606957944382276,0.0,-0.0,0.0,0.0,,,0.0,0
1,0.05263157894736842,P04,1.0,2.0,0.023595400493692634,0.06506068375270968,0.023595400493692634,-0.06506068375270968,0.1987179487179487,0.004109418421099876,0.0762193078304824,0.21717691609641818,0.07177153063886663,0.26670498429848666,-7.754388386808881e-18,5.0261097125082585e-17,0.15108347457067642,2.0,0.5676629364661389,2.2661453040054624,0.3906239623226049,2
1,0.05263157894736842,P05,1.0,1.0,0.002135339598480109,0.03970973783990521,0.002135339598480109,0.03970973783990521,0.0,0.0007577944105427655,0.010208847162614701,0.007498015795179455,0.027128520554422643,0.26612649676319067,2.667723164471414e-16,-1.0471061901058871e-17,0.24394631479523385,2.0,1.1939530626363735,1.0,0.0,3
1,0.05263157894736842,P06,2.0,0.0,0.07946701794648976,0.0,-0.07946701794648976,0.0,0.0,0.0066276927549607356,0.14683850669012638,0.32041025632434933,0.07661516184677084,0.26818980786540164,0.0,0.3741936030559376,0.0,2.0,0.6387879007547661,2.0,0.3612120992452339,1
1,0.05263157894736842,P07,1.0,1.0,0.04319703954151872,0.017224883466564835,-0.04319703954151872,0.017224883466564835,0.01282051282051282,0.002150486400462392,0.06548999148992009,0.051774032705137536,0.0404283005388952,0.26721943297160616,7.232360235909544e-18,0.23791474407728558,0.0,2.0,0.592384034857987,2.0,0.40761596514201304,1
1,0.05263157894736842,P08,3.0,2.0,0.12094171862078723,0.05959735301359548,0.12094171862078723,0.05959735301359548,0.2756410256410256,0.00487948733502999,0.15179725032016061,0.32233871218059246,0.13640447644593617,0.26929182864846263,-5.2651931186179717e-17,-5.361183693342142e-16,0.040657719132538975,2.0,0.3148010541660212,3.9703004334526355,0.23248089522707827,3
1,0.05263157894736842,C01,1.0,0.0,0.009906801813219724,0.0,0.009906801813219724,0.0,0.0,0.004177184174136609,0.0614013638538272,0.13052779230157535,0.041835207015251716,0.26633587482188564,0.0,-0.021109485093560507,0.0,1.0,1.0,1.0,0.0,2
1,0.05263157894736842,C02,3.0,3.0,0.10236728747564346,0.06542439640265794,0.018121628816956625,-0.0456107927762185,0.14743589743589744,0.007488023143524723,0.16443612660686668,0.46141921436344674,0.12404900753359809,0.2688005504536476,0.27895732105148635,-3.350739808338839e-17,0.03021669491413528,2.0,0.2759967076308948,5.726530619158241,0.49116308101046113,2
1,0.05263157894736842,C03,1.0,3.0,0.01791350200396234,0.11438119036836064,0.01791350200396234,0.11438119036836064,0.15384615384615385,0.002645199074356857,0.04946493854055081,0.12297180703286044,0.07937704867766181,0.26654926180546634,6.189940417461248e-16,1.6753699041694195e-17,0.08131543826507795,2.0,0.7362126447826063,2.1963140838546424,0.3024067994691082,3
1,0.05263157894736842,C04,1.0,2.0,0.02293785442336627,0.07124167863830438,-0.02293785442336627,0.07124167863830438,0.09615384615384615,0.0035110097819750735,0.06351679766988838,0.14224607646899326,0.0473776228346517,0.26668134345420524,1.0101200520528567e-16,3.455450427349428e-17,0.15108347457067642,2.0,0.5458822255133354,2.304739722485297,0.0,2
1,0.05263157894736842,C05,1.0,3.0,0.0044360656204019255,0.16391928174808262,-0.0044360656204019255,-0.16391928174808262,0.05769230769230769,0.0017913850498000453,0.024127319748885604,0.04197436816974235,0.06499855656448726,0.2661880397331883,0.7210426789485126,5.235530950529436e-19,0.0,2.0,0.32362879767915403,4.0,0.051310254593454285,1
1,0.05263157894736842,C06,2.0,1.0,0.06404204901278925,0.01791350200396234,0.06404204901278925,0.01791350200396234,0.11538461538461538,0.003742892201806109,0.09478879585708024,0.24040927350332783,0.06295180106413183,0.2677769882949118,-3.760748217276059e-18,-2.3455178658371874e-16,0.0,2.0,0.5249630178408298,2.0,0.47503698215917023,2
2,0.10526315789473684,P01,2.0,0.0,0.09143196068912038,0.0,-0.09143196068912038,0.0,0.0,0.007865498221746694,0.17323600877662465,0.44143075558510214,0.08190653729764306,0.2685739468921782,0.0,0.42505934421966074,0.0,2.0,0.538550577946558,2.0,0.46144942205344197,1
