time_index,t,node,degree,strength_abs,strength_signed,betweenness,closeness,harmonic,eigenvector,pagerank,katz,hits_hub,hits_authority,clustering,core_number,constraint,effective_size,participation_coeff,module_id
0,0.0,P01,13.0,1.4159674296964966,-0.2945014579303552,0.0,0.1197200326831994,1.8319853767732968,0.25682469598452234,0.06678181859451994,0.26462608082828104,,,0.23062287631274628,13.0,0.35898152872063566,7.749245978723581,0.49006113451724753,0
0,0.0,P02,13.0,2.0720993499333344,0.8117676426720611,0.1923076923076923,0.16053946031365027,2.336390390571178,0.3495606687692424,0.09365110193957306,0.2817019246150763,,,0.33026960370065017,13.0,0.2926580711811325,8.173262223185302,0.565668020341957,2
0,0.0,P03,13.0,1.684006545223294,0.9595914098557685,0.01282051282051282,0.12800876029207892,2.109907608712582,0.2934265588225513,0.07776342597607215,0.27156550601450613,,,0.2679594619477827,13.0,0.3414758317103002,8.028305704622426,0.47217546341636074,0
0,0.0,P04,13.0,0.9629548321892373,-0.3753157799302159,0.0,0.08921513457994118,1.2244522406198195,0.16359646002175987,0.04910343396126902,0.25204660014211205,,,0.20208142920246144,13.0,0.3180568157642174,8.075111773469644,0.5911462067310038,0
0,0.0,P05,13.0,1.346104919960964,0.7346846845445809,0.02564102564102564,0.12420450675775725,1.777771868034286,0.21633637449973436,0.06515289728810807,0.262032482308953,,,0.22356999149328735,13.0,0.3057475032955741,8.395782428904697,0.5955929260796848,1
0,0.0,P06,13.0,0.949613892156024,0.13902994786627831,0.0,0.11201316856146042,1.6422292566437071,0.169787799993853,0.04836800325788858,0.25197137540009995,,,0.17629373082904068,13.0,0.36844068809818115,7.694924039924307,0.6426679456929314,1
0,0.0,P07,13.0,1.7303251358800897,-0.24972829853870882,0.07692307692307693,0.13960465322185692,2.129526425636556,0.29707327014025137,0.07980140255486262,0.2727074615686354,,,0.2676347803914565,13.0,0.3258973278281562,8.070405758595498,0.5276162072382145,0
0,0.0,P08,13.0,1.9106340209954555,0.04321135446250314,0.1282051282051282,0.14393931385061548,2.2258393509352867,0.32082538771501706,0.08737526401858635,0.2773756454258906,,,0.29577008076816563,13.0,0.3028291136496549,8.198921875843745,0.6505537749137231,0
0,0.0,C01,13.0,1.9243282965561872,0.7894087012264135,0.11538461538461538,0.14829833148080582,2.299966187157015,0.33458229655091776,0.08724793340863389,0.2780515345506092,,,0.28063023110119023,13.0,0.31258608185878517,8.010549396275076,0.37546641583170814,2
0,0.0,C02,13.0,1.523058897945879,0.27938719206524376,0.0,0.12290199580696984,1.839920945154091,0.27087563800466385,0.07118086676352801,0.26742865175138786,,,0.27218416152971747,13.0,0.3231472050793003,7.739230828818775,0.5102773070865783,2
0,0.0,C03,13.0,1.5230936476583739,0.2647753264407694,0.038461538461538464,0.12972335776853078,1.8894912738505598,0.2608604136333187,0.07150118632256526,0.26715088128298736,,,0.2658663533863083,13.0,0.31228375552951576,7.960683734584515,0.5652987857605293,2
0,0.0,C04,13.0,1.2160763332323181,0.2000131593032636,0.01282051282051282,0.11263966680576949,1.6561590378865547,0.21402084149975642,0.05907306035384646,0.259064262108467,,,0.22312010089741632,13.0,0.3330965423091584,7.7773514373613715,0.4868496724328957,2
0,0.0,C05,13.0,1.5501293021239395,0.4320321820605262,0.02564102564102564,0.12177462528860603,1.8442121716960436,0.2623908787319354,0.07272857013744843,0.2678040799709604,,,0.2634773819926733,13.0,0.32037195409528024,8.107427298815065,0.48213713764316213,2
0,0.0,C06,13.0,1.4898127637960452,0.8105633288075188,0.02564102564102564,0.1136382400704478,1.7141552272940006,0.2532858313576966,0.07027103542309826,0.2661783163072785,,,0.26652834909397616,13.0,0.3156627156004472,8.020749963810616,0.445250938848778,2
1,0.05263157894736842,P01,13.0,1.3853961079121064,-0.29543067463620243,0.0,0.11832875646816962,1.7958806305375543,0.25470680375395605,0.06651571352754211,0.26443928568611685,,,0.2298980188775533,13.0,0.3566782046689049,7.729620235221486,0.4997750555355227,0
1,0.05263157894736842,P02,13.0,2.039629463954483,0.8083675925784795,0.16666666666666666,0.15697435019735487,2.288052564300335,0.35070423738309975,0.09362861795490729,0.2815007766377508,,,0.3331627883858872,13.0,0.29221961658306317,8.143250291810274,0.5613596727125546,2
1,0.05263157894736842,P03,13.0,1.6428584228908338,0.9156933110657449,0.038461538461538464,0.12668700701321067,2.0718468475571767,0.28958698418568374,0.07727108412564124,0.27108170937606324,,,0.26373763630663927,13.0,0.3400858938515769,8.022863209656423,0.4769691077401865,0
1,0.05263157894736842,P04,13.0,0.9434472003114113,-0.34283223929896,0.0,0.08581756566012821,1.1767978884634542,0.16304593603143389,0.048946173457031714,0.252203006659584,,,0.20455382724382368,13.0,0.3152011673257582,8.02195794120248,0.596867234935387,0
1,0.05263157894736842,P05,13.0,1.3569771073620347,0.7287061903736306,0.038461538461538464,0.12543242888240486,1.7985209147883319,0.2216548307586747,0.06643688096790286,0.26298349214490796,,,0.21705124855429417,13.0,0.30479427128070324,8.39224357913791,0.5939796289209947,1
1,0.05263157894736842,P06,13.0,0.9855714284177336,0.16272908692554144,0.0,0.1093036031963877,1.591182647449487,0.17865273694267986,0.0504313466943227,0.25358966050739434,,,0.19257482233052828,13.0,0.3519943154063493,7.6599246678161625,0.6427178330258063,1
1,0.05263157894736842,P07,13.0,1.6824829818873035,-0.23244986029605655,0.0641025641025641,0.13459879958988236,2.058994926256216,0.2915063064145991,0.07909279833494408,0.27202961697386235,,,0.2691358934612331,13.0,0.32435930907705335,8.060130752218562,0.5368410143480676,0
1,0.05263157894736842,P08,13.0,1.8524108473143246,0.06479022296460969,0.11538461538461538,0.14088742013766364,2.175341678377216,0.31795611690035397,0.08614382619459991,0.276533436336788,,,0.29094212776283557,13.0,0.3045511946109621,8.111254514541342,0.6498186586122163,0
1,0.05263157894736842,C01,13.0,1.9077508940671075,0.7671067433635417,0.11538461538461538,0.14689311086442922,2.2752418013187325,0.3377409068744678,0.08782765111772999,0.27825380397022553,,,0.2811844667441495,13.0,0.31137545449187626,7.983597607118254,0.380689061564243,2
1,0.05263157894736842,C02,13.0,1.4479485345407408,0.23161423581033078,0.0,0.11961459537871184,1.7969564336690176,0.2638292543756502,0.06905873053919225,0.26610191042930825,,,0.2647842869338207,13.0,0.328324155439504,7.657438652582908,0.4881137841178592,2
1,0.05263157894736842,C03,13.0,1.4819852686599524,0.2608865957217961,0.038461538461538464,0.1262132408086794,1.8307855522728682,0.2577964118646569,0.07086869176517731,0.26670033654198894,,,0.26453949689908224,13.0,0.31092896823106975,7.928627737148162,0.5657264931262485,2
1,0.05263157894736842,C04,13.0,1.2086653194106272,0.21701379848984548,0.01282051282051282,0.1109463638902502,1.6336375989819878,0.21801607695205905,0.05950657762193875,0.2595625786707246,,,0.22669963245778157,13.0,0.33371362307652075,7.696568067387243,0.4818540155169575,2
1,0.05263157894736842,C05,13.0,1.5264244788268269,0.4200319365094898,0.02564102564102564,0.12083584691265283,1.8157517342639722,0.2630062946087617,0.07278024808260596,0.2678310618338101,,,0.2658179535647616,13.0,0.31946882651891817,8.079798258305644,0.4925736233119291,2
1,0.05263157894736842,C06,13.0,1.4973605579209919,0.811874450288657,0.02564102564102564,0.11314636032594133,1.710574287196868,0.26024909902393023,0.07149165961646392,0.26707293878779786,,,0.2722259144551554,13.0,0.3145840946054445,7.967939211361869,0.44985870231435743,2
2,0.10526315789473684,P01,13.0,1.373017802994501,-0.2931034377999974,0.0,0.1164007108794447,1.7567325319360012,0.2552024456447787,0.06697464228075313,0.2647150734829916,,,0.2437781406292831,13.0,0.35032930735877915,7.7237164544725925,0.48486318657529814,1
2,0.10526315789473684,P02,13.0,2.0035693519967106,0.8018902336554126,0.1794871794871795,0.15280985231062091,2.2336569114722553,0.35050055421769893,0.09346347271874354,0.28117389604042087,,,0.33520785167659894,13.0,0.29175234406851525,8.131132984419871,0.4333473006340658,0
2,0.10526315789473684,P03,13.0,1.6064497192715637,0.8703213285044071,0.038461538461538464,0.1248273725074437,2.0293432774154647,0.28655478972326637,0.07691369037028811,0.2707136176073806,,,0.2576702684805428,13.0,0.3379528485663065,8.027589836279397,0.4569291067632626,1
2,0.10526315789473684,P04,13.0,0.9198352985432855,-0.3025377051782051,0.0,0.08221479715996638,1.1263775646916871,0.1619843871970836,0.04858580328148206,0.25223789231542837,,,0.20639396333950352,13.0,0.31348220525638526,7.967090883570473,0.4940116951949086,1
2,0.10526315789473684,P05,13.0,1.3824427813609959,0.7190311745472145,0.038461538461538464,0.1263939289338992,1.8172211062585235,0.22929493109359878,0.06836835232176189,0.26429652865307995,,,0.21609706452525515,13.0,0.30180802549559943,8.407319842008697,0.43389226777923184,0
2,0.10526315789473684,P06,13.0,1.0204801099765253,0.19396150323677003,0.0,0.10660969721577758,1.53941682579265,0.18746348769661678,0.05251046682499697,0.25516397700059174,,,0.20366346448626832,13.0,0.3404647370430383,7.62259074443713,0.47441949221959534,0
2,0.10526315789473684,P07,13.0,1.6301616013122562,-0.2148149008329131,0.08974358974358974,0.12978428125433975,1.9887899538539007,0.2856329655164716,0.07811022502170621,0.2712386708233762,,,0.26798138117791614,13.0,0.3236859509096921,8.04811532982529,0.4890056283473496,1
2,0.10526315789473684,P08,13.0,1.7929280757506405,0.08708072891632826,0.1282051282051282,0.1376289529853883,2.1223288274208176,0.3150367087785646,0.08478751401519705,0.27565075094461444,,,0.2836662332292704,13.0,0.3067926507103044,8.016800307498745,0.4910267613514212,1
2,0.10526315789473684,C01,13.0,1.884350325667461,0.7396666729188077,0.10256410256410256,0.14498551736360735,2.2449488406574454,0.33939062572835504,0.08812504640458621,0.27825316701432073,,,0.2774285570095437,13.0,0.3105461678247312,7.974558376421446,0.37232467431097227,0
2,0.10526315789473684,C02,13.0,1.3710684363480372,0.1838826067262613,0.0,0.11608471500467873,1.7506482738548164,0.25605161813423327,0.06677496448642063,0.26471158708560283,,,0.25514455353087157,13.0,0.3347454361488157,7.5857085439904735,0.25723540384549737,0
2,0.10526315789473684,C03,13.0,1.4426797174894408,0.2572676684805661,0.02564102564102564,0.12328259714102674,1.7770959313196972,0.2550844014260497,0.07024507720794321,0.26628855901436316,,,0.26008296345975535,13.0,0.31006861085010273,7.908439706372796,0.3790782277238628,0
2,0.10526315789473684,C04,13.0,1.1916030131877529,0.23614789112165774,0.01282051282051282,0.10870107763637761,1.6073713473528914,0.22006902022481223,0.05954572557054448,0.25977932376904683,,,0.22687256070097442,13.0,0.33567169939785074,7.631709373387814,0.3588947061197254,0
2,0.10526315789473684,C05,13.0,1.506451309314415,0.4085444911269689,0.01282051282051282,0.11930865834080752,1.7833817268656125,0.2643131551534624,0.0729520366748862,0.2679451026103899,,,0.271128769339061,13.0,0.31776157241501607,8.05927242899082,0.28428893059903293,0
2,0.10526315789473684,C06,13.0,1.5023187240113818,0.8199714912336248,0.02564102564102564,0.11294153099763692,1.7140192669189012,0.26647165520270827,0.07264298282069041,0.2678726725362859,,,0.27693790419973613,13.0,0.3139334778234027,7.928307735274179,0.324805631164651,0
3,0.15789473684210525,P01,13.0,1.355953175303573,-0.28896667457726427,0.0,0.11417391067740396,1.7157487961953068,0.2551987813037348,0.06726267443342955,0.26488776209037235,,,0.2509634010637403,13.0,0.34521062862316054,7.710288095933629,0.4914140998773968,1
3,0.15789473684210525,P02,13.0,1.96415472941871,0.7937927960410874,0.15384615384615385,0.14816850502793782,2.1739493308693563,0.34895600583944975,0.09323689926146182,0.2807568072408381,,,0.3365160994561251,13.0,0.29142786861669767,8.13102718876763,0.43378729990098,0
3,0.15789473684210525,P03,13.0,1.5809420226988404,0.8233179243225079,0.0641025641025641,0.12283121103806241,1.983957952662069,0.28496313117906596,0.07704439912210463,0.2706441572872091,,,0.2642694323697965,13.0,0.3345496716543467,8.03482872040537,0.46210545621880783,1
3,0.15789473684210525,P04,13.0,0.8869401995828287,-0.2548754263443326,0.0,0.07849658714786187,1.0742784964860814,0.1598304636191221,0.047815778895015336,0.2520477445808371,,,0.20620162763805994,13.0,0.31441887722507583,7.891041217213726,0.4950266009035118,1
3,0.15789473684210525,P05,13.0,1.4223539495863895,0.7045809572766281,0.07692307692307693,0.1270158621396797,1.8316752684173079,0.23975639219176723,0.07101864597263226,0.2660051430310502,,,0.23632096931692376,13.0,0.297957946935095,8.419547572880788,0.44093571814069366,0
3,0.15789473684210525,P06,13.0,1.0450944903656536,0.21888425905445,0.0,0.10348857609967028,1.4863141904087682,0.19510957215031602,0.05423403344443401,0.25648582298840517,,,0.21007865953531854,13.0,0.3349032653785874,7.565856819279952,0.4834860203809821,0
3,0.15789473684210525,P07,13.0,1.5738013996713283,-0.19716079319918847,0.0641025641025641,0.12463622213871912,1.9158833819446597,0.2793962703602463,0.07693415416729192,0.27037084517231247,,,0.26400124932970886,13.0,0.32452278497015485,8.026494203849289,0.4887634384101075,1
3,0.15789473684210525,P08,13.0,1.7413699813787922,0.10931574372670191,0.1282051282051282,0.13482584249836377,2.072676092279207,0.3132151562755818,0.08377931813327008,0.2749891973091452,,,0.2797572438453842,13.0,0.3090354473505885,7.918460605061465,0.4914395443257846,1
3,0.15789473684210525,C01,13.0,1.86191947410574,0.7117252035876587,0.08974358974358974,0.14232988248480605,2.209787252002707,0.34059181049316406,0.08853097799025024,0.2782816392314475,,,0.28385612096565005,13.0,0.3097812738008266,7.973903457562564,0.3790652752210302,0
3,0.15789473684210525,C02,13.0,1.290349989528918,0.13444140999342702,0.0,0.11309584892418002,1.7052128689391464,0.24739750873466,0.06427583148467227,0.26323532208510997,,,0.24361416066863867,13.0,0.3434089518937359,7.506157340362122,0.2161565818903558,0
3,0.15789473684210525,C03,13.0,1.4072358043582192,0.25292005653524463,0.02564102564102564,0.12062483034950937,1.7263830134805191,0.25330550595598766,0.06977176099516182,0.2660011506210495,,,0.2556447012239527,13.0,0.30974350733828604,7.8870977842603835,0.36053681993665976,0
