node,in_degree,out_degree,in_strength_abs,out_strength_abs,in_strength_signed,out_strength_signed,betweenness,closeness,harmonic,eigenvector,pagerank,katz,hits_hub,hits_authority,clustering,core_number,constraint,effective_size,participation_coeff,module_id
P01,6.0,4.0,0.16125271268512137,0.11822003521074864,0.006918792792900948,-0.11822003521074864,0.21153846153846154,0.0177197610908546,0.2925006557304403,0.18221874927037637,0.06626043875124937,0.2671676770036249,0.6331250951175518,0.11163703370504056,0.10880389156679333,6.0,0.3228038630331178,6.283484026102143,0.6424690053701775,0
P02,4.0,7.0,0.17646798835089647,0.18782411956520517,0.1493900515139718,0.11913184479203275,0.21153846153846154,0.024904498884683147,0.5030728149792977,0.584687897584087,0.13059458404416163,0.2677108426842425,-0.3999764335845094,0.020108128531632904,0.1127834527849246,6.0,0.4707225939234917,5.39409566908319,0.5280633396966388,1
P03,1.0,3.0,0.009230506700855639,0.1380381436108708,-0.009230506700855639,0.09549619740349677,0.0,0.004944045831165047,0.06731167490583058,0.0021539190974242503,0.011378925435989031,0.2631182073340102,-0.7737328314856315,0.01196617250655461,0.17384137516826295,4.0,0.4793966756446786,3.2257489758425484,0.4136075338691424,1
P04,4.0,3.0,0.08423120579687542,0.04466390739228639,0.018996653845996817,0.04466390739228639,0.0,0.01826020308238214,0.2766539432493766,0.20980410544172404,0.045898355453731776,0.2651229484744873,-0.17192045768749306,0.05073395542886331,0.08870058611317559,6.0,0.3992785172913964,5.42234568370412,0.6443300150247762,0
P05,3.0,5.0,0.08165159918446853,0.14414682425658293,0.08165159918446853,0.021829006629342472,0.16666666666666666,0.01595681555033986,0.2684529933502268,0.09422549198450728,0.025589533978880773,0.26505031104358756,-0.49607568478361586,-0.04142991696683921,0.11087297763688289,6.0,0.32831795064093827,6.135705187667441,0.5635958396533061,2
P06,4.0,4.0,0.1680729558429795,0.21441163198363145,-0.08934930795970464,0.02696020505622527,0.3076923076923077,0.020157557283038263,0.3458767170214428,0.22242640472819752,0.05962541384464962,0.26734052647228096,0.5899169435923818,0.1301589453153463,0.1849332696532954,6.0,0.3330629648308435,5.146687781980984,0.5380985349829611,2
P07,10.0,3.0,0.5243907146317306,0.0780928179855997,-0.26619849358770376,0.024361455234138917,0.1346153846153846,0.03446025276092155,0.6193784327137172,0.39480644789411,0.20861269764693346,0.2767857738937406,0.17565778596414863,0.6012713737053681,0.12652131344863143,6.0,0.28546053460993687,9.627124237271204,0.6292574454229287,2
P08,11.0,4.0,0.4874940649653157,0.18048093659893139,0.2975017996463993,0.16455201074799447,0.3974358974358974,0.02910209146513047,0.5725512398323402,0.540047366278572,0.16784050301207878,0.275835289195637,-0.08751982126258326,0.420277646222349,0.1041416984125476,6.0,0.2600479729254373,9.877579892433296,0.5147008239589411,1
C01,8.0,1.0,0.21759438131618472,0.02875914732333019,0.07656837346392054,0.02875914732333019,0.0,0.022023447031419178,0.3554098349714143,0.23401548377702633,0.135469285202579,0.26869676648037943,-0.25512291509439805,0.09364058666428132,0.08405910737136395,6.0,0.326886830846991,6.662909099160945,0.6196371957688119,1
C02,4.0,4.0,0.16634611772518798,0.13206081431003006,0.11082975555801963,0.02479322127181807,0.08333333333333333,0.01563375630173779,0.2849921416642361,0.10979364541239676,0.06748798560210274,0.26729898349002384,0.028988019508551358,-0.1925011793520824,0.13267481647909318,6.0,0.33589412692797105,5.370295500400996,0.40089886253142126,2
C03,1.0,4.0,0.05977885563808281,0.2537050548970848,0.05977885563808281,0.2537050548970848,0.038461538461538464,0.008092756562071457,0.16262389749945436,0.006632750767167935,0.013121257637452548,0.2644506530416451,-1.3988047836342232,-0.10142625049679191,0.21180422755373315,5.0,0.37516648526207624,3.8725428815026532,0.4901196829027683,1
C04,5.0,9.0,0.09957283944368198,0.20839718518001055,0.01159871840883871,-0.043373784202703713,0.15384615384615385,0.012305928389677165,0.2076763189277534,0.08269541820128447,0.031975239691558494,0.2655184396123312,0.8402523328136295,-0.09031413965701428,0.10757438587599842,6.0,0.3667044900465182,7.228422030109195,0.375325963051373,2
C05,3.0,7.0,0.024864063236731057,0.2588103321099774,-0.020596912513258285,-0.2588103321099774,0.14102564102564102,0.009888494342421958,0.1392856947295366,0.03303852385917059,0.021923646449392983,0.263538931574541,1.002777826312415,0.015094463801109856,0.12738114432446052,6.0,0.4246783955728902,5.859716848138932,0.6015510537458675,0
C06,1.0,7.0,0.026896651379151926,0.3002337064729745,0.026896651379151926,0.07090813144590838,0.07692307692307693,0.00859030340058527,0.13278706871089613,0.015709518413442817,0.01422213324923936,0.26358910323712564,1.3124349242237763,-0.02921681940781836,0.15217597565270877,6.0,0.4223198381289429,4.911599438592915,0.36913561082603363,2
