,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.8059886806093162,0.003153951788262278,0.04244865090703627,0.007317408352974822,0.021782219450208105,0.02566469837306249,0.0024644831926486166,0.07519732297945918,-0.0,0.038855287542176105,-0.031887876610033165,-0.006181528991333261,0.0,0.06412192380545495
P02,0.009029808649374998,0.8305802827118342,-0.0,0.0,-0.0,-0.0,0.051124622044318654,0.0,0.0,0.0,0.0,0.02332410506251656,0.0,0.0
P03,0.0,-0.013008363560453708,0.8478609758954855,0.0,-0.0,-0.03675583540449521,0.0,0.041852459318343305,-0.029052558110726896,-0.0,0.0029491412025359864,-0.031575264622409456,-0.0,0.004526250598566023
P04,0.06675015545178738,-0.0,0.0,0.8230473047225041,0.0,-0.00018929753573864206,0.0,0.0,0.0,0.0,0.0,-0.0,0.019205284460833243,0.02677554760315378
P05,0.0,0.09798035521010602,0.03513228191170778,0.0,0.7696680616122341,-0.0,-0.0,0.015485223809399847,-0.0,0.0,-0.0,0.0,-0.0,0.0
P06,0.0,-0.0,-0.0,0.0,-0.0,0.710708375845911,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0359395986461577,0.0
P07,0.0,0.0,0.0,-0.0,0.07662057320515152,0.0,0.8289582369199031,0.0,0.014425021990657526,0.0,0.0,-0.0,0.0,0.0
P08,0.11583681637067805,0.0,0.012998913819177551,0.0,0.023712173263253995,-0.05159585572542698,-0.0,0.7793781863884379,-0.0,0.0,-0.0,-0.0,0.0033984168888726756,-0.0
C01,-0.0,0.0,-0.015629868405526354,-0.0017924525315457282,-0.0,0.0,-0.004495550178884618,0.0,0.8359647333904746,-0.0,-0.0,0.0,0.0,0.0
C02,0.0,0.023191710397546195,-0.0,0.0,0.0009815775410507417,0.0,0.05484566481930742,0.06937326754566608,0.0,0.7562866272741648,-0.0,0.0,0.0,0.05894603886230488
C03,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.4717393316320372,-0.0,0.0,0.06149607863009478
C04,0.0,0.010734058590233058,-0.028095895104940233,0.0,-0.0,0.004600535506256633,0.004375096689436166,-0.028245238194914278,-0.0,0.0,0.0,0.8028322379461448,0.0,0.06321311507574395
C05,0.16940410637640282,-0.036020391084789605,0.025660614190496454,-0.0,0.0015012754742892188,-0.008755090035871218,-0.005611056365091296,0.02346190406788773,-0.0,-0.0,0.0,0.008261457341338669,0.7884666148130774,-0.0
C06,0.0,0.027818240619933224,-0.0,-0.0,0.05759483706707945,0.0,0.02499933373940253,0.0,0.0,0.0,-0.043089280367048545,0.03057456872586723,0.0,0.8102986916678084
