,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.9999999999999999,0.45988902510443275,0.2449160895120066,0.5973221484730767,0.5123489138456768,0.20193129697560916,0.5963460671495799,0.654177179356297,-0.17135789047469482,0.6752908967320526,-0.01099704289903676,0.08519972964811,0.6686951413130121,0.49091647644631137
P02,0.4598890251044327,1.0,0.017277282489059877,0.30068914690432597,0.4750001407059614,-0.04548781141491824,0.39711145831457767,0.5023326788757861,0.08092128762831834,0.5003661840352924,-0.08110493702139566,0.32668299866394895,0.2187377762748896,0.49664573621823155
P03,0.2449160895120066,0.017277282489059877,1.0,0.16446442085710153,0.2943654574163895,-0.07248660428784197,-0.01543603396783905,0.2538668379010822,-0.3871423758475768,-0.020947525731247307,-0.0134625920527196,-0.4426566250086354,0.22666848435053175,-0.05967472691247913
P04,0.5973221484730769,0.3006891469043259,0.16446442085710156,0.9999999999999999,0.2821813452630582,0.02851714842003797,0.30503820369147855,0.5000596746444221,-0.140277917876351,0.4287642680046006,-0.10227976570747131,0.1289877842237741,0.6668566645632703,0.22205234477937705
P05,0.5123489138456768,0.4750001407059614,0.2943654574163895,0.2821813452630582,0.9999999999999999,-0.030132471976680453,0.4050661857858744,0.5645657141349592,-0.11236678736521248,0.5118988583747354,-0.015749911009455497,0.05161239876046044,0.3049256026830628,0.4179776161217204
P06,0.20193129697560916,-0.04548781141491825,-0.07248660428784197,0.028517148420037972,-0.030132471976680453,1.0,0.15567447883300572,-0.17191932857857797,-0.06117373024565881,0.12089679768759774,0.09593099371946583,0.13385982718648098,0.33328720705746717,0.10924108215331249
P07,0.5963460671495799,0.39711145831457767,-0.015436033967839049,0.30503820369147855,0.4050661857858744,0.15567447883300575,1.0,0.42814231398402264,0.020665500032108437,0.5983350559755178,0.029930766101549957,0.1659317535007173,0.3089902349984335,0.45230819795046756
P08,0.654177179356297,0.5023326788757861,0.2538668379010822,0.5000596746444221,0.5645657141349593,-0.17191932857857795,0.42814231398402264,0.9999999999999999,-0.09031573055922193,0.5062923882278447,-0.0748687199580172,0.04782692345307529,0.4262486007778826,0.37456994469033006
C01,-0.17135789047469485,0.08092128762831832,-0.38714237584757677,-0.140277917876351,-0.11236678736521248,-0.0611737302456588,0.02066550003210844,-0.09031573055922194,0.9999999999999999,-0.02006440527999835,0.08201693467905387,0.15329152798914714,-0.11558792966861117,0.036155436896200495
C02,0.6752908967320526,0.5003661840352924,-0.020947525731247307,0.42876426800460066,0.5118988583747354,0.12089679768759774,0.5983350559755178,0.5062923882278447,-0.02006440527999835,0.9999999999999999,0.14920419354506825,0.3007423106838905,0.4500817926479212,0.5738572178153646
C03,-0.01099704289903676,-0.08110493702139565,-0.013462592052719598,-0.10227976570747133,-0.015749911009455494,0.09593099371946583,0.029930766101549957,-0.0748687199580172,0.08201693467905387,0.14920419354506825,0.9999999999999999,0.08959478993703707,0.12437009372717263,0.20571416813276128
C04,0.08519972964811001,0.32668299866394895,-0.4426566250086354,0.1289877842237741,0.05161239876046044,0.133859827186481,0.16593175350071726,0.04782692345307529,0.15329152798914714,0.3007423106838905,0.08959478993703707,0.9999999999999999,0.08774492908811372,0.35781638228187407
C05,0.6686951413130121,0.2187377762748896,0.22666848435053175,0.6668566645632703,0.3049256026830628,0.33328720705746717,0.30899023499843353,0.4262486007778827,-0.11558792966861117,0.4500817926479212,0.12437009372717263,0.08774492908811371,0.9999999999999999,0.37534491805302633
C06,0.49091647644631137,0.49664573621823155,-0.05967472691247913,0.22205234477937705,0.41797761612172035,0.10924108215331248,0.4523081979504675,0.37456994469033006,0.036155436896200495,0.5738572178153646,0.20571416813276128,0.357816382281874,0.37534491805302633,0.9999999999999999
