P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
0.6897611248821911,0.7012774520056215,0.6746984446504678,0.4792239039201369,0.4995373838893647,0.7805036968445751,0.479422079301629,0.5977689891211332,5.226258607382425,4.641508934300278,6.03745485581358,5.251078910922151,4.74026590313573,5.7729461568930205
0.5386200470864934,0.5933252903925921,0.2420912074521925,0.3195176463790555,0.5146064273476807,0.7729021667796911,0.3650356225918012,0.4606488580651703,3.5380720338456264,4.020538411124195,5.518787443422367,5.138439148771142,3.535683258980247,5.046771014454579
0.4740321719402798,0.4773877249393507,0.3274315641944655,0.1399694694275783,0.2935071877077391,0.6585237722722361,0.47913197457510215,0.584890633012617,2.0635970001093296,3.4274284521381624,5.306716887596485,5.13384107989306,3.6379914517873897,4.852270630148968
0.4710653596114513,0.5191378387099802,0.1495315314573918,0.2279569377568503,0.3238329322034705,0.6047199382702244,0.5122029025476992,0.6306808875872416,2.7123917726341222,2.961892695226994,5.132328270815558,4.390166163305411,3.6762063094959543,4.618363393150398
0.3702862359731831,0.4143916829235465,0.06452768479689452,0.4305551314049807,0.4061681025147631,0.4952861713109688,0.4487130345618554,0.5941230211331255,2.869037400084356,2.606536595713416,5.039364104352543,4.455482943172297,3.8809747782595494,4.127597475159126
0.27305069836756113,0.3882675984472362,0.021564762948800276,0.4734716792217394,0.35362616776087247,0.3988285064229395,0.3475141511708693,0.4894003161551591,2.773880686993095,2.4224567558964254,4.863502469119602,4.430591021282044,3.757245198441042,3.969268861160628
0.23374121611435805,0.3763107432415647,0.0472640912052551,0.2947166866306778,0.3460888055133031,0.3550142952921771,0.109528913593399,0.4896159994899193,3.003124298565479,3.3398518139436293,5.063102306800002,4.605017458349464,4.172402422972442,3.906136655995246
0.2522537278146041,0.3803404938164081,0.10667491124880657,0.22486447537207638,0.2666948969044343,0.2131312986256287,0.22682420572637912,0.4816781237576406,2.103518871867626,3.0728365015800856,4.62765508670527,4.274890039371053,4.4278176728541725,2.7908202312111268
0.2046821015989172,0.3378847972337542,0.0648386583781958,0.2028469584549057,0.1906681117786889,0.2060277792106201,0.2277800310605631,0.1421587501083385,2.265346187416216,2.0027009970125835,4.298433303948986,4.748489064739436,3.8628210776478538,2.1764521149867546
0.2252369616817793,0.4242545788265403,0.0,0.2258029488052793,0.2097054650061079,0.35975916719913215,0.3320665889827882,0.2058871356231705,1.1856515756361206,2.450429776448237,3.805440145924037,3.8136950330987065,3.6452665317975135,3.2725865540872396
0.2546781216157461,0.3379410613963828,0.2594323266011572,0.220492307951561,0.2747863098581671,0.4781610742944624,0.6319433208847897,0.0025953354912898186,1.0047742429080246,2.50476920139737,4.941057376936778,4.3059381305438755,3.8174002213386937,2.1720312052215136
0.2647939885182095,0.2076410497158733,0.3331176324474115,0.18195350958684367,0.21763154556823214,0.6283944860578118,0.5016073509753185,0.1286590109926773,0.9230606742457317,2.7510584963115483,2.2538108499677065,4.488164501070103,4.510760159041212,2.0809301300599574
0.2387569743524992,0.08411005914646419,0.3922235590082374,0.0599739183528315,0.2545996276931836,0.610470212221782,0.5579212345231063,0.08039984376230902,0.7765062655560779,2.1515144556485426,4.735471127785309,2.81429542243263,4.492905538257329,3.136938990175188
0.19003199339238366,0.11003631191527291,0.3998573612929509,0.1436529532944763,0.2736551476063527,0.5058504256938267,0.2474457149620825,0.15491844460364973,1.914266846779654,2.7232774811843825,4.440723410730432,2.833537310527875,4.95652038266969,3.2916846645513966
0.10386673486660758,0.1986410235096955,0.1379215099257528,0.1568336629670441,0.2283624310939729,0.6214469371313964,0.21851681647321297,0.18127620395469998,1.7102133075486634,2.906664654869265,4.1528324683127575,3.510692137591767,4.728977662827385,3.254791244449379
0.1789892428546066,0.21017128312442837,0.2367340516560356,0.1275836908893343,0.3020705709214489,0.6395071023661706,0.2101656058771556,0.22973661532774653,2.433449807965973,2.485101016184774,4.302325803554885,3.5355836848690156,4.577646423099308,2.993759211879979
0.2115868442153264,0.20614606023869572,0.004871266272750974,0.2659215085988818,0.11163320858040532,0.7742982193266091,0.3467191310179893,0.29628343457764,3.315111168724396,3.149469484346289,4.719945047405641,3.654428289065081,4.019597479480029,3.1396685955534522
0.4840045412373004,0.2305370600111008,0.1783911319976649,0.23309594979310763,0.0,1.0,0.4049526126642263,0.3052252590523166,3.9095837976867944,2.52899338778258,4.759460197160073,4.4060396876886045,4.709431033599877,3.1970112707375016
0.4277752820047708,0.2236168544078352,0.3439459442738217,0.185293625776524,0.07530869649927702,1.0,0.3892330750560462,0.26978504212347615,3.616685679901499,4.006349321540055,4.874187438877109,4.103816514166228,4.734619324599078,4.203787194999165
0.3278974783907328,0.336590285463928,0.3990780404543959,0.0936135558805995,0.04775614385993604,1.0,0.3329271566283574,0.20499630277747452,3.914489965206131,4.160583162850445,4.655927866240029,4.332186620600412,5.233020416572364,4.4770623501901285
0.3697891269856513,0.2074277224529294,0.3856469795124075,0.1773222091911026,0.02887860963614758,0.9615758746345469,0.2958962773225449,0.17150544082668576,3.109259073364358,4.414284209727276,4.372581297379037,4.887455456129085,5.027658151395929,4.836857520869179
0.3053045805693122,0.344178656530254,0.29179425689369703,0.15872371155533654,0.05982534302999232,0.9520232521485361,0.2888245442330589,0.12118603933097277,3.298098121332154,4.714717860338406,3.719800950040451,5.191181578814353,5.192441489176974,5.304505114640163
0.3009038108155405,0.4139454535026266,0.4110326418394645,0.11031858021749891,0.21710662902583988,0.8905746102391023,0.20050634417293633,0.06278581037697828,3.3904266142621644,4.557603410236559,4.207630295697599,4.622825754351527,5.082412818043732,3.52039220344544
0.3564798112256333,0.3536518182017349,0.27177897066983847,0.09948632930752666,0.3007105951620778,0.9547170723319909,0.3769147273471989,0.1615252399076633,4.471339487940535,5.070299152953737,4.633917207602437,4.625988755148453,4.708680424405962,5.38681280562433
