P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
0.6897611248821911,0.7012774520056215,0.6746984446504678,0.4792239039201369,0.4995373838893647,0.7805036968445751,0.479422079301629,0.5977689891211332,5.226258607382425,4.641508934300278,6.03745485581358,5.251078910922151,4.74026590313573,5.7729461568930205
,0.5933252903925921,0.2420912074521925,,0.5146064273476807,0.7729021667796911,0.3650356225918012,0.4606488580651703,,4.020538411124195,,5.138439148771142,3.535683258980247,5.046771014454579
,0.4773877249393507,0.3274315641944655,0.1399694694275783,0.2935071877077391,,,0.584890633012617,2.0635970001093296,3.4274284521381624,5.306716887596485,5.13384107989306,3.6379914517873897,4.852270630148968
0.4710653596114513,0.5191378387099802,0.1495315314573918,0.2279569377568503,0.3238329322034705,0.6047199382702244,0.5122029025476992,0.6306808875872416,2.7123917726341222,2.961892695226994,,4.390166163305411,3.6762063094959543,4.618363393150398
0.3702862359731831,0.4143916829235465,0.0645276847968945,0.4305551314049807,0.4061681025147631,0.4952861713109688,0.4487130345618554,0.5941230211331255,2.869037400084356,2.606536595713416,5.039364104352543,,3.8809747782595494,4.127597475159126
,0.3882675984472362,0.0215647629488003,0.4734716792217394,,0.3988285064229395,0.3475141511708693,0.4894003161551591,2.773880686993095,2.4224567558964254,,4.430591021282044,3.757245198441042,
,0.3763107432415647,0.0472640912052551,0.2947166866306778,0.3460888055133031,0.3550142952921771,0.109528913593399,0.4896159994899193,3.003124298565479,3.3398518139436293,5.063102306800002,4.605017458349464,4.172402422972442,
0.2522537278146041,0.3803404938164081,,,0.2666948969044343,0.2131312986256287,,0.4816781237576406,2.103518871867626,3.0728365015800856,4.62765508670527,4.274890039371053,4.4278176728541725,2.7908202312111268
0.2046821015989172,0.3378847972337542,,0.2028469584549057,0.1906681117786889,0.2060277792106201,0.2277800310605631,0.1421587501083385,2.265346187416216,2.0027009970125835,,4.748489064739436,3.8628210776478538,2.1764521149867546
0.2252369616817793,0.4242545788265403,0.0,,0.2097054650061079,,0.3320665889827882,0.2058871356231705,1.1856515756361206,2.450429776448237,3.805440145924037,3.8136950330987065,3.6452665317975135,3.2725865540872396
