,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,1.0,0.3567285548542965,0.24770136450058947,0.2399523358604991,0.30317475639516356,0.3469818276385705,-0.21765061141750844,0.21827371423922864,-0.24708318654395728,-0.1513508125754652,0.09842000716490917,-0.02211242236598276,-0.46125920587825997,0.006918152759134898
P02,0.3567285548542965,1.0,0.2069051955817907,0.5083063442220351,0.41736369019489483,0.5519333211746333,0.02177741076290541,0.6180967318806005,-0.08718898821286561,-0.22339950975325226,0.227308398589557,-0.3027740548521061,-0.2720730688785193,0.04754719803647812
P03,0.24770136450058947,0.20690519558179069,1.0,0.07749873373888386,-0.04899084970201981,0.018713571794086926,0.2168333660667018,0.28563134988001715,-0.012002592753265531,0.03410387921551175,-0.04799841712440272,-0.04400776397431069,-0.32286929344718807,-0.1324790401540869
P04,0.2399523358604991,0.5083063442220351,0.07749873373888387,1.0,0.43285879947166145,0.375601070908801,-0.1447019400026307,0.3604164823266183,-0.1992008624599575,-0.3827059200621228,0.17467033041979788,-0.3001519440028078,-0.1229715400258398,0.0783378753512089
P05,0.3031747563951636,0.41736369019489483,-0.04899084970201981,0.43285879947166145,1.0,0.49985025838550456,-0.2895939759754108,0.5595298419425718,-0.1451444673326435,-0.29495048658063516,0.4406420140050821,-0.1773478044338845,0.027350665710191947,0.11365608253582159
P06,0.34698182763857055,0.5519333211746333,0.018713571794086926,0.375601070908801,0.49985025838550456,1.0,-0.053644825892908365,0.2985556820242207,-0.24568800501809682,-0.391837864772415,0.07962912970687301,-0.28556080912126375,-0.38532321287776466,-0.1928063585031269
P07,-0.21765061141750844,0.02177741076290541,0.2168333660667018,-0.1447019400026307,-0.28959397597541076,-0.05364482589290837,1.0,-0.19873355578954496,0.23748598757351153,0.0011638581811467342,-0.33874003465642655,-0.246936851049338,-0.22521048156656637,-0.4288748880868666
P08,0.21827371423922864,0.6180967318806005,0.28563134988001715,0.3604164823266183,0.5595298419425717,0.2985556820242207,-0.19873355578954496,1.0,-0.15644444617414266,-0.15023979408604257,0.46360522975358276,-0.15449141964138277,-0.04718174660396094,0.15087368124418854
C01,-0.24708318654395728,-0.08718898821286561,-0.012002592753265531,-0.19920086245995752,-0.1451444673326435,-0.24568800501809684,0.23748598757351153,-0.15644444617414266,1.0,0.4424714095718198,0.21351247026709375,0.3257429347330284,0.05840652890462266,0.22392169271283274
C02,-0.15135081257546523,-0.22339950975325226,0.03410387921551175,-0.3827059200621228,-0.29495048658063516,-0.391837864772415,0.0011638581811467342,-0.15023979408604254,0.4424714095718198,1.0,0.1515320188385654,0.5662954804039287,0.1351821319542434,0.5749096182605491
C03,0.09842000716490916,0.22730839858955704,-0.04799841712440271,0.17467033041979788,0.4406420140050821,0.07962912970687301,-0.33874003465642655,0.46360522975358276,0.21351247026709377,0.1515320188385654,1.0,0.28218129476321085,0.2680360765317596,0.6071769883024434
C04,-0.022112422365982758,-0.3027740548521061,-0.04400776397431069,-0.30015194400280787,-0.1773478044338845,-0.28556080912126375,-0.246936851049338,-0.15449141964138277,0.3257429347330284,0.5662954804039287,0.28218129476321085,1.0,0.17178234942589088,0.605066491492979
C05,-0.46125920587825997,-0.2720730688785193,-0.32286929344718807,-0.1229715400258398,0.027350665710191947,-0.38532321287776466,-0.22521048156656634,-0.04718174660396094,0.05840652890462266,0.1351821319542434,0.2680360765317596,0.17178234942589088,1.0,0.32242664304797675
C06,0.006918152759134898,0.04754719803647811,-0.1324790401540869,0.0783378753512089,0.11365608253582159,-0.1928063585031269,-0.42887488808686663,0.15087368124418854,0.22392169271283272,0.5749096182605491,0.6071769883024434,0.605066491492979,0.32242664304797675,1.0
