,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,1.0,0.2069800835709828,0.1879862659809136,-0.01465953487204365,0.20191983883268333,-0.039194450326387666,-0.21989486653602178,-0.16839579359608056,-0.20394457510013023,-0.009499854648317705,0.09331916756755973,0.10863402829829362,-0.407066534812357,-0.02015565685665427
P02,0.2069800835709828,1.0,-0.006353359554030216,0.21656326758241853,-0.11319914686466546,0.3704321135366975,0.18686696328366847,0.4561037227205827,0.1490476296773051,-0.02658492499190881,-0.0630946220981375,-0.21133577832533237,-0.015030328633458245,0.20152006382396023
P03,0.1879862659809135,-0.00635335955403021,1.0,0.09164269565699337,-0.13072212477408074,-0.1040163198303951,0.18229057683893918,0.3119341541435249,-0.016678266553214048,0.10773002272725828,-0.01074363024263381,0.08259550393770286,-0.13821767152927547,-0.12150419336621293
P04,-0.014659534872043667,0.2165632675824184,0.09164269565699334,1.0,0.14746438459496933,0.022339892009130807,-0.03945525623512267,-0.03878989320354376,0.001064381535128021,-0.30209414869881807,-0.052542611910167215,-0.18209966785075707,-0.06379313705988802,0.28930345276448016
P05,0.20191983883268327,-0.11319914686466546,-0.13072212477408085,0.14746438459496944,1.0,0.3375749914505507,-0.06237474994571305,0.33029310436141646,0.09011640213058497,-0.08468026294627756,0.1704970533305858,-0.09388131023383053,0.1643673127665468,0.011071092511471141
P06,-0.039194450326387784,0.37043211353669764,-0.104016319830395,0.022339892009130686,0.33757499145055087,1.0,-0.04599832265995386,-0.15112403086016316,-0.14526263641771156,-0.06275190282022378,0.08611959483668588,0.07441548457617259,-0.2997004836238574,-0.14413755092125097
P07,-0.21989486653602172,0.18686696328366847,0.18229057683893907,-0.03945525623512265,-0.06237474994571309,-0.04599832265995382,1.0,-0.141743363569374,0.21518773453253484,0.10620215894914664,-0.015582590954511604,-0.11776210516461094,-0.11710014522432828,-0.2485480889513302
P08,-0.1683957935960806,0.4561037227205828,0.311934154143525,-0.038789893203543875,0.3302931043614164,-0.15112403086016304,-0.14174336356937406,1.0,-0.19108579821374883,0.03598042274491256,0.3067107016753267,-0.02936940084282537,-0.05153746115125231,-0.06610700505003361
C01,-0.20394457510013028,0.14904762967730512,-0.016678266553213996,0.001064381535127942,0.09011640213058499,-0.14526263641771153,0.21518773453253484,-0.19108579821374894,1.0,0.24483383810899675,0.2833240526335149,0.17138488876968083,-0.12229030025356229,-0.09758071006485435
C02,-0.009499854648317721,-0.026584924991908787,0.10773002272725829,-0.302094148698818,-0.08468026294627758,-0.06275190282022376,0.1062021589491466,0.03598042274491258,0.24483383810899678,1.0,-0.14976296238495504,0.10439163466651134,-0.06490961595939486,0.49942427849265897
C03,0.09331916756755976,-0.06309462209813757,-0.010743630242633789,-0.05254261191016725,0.17049705333058582,0.08611959483668592,-0.015582590954511595,0.3067107016753267,0.2833240526335147,-0.14976296238495512,1.0,0.03707556498385071,0.16920873539517023,0.3967615856024651
C04,0.10863402829829359,-0.21133577832533246,0.08259550393770286,-0.18209966785075707,-0.09388131023383059,0.07441548457617263,-0.11776210516461098,-0.029369400842825407,0.17138488876968092,0.1043916346665114,0.03707556498385077,1.0,-0.0249477958308348,0.37187265314231377
C05,-0.40706653481235705,-0.01503032863345817,-0.13821767152927533,-0.06379313705988804,0.16436731276654687,-0.2997004836238574,-0.11710014522432839,-0.051537461151252434,-0.12229030025356226,-0.0649096159593948,0.16920873539517026,-0.024947795830834826,1.0,0.11157785066521318
C06,-0.020155656856654238,0.2015200638239602,-0.12150419336621296,0.28930345276448016,0.01107109251147107,-0.1441375509212509,-0.2485480889513302,-0.06610700505003354,-0.09758071006485436,0.499424278492659,0.396761585602465,0.37187265314231377,0.11157785066521322,1.0
