t_index,date,P01,P02,P03,P04,P05,P06,C01,C02,C03,C04,C05
0,2025-01-01,0.36876118961044957,,0.5977346502299381,0.733797005601673,0.05474542811500971,0.4150891626131786,5.510683440420426,4.102218196107801,4.310674845611419,,4.2746461721849025
1,2025-01-02,0.28468915979676357,,0.4430733911006481,0.6826951080884753,,0.4358546156457595,5.830668467656893,,3.8654219115541504,,4.7161574600508915
2,2025-01-03,0.24110232345652782,,,0.5231435950112815,0.414335917004904,0.16743448613480563,5.377062905422503,,3.958336450563426,1.7030386552024384,5.049503067417505
3,2025-01-04,0.029074270420492154,0.6053025274802721,0.5458233200254132,0.5229790189994917,0.51224235271687,0.1090537528086412,5.353240460107992,,4.627022376432803,,5.357764080030789
4,2025-01-05,0.0046487321927857275,0.6799846379876501,0.7235362983772541,,0.563925996659474,,3.4307527253897625,5.333833304004288,4.710080246559286,2.4745665808106034,4.747462437032983
5,2025-01-06,0.02737924836693792,0.7185014871885466,0.6483935399491475,0.1944586419820941,,,4.1036599189350635,4.77649690014412,4.9344932300021975,2.633784445421746,4.226941988141917
6,2025-01-07,0.0,,,0.2849750376417133,,,4.2779683885388575,,,2.6867592117442665,4.115363973829135
7,2025-01-08,0.0660428517264002,0.6813899812871089,0.505637580006272,0.31767679431834783,0.24491936797844052,,3.824457838394601,5.11313957559857,3.545291301877075,3.1919657239662618,3.80272596586381
8,2025-01-09,0.19471539827342,0.837526686018681,0.6641238905632442,0.3091359278223111,0.33535441232213364,0.33802413743257914,3.8464427459845827,5.438774779685025,3.9905192507433513,3.455731321752694,4.29107741333096
9,2025-01-10,0.201700755598286,1.0,0.7120960374517658,0.33627391279114266,0.22346741418435304,0.3509287092903077,,5.40490076258792,,3.432927539112714,5.362939896325901
10,2025-01-11,0.3449840647145032,0.9927192031154658,0.8081622779533064,0.4789994296791514,0.3488396556497884,0.24226955400754543,4.038164994790864,,3.7741043491828186,3.3326351430187446,5.453449616379295
11,2025-01-12,0.253634511656977,0.8899167876820262,0.770778734366082,0.6030959843596441,0.1383758098899955,0.14288160773449612,4.1953816383393665,6.201835362567274,,,6.851477193399594
12,2025-01-13,0.2599619482724792,0.7550495023430887,0.7183181633269908,0.556310521628176,0.1405540232357994,0.20921557034861973,,5.473608174668329,4.371033215760933,,4.563759627715578
13,2025-01-14,0.333536461845439,0.7289272379980178,0.760289993041135,0.5602030594835434,0.17307906958117528,0.32103507424677014,5.101887985504075,5.90195671434961,,3.7415573979346366,4.404526714297858
14,2025-01-15,0.3998024226004113,0.7696323339518869,0.6468702254168727,0.666946220156935,0.02196663289488185,0.38331573489305315,4.915418110226972,5.688590663724628,5.0243528177756165,,4.757653138538809
15,2025-01-16,0.3189027117117255,,,0.6645467763528181,0.004596748185286381,0.2580256977742862,3.8462156697557903,5.727152999236095,5.146651619993521,2.352087115635203,
16,2025-01-17,0.16339236812273725,0.48454743183797644,0.7075901321932229,0.5216767171303572,0.11431902151062207,0.4177999496973417,3.5970835206334835,5.270241449987637,4.0740719169928346,2.5112658035399997,3.223787848335153
17,2025-01-18,0.09791298645657039,,0.6148920741071331,0.5437006939106028,0.1230750971727671,0.31698778709914455,3.684195965834837,5.374977630923075,2.9234141359025925,,2.832004757711188
18,2025-01-19,0.038411364077818796,,0.568397326113418,0.5982324643851716,0.07745540234380102,0.11586730239343127,4.9612510593047965,5.0437969374697325,,2.7143583391087107,1.444182714442784
