t_index,date,P01,P02,P03,P04,P05,C01,C02,C03,C04,C06
0,2025-01-01,0.6455688593670394,0.4449789499059609,0.39450754284758394,0.12570198423513873,0.6541884804159365,3.6445213171291395,6.4667415242574435,4.096315065757383,5.541988762418763,4.323030474072091
1,2025-01-02,0.742489818913634,0.3880098906016414,0.43366649949515296,0.08085020620972747,0.5053364254593478,3.6794434195757018,6.123958716296762,4.459121304167941,5.263824496099225,
2,2025-01-03,0.7680227382697424,0.1982002662667674,0.3043631049455224,0.1773056571170365,0.43197385579527287,3.0306533684459303,6.470332281186387,4.154851322385798,5.176932300231816,3.633626609477127
3,2025-01-04,0.6973840806023531,0.29325120725757,0.4301417286302057,0.04007379883657375,0.39778485478563386,3.1367559414236457,5.544075471543192,3.8420396542557613,5.0381418668603475,3.085574838581218
4,2025-01-05,0.4345172116225458,,,0.0,0.32582704934944645,3.4968547061571513,4.59718130503128,3.3229313810949876,4.185659198155317,3.2520222294452963
5,2025-01-06,0.5213091679854329,0.27647678667703346,,0.0,,3.3434994044897817,4.719696668263841,3.3030070449641267,4.232512425730691,3.930828531262873
6,2025-01-07,0.42417869824971716,0.3268828618074525,,0.14740933550826685,0.12469546368776871,3.631415079841456,4.822508167147838,3.0809487808641385,3.417621482353987,4.45902485672121
7,2025-01-08,0.4862224321660204,0.27128248354654694,,0.20139465379881835,0.06364622003390596,3.0078627665976407,4.4741598672594405,,3.0946275773331497,4.198278926515462
8,2025-01-09,0.5499758394417353,0.18104203330294907,,0.1182870259687086,0.0,3.341313634699561,3.530796727672919,1.9068781075923837,2.534631074845415,4.451106539314109
9,2025-01-10,0.5015214365770895,0.11087948751484111,,0.0476896472591591,0.08652411470609908,1.9666319893541795,3.941872086508546,1.9595420897009297,2.6224077607702845,2.5721642862795298
10,2025-01-11,0.5432857335713942,0.305811828186202,,0.05979092155984383,,1.5671247465602742,2.8596054537310787,1.5231906784800509,2.7163228825082566,
11,2025-01-12,0.5260103322834075,0.276326568716601,,0.14061814398442204,0.12228105124221643,1.3935074041159425,2.1778283927770694,1.492893061943173,2.632120597537185,
12,2025-01-13,0.284562808627527,,,0.16365808319433486,,1.3278440715296742,1.8584072450007825,1.7735164615233716,,
13,2025-01-14,0.2244179286473757,0.09905787841754102,,0.3823634952709264,0.10663840447199179,1.5350328825707613,1.6376967123158193,2.8468634361246377,2.9654554985464356,
14,2025-01-15,0.21794288067475004,0.169853249597929,0.3954049277261378,0.40344598874152615,0.1260035697259809,,1.0694307335084474,,2.493331732298735,
15,2025-01-16,0.21157767505052752,0.05943146564810514,0.36027905397330096,0.4353313020908573,0.19192523622660876,1.1002469680038809,0.16875980765852194,2.2794988489923127,2.346127549617692,
16,2025-01-17,0.3572282181534526,0.11923871682776355,0.4490875722355531,0.46061130572206,0.08926657428189244,,0.47544810292686457,2.128754815257702,3.1701827423846507,2.848773619017193
17,2025-01-18,0.42521614749135594,0.0,0.40463452347957335,0.4418860175157388,0.036493363862996675,2.2743190804200837,1.041637751341489,1.9289094748075923,3.598379111229954,3.328671819835475
18,2025-01-19,0.4888765993755909,0.01579925401170618,0.32254850170678034,0.421283937842931,,,1.6769135179638175,2.4698349852847397,3.4723911657551847,3.3746521258623297
19,2025-01-20,0.5270578889717916,0.07753511265845936,0.35614866589434574,0.35543218556568745,0.07320061689014273,3.1717601647835476,2.7782059634494956,,3.439680741730022,3.535911710432329
20,2025-01-21,0.4979092555812358,0.018703691984549603,0.3589687694743027,0.27917453572706175,0.10127956226703555,2.998824253225745,3.5140830382734305,2.5765166336333785,3.3143415736212476,
21,2025-01-22,0.48212470231698357,0.0,0.4225744411978747,0.33324733532874,0.07958008824247163,2.6186683627237657,4.234061025850668,2.193916039221666,3.449868721626926,
22,2025-01-23,0.4687530280974156,0.028981526965607237,0.4250538012391949,0.38458692867620753,0.0,,3.973492761223988,2.2136909374478493,2.655626348035912,
