t_index,date,P01,P02,P03,P04,P05,C01,C02,C03,C04,C05
0,2025-01-01,0.5228199162114529,0.588564114843325,0.5349161723681252,0.21213301334604812,,,,4.9019395591277135,4.858550645064723,5.855179255519971
1,2025-01-02,0.5782263083558156,0.47345855413209137,0.38883361890006596,0.2330385609743051,0.49461003134127624,5.20236178067904,,4.560034781471158,4.6297405267864535,5.8666233349013455
2,2025-01-03,0.4797737973156015,0.48708130472781586,,0.34782401416079956,0.4890751466006748,,,4.628532908113747,,4.902960578548695
3,2025-01-04,0.4074210001766387,0.32366591984463866,0.423282976632826,0.44845507266134754,0.43498493187990067,3.980702512767382,4.735282611710348,4.419355720894855,3.753937350809701,4.748630508728203
4,2025-01-05,0.3983157542009771,0.16783839684378807,0.44443057728151997,0.5210675329970742,0.45586683700076136,4.069213242506642,4.243786018775707,4.417899366992629,,4.052585253765065
5,2025-01-06,0.2986030546592922,0.03920281978801497,0.38763254760812044,0.41043220570456374,0.5411499040118493,3.8860432622643932,3.917912254272822,4.6383705560853,3.7957455116602032,4.052899309516219
6,2025-01-07,,0.0,0.3907100124925666,0.3734329490028522,0.5050162096543743,4.249167529087776,4.722435092160168,,3.4066857615560946,
7,2025-01-08,0.38115025457458945,0.14653200415091816,0.44256149304559733,0.4432574611130447,0.345455763309753,3.3660758013212515,3.8828865212697092,3.3997963217704528,2.8864795422990004,3.413119299498348
8,2025-01-09,,,0.4068932079137383,0.4802184449535967,0.3459108952965753,3.4021781808835643,,3.7990415729052973,2.5117692823416258,
9,2025-01-10,0.5044058390672566,0.10842375066449063,0.2742869782153795,0.5531085779436135,0.18889416436484327,,3.3542638751731744,3.665373741147572,2.2052452223729206,
10,2025-01-11,0.5678962742607201,0.12415161137578748,0.22041861424411008,0.41845622636264485,,,2.9045653298545098,3.5609335650154303,1.4187827501505654,3.3345156364132134
11,2025-01-12,0.4508789017493967,0.09165609047885212,0.04539807950985883,,0.31661039666412544,4.389906241611984,,3.9930769822787346,1.1356729577826499,2.3868884164183504
12,2025-01-13,0.3579435954285788,0.03667555286825686,0.0,0.3494852779116943,0.3621854501961712,4.716630050406508,4.414778423218925,4.232700859999348,1.7962578978572912,2.641867433065409
13,2025-01-14,0.19056847470630228,0.02285577193629165,0.023863731840858132,0.39762505652902813,0.29968112386157086,5.591010416595422,4.161051913756214,4.4852606202923155,2.6897662215723934,
14,2025-01-15,0.303660008277587,0.07035854284072414,0.37380688464841794,0.4551036545021083,0.3419912026700216,5.5916521301461595,4.38589798535262,5.1131056673861295,3.786902037290653,2.9597292145931684
15,2025-01-16,0.41982260626268675,,0.2478748200915326,0.5304640604895873,0.19739167995919554,,,3.24544923078922,3.383863098976384,3.051861882239098
16,2025-01-17,0.5444182876815633,,0.14502351249547124,0.4768458182687725,,3.4093115984117635,3.946382468103424,,2.6152578441653236,
17,2025-01-18,0.24713689978466824,,0.2183147179042984,0.5261428760156714,0.18631110416761495,2.7265906677841603,2.667282044290525,,3.295109535390763,
18,2025-01-19,0.329823576851918,0.041479072056460925,0.033961309157282044,0.4053306549702883,0.17999465350854793,2.6796404992093636,2.714824227542119,,2.115737063407302,4.385804563291813
19,2025-01-20,0.03292508068724864,0.09228034830858761,0.1876555843659245,0.45862697348859877,,3.2762202143667394,3.0951464438413954,3.458728091551293,2.6658537599825265,3.029916990182916
20,2025-01-21,0.14047443979035257,0.0,0.1096414647024176,0.4577481335230707,0.24712792226928265,2.3067695130269223,3.2234930035306406,3.6913617502159184,2.7553562470252575,
21,2025-01-22,0.20748246004536844,,0.045887311379164394,0.4626596228934267,0.2820876771394307,3.295656820728995,,,2.489338792869598,3.390521184777148
22,2025-01-23,0.18911671547265527,,0.0,0.5055930044106826,0.1210089406004628,,4.325848509032603,2.6586782535603346,2.4342459302144044,
23,2025-01-24,0.17657493817707226,0.06853781493099768,0.03919793430638073,0.5731838083980605,0.10659630875241413,4.6114139068056055,,,1.6880046555855301,
24,2025-01-25,0.1923611318396173,0.0,0.19950203388652143,0.7793546669850674,0.026107156568597106,4.704656277360718,4.008435807639126,2.4684035513510314,2.110099716464027,3.1640890113889357
25,2025-01-26,0.0,0.0,,0.5039363052554758,0.0,4.078579170073682,6.7244984750814965,,2.685886065998046,
26,2025-01-27,0.0,0.0,0.2482434498309038,0.7343181082566246,0.04236484468950641,,,4.581850762861772,2.506404486496965,
27,2025-01-28,0.0,0.0,0.33465908259923854,0.5475947907110614,0.12256071039018368,6.131146355553614,,5.12494106889,4.466892236978034,3.551944441104177
28,2025-01-29,0.0,0.029162313895363973,0.1272898461601282,0.5947395763723065,0.23258510930115694,,,,4.693835277557624,
29,2025-01-30,0.0332090106236296,0.0,,0.398118729066585,,3.618105932827387,7.511679817980967,3.1743540740003997,,4.756484034911793
