time_index,t,node,in_degree,out_degree,in_strength_abs,out_strength_abs,in_strength_signed,out_strength_signed,betweenness,closeness,harmonic,eigenvector,pagerank,katz,hits_hub,hits_authority,clustering,core_number,constraint,effective_size,participation_coeff,module_id
0,0.0,P01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03690005952458196,0.2656555488785089,0.0,0.0,0.0,0.0,,,0.0,0
0,0.0,P02,0.0,1.0,0.0,0.2025378694922948,0.0,-0.2025378694922948,0.0,0.0,0.0,0.0,0.03690005952458196,0.2656555488785089,-4.835383419688944,0.0,0.0,1.0,1.0,1.0,0.0,1
0,0.0,P03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03690005952458196,0.2656555488785089,0.0,0.0,0.0,0.0,,,0.0,2
0,0.0,P04,2.0,1.0,0.11541768895776938,0.10620797116940103,0.015723748812151273,-0.10620797116940103,0.01282051282051282,0.008713506812943212,0.11541768895976938,1.6052714713055135e-11,0.07587303193594488,0.2687216838295454,-2.53560612698585,-0.07260845012028719,0.14047207294821565,2.0,0.553170540797618,2.390350176887475,0.49913657908457043,3
0,0.0,P05,2.0,0.0,0.039201566949664556,0.0,-0.039201566949664556,0.0,0.0,0.0006789269035357181,0.044999072857658966,0.9999999992276666,0.24678906376934928,0.2666986955310153,0.0,-0.05324261427225764,0.0811626066885991,2.0,1.2980340064555933,1.4094968720412273,0.04922131837786914,3
0,0.0,P06,0.0,3.0,0.0,0.20550973124536517,0.0,0.029392189491054183,0.0,0.0,0.0,0.0,0.03690005952458196,0.2656555488785089,2.923911429467402,0.0,0.16752627517774868,2.0,0.6263160241468376,2.285586325126353,0.4897725091541514,3
0,0.0,P07,0.0,1.0,0.0,0.06557071888496033,0.0,0.06557071888496033,0.0,0.0,0.0,0.0,0.03690005952458196,0.2656555488785089,-0.10095802557878296,0.0,0.0,1.0,1.0,1.0,0.0,3
0,0.0,P08,0.0,1.0,0.0,0.011584560082609639,0.0,-0.011584560082609639,0.0,0.0,0.0,0.0,0.03690005952458196,0.2656555488785089,-7.219549845862072e-19,0.0,0.0,1.0,1.0,1.0,0.0,1
0,0.0,C01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03690005952458196,0.2656555488785089,0.0,0.0,0.0,0.0,,,0.0,4
0,0.0,C02,1.0,1.0,0.011584560082609639,0.16756704887231685,-0.011584560082609639,0.16756704887231685,0.01282051282051282,0.0008911200064315107,0.011584560083609639,-1.0506630288009686e-12,0.06826530290667207,0.26596329914523503,4.000491028341899,2.9389137174379905e-18,0.0,1.0,0.8790358334992998,2.0,0.0,1
0,0.0,C03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03690005952458196,0.2656555488785089,0.0,0.0,0.0,0.0,,,0.0,5
0,0.0,C04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03690005952458196,0.2656555488785089,0.0,0.0,0.0,0.0,,,0.0,6
0,0.0,C05,5.0,1.0,0.658538477544495,0.000989766145318119,0.04104679622110324,-0.000989766145318119,0.038461538461538464,0.02337816471232195,0.7099152494727352,3.9302249731698595e-05,0.24007200614221388,0.2831877106271255,0.0011174695643357887,1.1258510643925448,0.033505255035549734,2.0,0.25796850770520335,5.6695031201001225,0.4491962122664256,1
0,0.0,C06,0.0,1.0,0.0,0.06477462764227257,0.0,0.06477462764227257,0.0,0.0,0.0,0.0,0.03690005952458196,0.2656555488785089,1.5464276448799392,0.0,0.0,1.0,1.0,1.0,0.0,1
1,0.05263157894736842,P01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.04637120509885964,0.26569236737576496,0.0,0.0,0.0,0.0,,,0.0,0
1,0.05263157894736842,P02,0.0,1.0,0.0,0.20294475872228382,0.0,-0.20294475872228382,0.0,0.0,0.0,-0.0,0.04637120509885964,0.26569236737576496,-3.53627481564086,0.0,0.0,1.0,1.0,1.0,0.0,1
1,0.05263157894736842,P03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.04637120509885964,0.26569236737576496,0.0,0.0,0.0,0.0,,,0.0,2
1,0.05263157894736842,P04,2.0,1.0,0.13023628284019986,0.08328855931869868,0.029010393494957994,-0.08328855931869868,0.00641025641025641,0.009521089187950891,0.13023628284219985,-0.0,0.09507018790773998,0.2691526460063682,-1.451287712991741,-0.08791069793036817,0.13214258226667686,2.0,0.5143982422589441,2.465652407947325,0.4758285745843672,3
1,0.05263157894736842,P05,1.0,0.0,0.040731772004018646,0.0,-0.040731772004018646,0.0,0.0,0.0031332132311552804,0.040731772005018645,-3.469446951953615e-18,0.053842673124489766,0.2667745794688807,0.0,-0.06589925236785331,0.0,1.0,1.0,1.0,0.0,3
1,0.05263157894736842,P06,0.0,3.0,0.0,0.21487649566151557,0.0,0.032187062308236425,0.0,0.0,0.0,-0.0,0.04637120509885964,0.26569236737576496,2.260250033171905,0.0,0.13214258226667686,2.0,0.5776022411339284,2.32843590640003,0.48878098159455075,3
1,0.05263157894736842,P07,0.0,1.0,0.0,0.07962333816757892,0.0,0.07962333816757892,0.0,0.0,0.0,-0.0,0.04637120509885964,0.26569236737576496,-0.10570998171401041,0.0,0.0,1.0,1.0,1.0,0.0,3
1,0.05263157894736842,P08,0.0,1.0,0.0,0.006391603564102976,0.0,-0.006391603564102976,0.0,0.0,0.0,-0.0,0.04637120509885964,0.26569236737576496,-9.703721211526597e-20,0.0,0.0,1.0,1.0,1.0,0.0,1
1,0.05263157894736842,C01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.04637120509885964,0.26569236737576496,0.0,0.0,0.0,0.0,,,0.0,4
1,0.05263157894736842,C02,1.0,1.0,0.006391603564102976,0.15562338151583072,-0.006391603564102976,0.15562338151583072,0.00641025641025641,0.000491661812700229,0.006391603565102977,-0.0,0.08578620689735907,0.2658621874039923,2.711708586336969,1.0052974754847392e-18,0.0,1.0,0.924211326920092,2.0,0.0,1
1,0.05263157894736842,C03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.04637120509885964,0.26569236737576496,0.0,0.0,0.0,0.0,,,0.0,5
1,0.05263157894736842,C04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.04637120509885964,0.26569236737576496,0.0,0.0,0.0,0.0,,,0.0,6
1,0.05263157894736842,C05,5.0,0.0,0.6297400317698196,0.0,0.05727339568785465,0.0,0.0,0.016077523439917092,0.6765868413158888,1.0,0.30158888108181503,0.28245554232188885,0.0,1.1538099502982213,0.03964277468000306,2.0,0.2589800509639246,4.826606747191065,0.44112182462829685,1
1,0.05263157894736842,C06,0.0,1.0,0.0,0.06435155322813045,0.0,0.06435155322813045,0.0,0.0,0.0,-0.0,0.04637120509885964,0.26569236737576496,1.1213138908377378,0.0,0.0,1.0,1.0,1.0,0.0,1
2,0.10526315789473684,P01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.046382529256073474,0.26574147160843403,0.0,0.0,0.0,0.0,,,0.0,0
2,0.10526315789473684,P02,0.0,1.0,0.0,0.20356656973877332,0.0,-0.20356656973877332,0.0,0.0,0.0,-0.0,0.046382529256073474,0.26574147160843403,-2.9171971627908286,0.0,0.0,1.0,1.0,1.0,0.0,1
2,0.10526315789473684,P03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.046382529256073474,0.26574147160843403,0.0,0.0,0.0,0.0,,,0.0,2
2,0.10526315789473684,P04,2.0,1.0,0.14202851363149405,0.06052313206127807,0.041600313602971034,-0.06052313206127807,0.00641025641025641,0.009987979564692075,0.14202851363349406,0.9888228235293404,0.09480607347844268,0.2695157582307132,-0.8673227109880707,-0.10176358483992809,0.11966508062525838,2.0,0.4995142978754938,2.5448019172363434,0.41903990259578294,3
2,0.10526315789473684,P05,1.0,0.0,0.041354590852294947,0.0,-0.041354590852294947,0.0,0.0,0.0031811223733303807,0.041354590853294945,0.1490194083428361,0.05379371601765108,0.2668404345915194,0.0,-0.07569849941690093,0.0,1.0,1.0,1.0,0.0,3
2,0.10526315789473684,P06,0.0,3.0,0.0,0.21999037915444503,0.0,0.036852997421332134,0.0,0.0,0.0,-0.0,0.046382529256073474,0.26574147160843403,1.9406297276295432,0.0,0.11966508062525838,2.0,0.5429072250012869,2.547327398075473,0.4859683655683432,3
2,0.10526315789473684,P07,0.0,1.0,0.0,0.09181441361723254,0.0,0.09181441361723254,0.0,0.0,0.0,-0.0,0.046382529256073474,0.26574147160843403,-0.1137144500197418,0.0,0.0,1.0,1.0,1.0,0.0,3
2,0.10526315789473684,P08,0.0,1.0,0.0,0.0007158871934793105,0.0,-0.0007158871934793105,0.0,0.0,0.0,-0.0,0.046382529256073474,0.26574147160843403,-1.7479910013377254e-23,0.0,0.0,1.0,1.0,1.0,0.0,1
2,0.10526315789473684,C01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.046382529256073474,0.26574147160843403,0.0,0.0,0.0,0.0,,,0.0,4
2,0.10526315789473684,C02,1.0,1.0,0.0007158871934793105,0.14392896301145425,-0.0007158871934793105,0.14392896301145425,0.00641025641025641,5.506824572917773e-05,0.0007158871944793105,-0.004758109352876211,0.0858071675383643,0.2657604957000641,2.06256441359324,2.006236864820298e-21,0.0,1.0,0.9901504399275769,2.0,0.0,1
2,0.10526315789473684,C03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.046382529256073474,0.26574147160843403,0.0,0.0,0.0,0.0,,,0.0,5
2,0.10526315789473684,C04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.046382529256073474,0.26574147160843403,0.0,0.0,0.0,0.0,,,0.0,6
2,0.10526315789473684,C05,5.0,0.0,0.5988976535757957,0.0,0.0707182499756929,0.0,0.0,0.002540921751703629,0.6360875177267585,2.2204460492503123e-16,0.30176775040480736,0.28167978296538687,0.0,1.177462084256829,0.03589952418757751,2.0,0.26401732370354886,4.8432118486727465,0.4319103940608453,1
2,0.10526315789473684,C06,0.0,1.0,0.0,0.062457300476401495,0.0,0.062457300476401495,0.0,0.0,0.0,-0.0,0.046382529256073474,0.26574147160843403,0.8950401825758576,0.0,0.0,1.0,1.0,1.0,0.0,1
3,0.15789473684210525,P01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04639471333674602,0.26577008145241443,-0.0,-0.0,0.0,0.0,,,0.0,0
3,0.15789473684210525,P02,0.0,1.0,0.0,0.20433493218669943,0.0,-0.20433493218669943,0.0,0.0,0.0,0.0,0.04639471333674602,0.26577008145241443,-2.597038937020911,-0.0,0.0,1.0,1.0,1.0,0.0,1
3,0.15789473684210525,P03,0.0,1.0,0.0,0.012337646252451467,0.0,0.012337646252451467,0.0,0.0,0.0,0.0,0.04639471333674602,0.26577008145241443,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,1
3,0.15789473684210525,P04,2.0,1.0,0.15075488941974344,0.03829274802208385,0.05331864256348293,-0.03829274802208385,0.00641025641025641,0.010145944196120707,0.15075488942174342,1.196777954515227e-09,0.09452190183442417,0.26977669537645793,-0.486689948481337,-0.11208837180467732,0.10223186994423938,2.0,0.5112903049275762,2.6310566404587865,0.6012398769420382,2
3,0.15789473684210525,P05,1.0,0.0,0.040378059633098214,0.0,-0.040378059633098214,0.0,0.0,0.0031060045872383243,0.04037805963409821,-3.595209130402566e-10,0.05359887925774433,0.26684320947217227,-0.0,-0.08119516350312023,0.0,1.0,1.0,1.0,0.0,3
3,0.15789473684210525,P06,0.0,3.0,0.0,0.22102614793414269,0.0,0.04283378181168576,0.0,0.0,0.0,0.0,0.04639471333674602,0.26577008145241443,1.7698743874499934,-0.0,0.10223186994423938,2.0,0.5129629111778227,2.734687275748999,0.5617556228986316,3
3,0.15789473684210525,P07,0.0,1.0,0.0,0.10203676599161318,0.0,0.10203676599161318,0.0,0.0,0.0,0.0,0.04639471333674602,0.26577008145241443,-0.12181743217853187,-0.0,0.0,1.0,1.0,1.0,0.0,2
3,0.15789473684210525,P08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04639471333674602,0.26577008145241443,-0.0,-0.0,0.0,0.0,,,0.0,4
3,0.15789473684210525,C01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04639471333674602,0.26577008145241443,-0.0,-0.0,0.0,0.0,,,0.0,5
3,0.15789473684210525,C02,1.0,1.0,0.012337646252451467,0.1324374839288095,0.012337646252451467,0.1324374839288095,0.00641025641025641,0.0009490497118039592,0.012337646253451469,3.349828817111878e-10,0.08582971979979688,0.26609797917735895,1.6832427955585143,-0.0,0.0,1.0,0.8440859321135974,2.0,0.0,1
3,0.15789473684210525,C03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04639471333674602,0.26577008145241443,-0.0,-0.0,0.0,0.0,,,0.0,6
3,0.15789473684210525,C04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04639471333674602,0.26577008145241443,-0.0,-0.0,0.0,0.0,,,0.0,7
3,0.15789473684210525,C05,5.0,0.0,0.5661962268519283,0.0,0.08094086643436171,0.0,0.0,0.02009730286986647,0.6053259904375381,1.0,0.3021023657405745,0.2808375682059724,-0.0,1.1932835353077975,0.030669560983271817,2.0,0.27276647967568757,4.863772863535314,0.45203107430359,1
3,0.15789473684210525,C06,0.0,1.0,0.0,0.059201097841421274,0.0,0.059201097841421274,0.0,0.0,0.0,0.0,0.04639471333674602,0.26577008145241443,0.7524291346722722,-0.0,0.0,1.0,1.0,1.0,0.0,1
4,0.21052631578947367,P01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0464079646989484,0.26580074070627735,0.0,0.0,0.0,0.0,,,0.0,0
4,0.21052631578947367,P02,0.0,2.0,0.0,0.2054379885357812,0.0,-0.20493092909016758,0.0,0.0,0.0,0.0,0.0464079646989484,0.26580074070627735,-2.4438935779407225,0.0,0.0,2.0,0.9975348586190551,2.0,0.0,1
4,0.21052631578947367,P03,0.0,1.0,0.0,0.025591951359400008,0.0,0.025591951359400008,0.0,0.0,0.0,0.0,0.0464079646989484,0.26580074070627735,-4.259831401177267e-18,0.0,0.0,1.0,1.0,1.0,0.0,1
4,0.21052631578947367,P04,2.0,1.0,0.15631877894897528,0.016922178382442733,0.06399421968397312,-0.016922178382442733,0.00641025641025641,0.010009280461898258,0.1563187789509753,0.9917477855926526,0.09421283649310157,0.26995570542937114,-0.20155567699142604,-0.11640108822523504,0.07653786183567611,2.0,0.5573655047140362,2.7284699389553175,0.5151418640696341,2
4,0.21052631578947367,P05,1.0,0.0,0.037819322405085856,0.0,-0.037819322405085856,0.0,0.0,0.002909178646621989,0.037819322406085855,0.027306122892615102,0.05325589715633055,0.26680598109710546,0.0,-0.0807008020705339,0.0,1.0,1.0,1.0,0.0,3
