time_index,t,node,degree,strength_abs,strength_signed,betweenness,closeness,harmonic,eigenvector,pagerank,katz,hits_hub,hits_authority,clustering,core_number,constraint,effective_size,participation_coeff,module_id
0,0.0,P01,13.0,1.7651640434501636,0.7008508340322582,0.07692307692307693,0.12320479302569504,2.0489647747881548,0.3718425326210068,0.09392603395613788,0.2804462412489656,,,0.21267072291631592,13.0,0.3184116685627851,8.284959598375577,0.46452321329859614,0
0,0.0,P02,13.0,0.6735590021619937,-0.03530720465127467,0.0,0.06756072180842133,0.9420949319904824,0.1226018986385797,0.04319134459005759,0.2507591700852761,,,0.11482227791341242,13.0,0.33123072732167835,8.32345271085477,0.3545293815892363,1
0,0.0,P03,13.0,1.4010080621964165,0.5951019427810902,0.01282051282051282,0.10638168252637022,1.7152705079051462,0.305809303169781,0.07661878585099213,0.27079876514574547,,,0.17992937580564602,13.0,0.34119728407706434,8.074470516557284,0.4516290362552343,0
0,0.0,P04,13.0,1.1975545160972372,0.49559358364644224,0.038461538461538464,0.10478785730322136,1.495916218737873,0.2177024196222048,0.06861882428341196,0.2646883120819598,,,0.15423496063315795,13.0,0.3022717815099381,8.47447314632144,0.4156531626059651,1
0,0.0,P05,13.0,1.2026154208325348,0.15413809884225854,0.05128205128205128,0.10146276115787062,1.4229342837507701,0.2350532543264575,0.06821968628034371,0.2650296895502131,,,0.16709467223680585,13.0,0.30386633035168653,8.41400124998374,0.4934053186057037,1
0,0.0,P06,13.0,1.252553407593164,0.14378771968112602,0.02564102564102564,0.10732005227969621,1.5956280872271564,0.2649290475510636,0.06976915964793341,0.26669472567317865,,,0.17116716385466169,13.0,0.3259844978996931,8.065619733086823,0.4988539939062868,0
0,0.0,P07,13.0,1.268033221480188,0.7233041565763785,0.02564102564102564,0.10148187773929501,1.4989540369776018,0.24129831136514707,0.07146199276352072,0.2666848576584206,,,0.16735909197070756,13.0,0.3016554915134437,8.530857779407842,0.4737602800504107,1
0,0.0,P08,13.0,0.892832106963203,-0.160861711534012,0.0,0.09367445166445695,1.3425803310391355,0.17650871296980006,0.053519042484694974,0.2568002249110496,,,0.1275839969570935,13.0,0.3376007180572547,8.092946561642712,0.49909878802025753,1
0,0.0,C01,13.0,1.50377864552882,1.0932765730777458,0.14102564102564102,0.12710204963670618,1.8546201547466823,0.2989077389746116,0.08262109646673835,0.27319752724738716,,,0.19402942066580606,13.0,0.2995409211079773,8.365548826313864,0.49913252536412367,1
0,0.0,C02,13.0,1.553025189015555,0.5736330367941466,0.05128205128205128,0.11054841701932316,1.8386860673865524,0.3359733059147276,0.08354995238079747,0.27486554639470123,,,0.19138133179412622,13.0,0.33978441203249155,8.058645379328997,0.4423214022898636,0
