t_index,date,P01,P02,P03,P04,P05,P06,C01,C02,C03,C04,C05,C08
0,2025-01-01,0.5915293305751638,0.4266828548305503,0.34877762938794954,0.6266597742048284,0.4492779143575295,,3.4546142773170327,,4.762286575826904,5.847661573347311,5.537142379644527,4.823372658245373
1,2025-01-02,0.4686026693095265,0.3686771239481077,,0.4773531584359564,0.39494964486267936,,3.9749222898407144,,4.619255226855572,6.06915065562473,5.428944711653357,
2,2025-01-03,0.43948681818321517,0.2934087433495521,,,0.3706000655143339,0.24677079996076504,4.385893172291408,5.492841486781973,4.928874715874665,5.610241078357604,,6.227726729366274
3,2025-01-04,0.3454349134929485,,0.1516986648392634,0.5631578774880328,0.37934930734805955,0.12543240314029835,4.855930326315525,5.297093673369425,4.649836822365781,5.212378254289057,,6.525860758947019
4,2025-01-05,0.19410116131428085,0.3195929486679152,0.23706712378278105,0.5264009256783925,0.26207434304190763,0.21234225180846011,4.436067558072883,5.110191006991475,4.258281842166943,7.248178484467285,4.3961104156754525,6.053901631439464
5,2025-01-06,0.20809521332538272,0.2861533369426554,0.14753700730059927,0.4933938597235878,0.33118065227175497,,4.568080855336742,4.978440176240166,4.45649102415679,4.234906276841077,4.027175764956802,5.645796046766003
6,2025-01-07,0.2458652661964457,0.3313911543622734,0.25498425956305304,,0.25668899251634725,0.25564641616678696,,4.215157425860243,,4.456597106514996,4.980675973686222,4.996195436371443
7,2025-01-08,0.051347293765483276,0.45756473132721875,0.23884848494953279,0.5934260134777136,0.4282855050851041,0.19710012227931373,,4.280400954733716,3.7125403071447636,5.331849409112721,4.437615611432418,5.324313774843089
8,2025-01-09,0.016115167253041074,0.47276558213848263,0.20933595484097361,,0.37523340371678865,0.14241572179927697,4.154252112245112,5.137091190357202,,4.812901636586566,4.3537596187781045,4.497779034906969
9,2025-01-10,0.012105960208210392,0.46521868432618396,0.22296803177127617,0.6202745203641861,0.29553712010599636,0.0,4.051808179102761,4.604583615879125,,4.333668468783034,3.983791789228273,
10,2025-01-11,0.003662308349255086,0.41869867704942193,0.22134179749225094,,0.19360546102041934,0.0,,,1.6714790156449415,3.7001717936170366,3.7274141571989983,
11,2025-01-12,0.09406496132088989,0.582871819448316,0.12078164456735595,0.7753312702162509,0.13392887713039006,0.0,3.56496693256206,,1.3516259172702612,3.186887737393222,3.5679350406558235,4.61567493059899
12,2025-01-13,0.1361594596893991,0.5965351129208374,0.18207057740615865,0.6833168266170809,0.03066760958444123,0.0,3.0685015208628195,4.607167701172755,2.270987510823067,,3.596213962432916,4.069956530801708
13,2025-01-14,0.1684839062714465,0.6451375527024727,0.18862392884352214,0.5041109257888209,0.0,0.0,3.760449856838893,4.527628905898153,1.423729591631186,,3.8778199337349317,4.391055597518787
14,2025-01-15,0.09984013369426645,0.5888944967061376,0.10325780581141368,0.44205744223564847,0.0,0.0,3.8260511874852163,4.333168031028062,2.903048164726937,,3.369265306384301,4.3938814295368385
15,2025-01-16,0.06864714719523622,0.4097632147377981,0.208141896190418,0.2857998845914892,0.07796238088307796,0.0,2.8879131297243408,,3.6879152816946834,,2.6011466536022834,4.437391655688826
16,2025-01-17,,0.46414633720700105,0.304668461131402,0.4539532494567501,0.054620020151922084,0.0,2.9647334626621595,4.6741802146146085,2.428388303632432,,2.7604225455645244,4.078517483896201
17,2025-01-18,0.18265442932923617,0.5233037678963736,0.18804394730699803,0.2664431393908715,,,2.6410706702675997,4.532654599864849,1.5465929383061234,,2.56977159218839,
18,2025-01-19,0.24827325452457133,0.4472045461213923,0.10173296829960311,0.23683075796568454,0.06328485317163023,0.0,3.764222703714119,,1.2789918129568143,4.5512502990185695,2.2422084081202036,3.5828366314918365
19,2025-01-20,0.23673910277081422,0.41572863983870495,0.0,0.3091394714646681,0.10051703203541217,0.0,2.895280826997748,3.798950727046475,,2.0576571850075562,2.6762948421883563,3.77352481478361
20,2025-01-21,0.11866776459380998,0.23740768419666297,0.0,,0.0170473367513541,0.0,3.3767169520429916,2.689667815686634,0.545583647312991,4.0749904981806715,2.591041386057871,3.9653621097739746
21,2025-01-22,0.05990012238848884,0.3252451848681867,0.0019659788271775627,0.1912522121993777,0.07006180411803473,0.0,3.1404686110818365,2.2736017366319987,,4.196345218688484,3.0791700307358547,
22,2025-01-23,,0.5037647948346604,0.018251235945589344,0.14325386567220305,0.05857300247483753,0.0,3.663826816058191,2.340224904494596,,3.3821776137878565,,3.675763477943108
23,2025-01-24,0.13995450670502083,0.17620834527252965,0.15295502635847347,0.006076073190902503,0.04575635489969699,0.0,3.418551904917795,,,,2.8649642082850484,
24,2025-01-25,0.1572248227862754,0.1812215204964802,0.10663942297610049,0.0,6.263713043289099e-05,0.0,4.286966163945052,1.841973918952529,,3.5862649390115298,3.2986021818716904,3.1456438839846848
25,2025-01-26,0.05939185212427664,0.21751546923843448,0.3774356195703266,0.0,0.24839595853545882,0.0,3.90394664369321,,,3.9613831522683722,3.3069842013942914,3.244153717663471
26,2025-01-27,0.11761643892242996,0.18729197293836644,0.4524230666752171,0.0,0.18984548434910192,0.05174830301083752,3.7744264976259556,3.6949551741934292,,4.282426161171724,3.618588496037041,3.1915074073235874
27,2025-01-28,0.13253983999454055,0.136153543591704,0.4181392791475979,,0.15253822569613973,0.0832543113383573,4.920649577768074,,,5.3658963626149365,3.6761526717652773,
28,2025-01-29,0.1293782654233521,0.0,0.39542618479046465,0.0,0.2031489995156337,0.220202057176698,4.362879736847892,3.9957602707902837,3.6185807011695545,4.633496165786871,3.807158957655457,
29,2025-01-30,0.23051971965490287,0.004277831073515247,,0.0,0.0014981565187793533,0.18664037294731517,4.126421548246834,4.118124380347999,,4.063658613308837,,3.626373456905906
30,2025-01-31,0.047437226525152226,0.1291294697635039,0.4949193545556754,0.04868753358108471,,0.18316187453246932,3.384139017316251,3.4832308407231833,,,3.992956748975206,3.485576373909558
31,2025-02-01,0.126946601721755,0.15707692560250938,0.586503322860352,,0.013684148108272717,0.21033608940237722,3.1685250905323437,,,4.350436644242144,3.9348725571696117,3.507967800742668
