predictor,criterion,predictor_label,criterion_label,beta_abs_recent,beta_last_abs,beta_signed_recent,pcorr_abs_recent,pcorr_last_abs,focus_recent,stability_recent,precision_recent,ci_width_recent,change_last,local_pred_out_strength_abs,local_crit_in_strength_abs,local_pr_mean_pagerank,local_pr_mean_eigenvector,local_pr_mean_katz,local_pr_mean_betweenness,local_pr_mean_closeness,local_pr_mean_participation,local_pr_mean_core_number,edge_impact,beta_abs_recent_norm,beta_last_abs_norm,pcorr_abs_recent_norm,pcorr_last_abs_norm,focus_recent_norm,stability_recent_norm,precision_recent_norm,change_last_norm,contrib__beta_abs_recent,contrib__beta_last_abs,contrib__pcorr_abs_recent,contrib__pcorr_last_abs,contrib__focus_recent,contrib__stability_recent,contrib__precision_recent,contrib__change_last,local_pred_out_strength_abs_norm,local_crit_in_strength_abs_norm,local_pr_mean_pagerank_norm,local_pr_mean_eigenvector_norm,local_pr_mean_katz_norm,local_pr_mean_betweenness_norm,local_pr_mean_closeness_norm,local_pr_mean_participation_norm,local_pr_mean_core_number_norm,contrib__local_pred_out_strength_abs,contrib__local_crit_in_strength_abs,contrib__local_pr_mean_pagerank,contrib__local_pr_mean_eigenvector,contrib__local_pr_mean_katz,contrib__local_pr_mean_betweenness,contrib__local_pr_mean_closeness,contrib__local_pr_mean_participation,contrib__local_pr_mean_core_number,edge_impact_pct,edge_impact_signed,edge_impact_signed_pct,edge_rank
P02,C05,Positive-event noticing / savoring practice engagement,External presentation of being 'fine' despite internal disengagement,0.20878220552460705,0.20972079558717588,-0.20878220552460705,0.04939111853923372,0.04156831343339716,0.9942506657422703,0.9956465632029123,0.8257747280160763,0.21098402030599783,2.1845094209799187e-05,0.215837574041705,0.3180540074954936,0.11236530994149388,0.34569888626300194,0.2699575268350505,0.06684397367400507,0.007304596553256126,0.301915078338687,2.2901740551633325,0.8040422470430384,1.0,1.0,0.1252823577147157,0.10966203628385332,1.0,0.8905452777985313,0.008241283946866816,0.997270974728918,0.168,0.072,0.009020329755459529,0.003947833306218719,0.06,0.06411926000149425,0.0003955816294496072,0.07180351018048209,1.0,1.0,0.8217006562233513,0.8631183895116505,0.8548128570044325,0.5417264065949183,0.9257823993542637,0.603021227825199,0.9238969849382892,0.08,0.08,0.03652002916548229,0.03836081731162892,0.030393346026824267,0.014446037509197823,0.02057294220787253,0.013400471729448868,0.04106208821947953,80.40422470430384,-0.8040422470430384,-80.40422470430384,1
P03,C02,Self-compassion / guilt-reduction practice use,Guilt about not enjoying positive experiences,0.09668736854273104,0.10118547898145425,0.09668736854273104,0.2865653073244336,0.34569744447734246,0.9733282596800257,0.9610337001414919,0.8016452041393108,0.2474346441998035,0.0033091558124906245,0.10324249764183975,0.10712224564447614,0.08755336231985791,0.3949957739827973,0.2679966879041754,0.10410355281865691,0.004610438650216962,0.363046878595392,2.3346733803782147,0.6745878791020931,0.934962853826664,0.9395332939766582,0.8921395404602546,0.9635438707361824,0.9987119172141559,0.020303790999024504,0.0,0.5865996387333676,0.15707375944287957,0.06764639716631939,0.06423404691313832,0.034687579346502566,0.05992271503284935,0.001461872951929764,0.0,0.042235173988802464,0.47318126706216307,0.3362836425691832,0.5566896954879877,0.9864413689836087,0.48120021145603187,0.843690769451472,0.5608284652072881,0.8285161659149934,0.9788276726377414,0.037854501364973044,0.026902691405534657,0.02474176424391057,0.043841838621493726,0.017109340851770023,0.022498420518705924,0.012462854782384182,0.018411470353666526,0.04350345211723296,67.45878791020931,0.6745878791020931,67.45878791020931,2
P05,C05,Brief mindful present-moment check-ins (attention),External presentation of being 'fine' despite internal disengagement,0.0,0.0,0.0,0.2841210985100494,0.34168933280670655,0.0,1.0,0.9740948148494146,0.026594110507189263,0.0,0.025444596396843107,0.3180540074954936,0.10853188137060057,0.3431141586797678,0.2702095700901572,0.07172324368021338,0.0068932036266111905,0.37010891268580026,2.236179598122151,0.5684030427926081,0.0,0.0,0.8842366607453882,0.9522905792995332,0.0,1.0,0.8525375057733651,1.0,0.0,0.0,0.06366503957366794,0.03428246085478319,0.0,0.072,0.04092180027712152,0.072,0.10917430450583988,1.0,0.7807566479586812,0.8566523361473974,0.9028364584590605,0.5812696782166877,0.8700546089044384,0.8545656677015857,0.8572453527414324,0.008733944360467191,0.08,0.03470029546483028,0.03807343716210656,0.03210085185632215,0.015500524752445007,0.01933454686454308,0.01899034817114635,0.03809979345517478,56.84030427926081,0.0,0.0,3
P03,C05,Self-compassion / guilt-reduction practice use,External presentation of being 'fine' despite internal disengagement,0.0,0.0,0.0,0.1407811777379482,0.1745513032068863,0.0,1.0,1.0,0.0,0.0,0.10324249764183975,0.3180540074954936,0.11337167909089474,0.48532745340852,0.270799923337227,0.05268508335186446,0.007572946420823828,0.3132925584078543,2.378824076846917,0.56608141932825,0.0,0.0,0.42077455982590745,0.48302896390754907,0.0,1.0,1.0,1.0,0.0,0.0,0.030295768307465335,0.017389042700671764,0.0,0.072,0.048,0.072,0.47318126706216307,1.0,0.8324494639833915,1.0,1.0,0.4269779206208165,0.9621334015676737,0.6449889787018527,1.0,0.037854501364973044,0.08,0.03699775395481741,0.04444444444444445,0.035555555555555556,0.011386077883221775,0.02138074225705942,0.01433308841559673,0.04444444444444445,56.60814193282499,0.0,0.0,4
P08,C05,Morning light exposure / early activity (minutes bright),External presentation of being 'fine' despite internal disengagement,0.0,0.0,0.0,0.20744999402258218,0.17835836950677006,0.0,1.0,0.9759178731467267,0.024676386728755547,0.0,0.049821080407555444,0.3180540074954936,0.101315284406396,0.3401810130894454,0.26975329795587055,0.0758721986783352,0.006583694822183352,0.3160943108801818,2.0785116113626194,0.5237123168575681,0.0,0.0,0.6363353714592375,0.4937177944870724,0.0,1.0,0.8629150700362529,1.0,0.0,0.0,0.045816146745065095,0.017773840601534606,0.0,0.072,0.04141992336174014,0.072,0.22322892243954454,1.0,0.7036777614525657,0.8493146669728313,0.8158996700790054,0.6148942274276307,0.8281281666192088,0.6553237144308421,0.6626174364962507,0.017858313795163564,0.08,0.03127456717566959,0.037747318532125845,0.029009766047253527,0.01639717939807015,0.018402848147093535,0.014562749209574273,0.029449663844277815,52.37123168575681,0.0,0.0,5
P02,C04,Positive-event noticing / savoring practice engagement,General emotional blunting (low affect intensity),0.0012039392605976452,0.0,0.0012039392605976452,0.10425751601995975,0.08777788658597617,0.005749334252795633,0.9961325218007541,0.9711806689815466,0.02967453115461571,0.0,0.215837574041705,0.20860511524319922,0.1289984032868358,0.16328452161027585,0.2685064529775897,0.05397692494362974,0.00783638370985753,0.32121485342675865,2.2614517108375467,0.5136602956396515,0.01164204284269937,0.0,0.3026823151678095,0.23940138403177366,0.0058992724984705145,0.9027633174318997,0.8359490422778111,1.0,0.0019558631975734944,0.0,0.021793126692082283,0.008618449825143851,0.00035395634990823086,0.06499895885509678,0.04012555402933493,0.072,1.0,0.6556089066290592,0.9993550715343975,0.4067836392262867,0.5783293915674681,0.43744744636759325,0.9978189398671954,0.6742116977664853,0.8884416579521572,0.08,0.05244871253032474,0.044415780957084344,0.018079272854501633,0.020562822811287754,0.011665265236469154,0.02217375421927101,0.014982482172588565,0.039486295908984774,51.36602956396516,0.5136602956396515,51.36602956396516,6
P07,C05,Sleep quality and regularity (previous night),External presentation of being 'fine' despite internal disengagement,0.0,0.0,0.0,0.0824240342392914,0.13244451638054408,0.0,1.0,0.9856650310314349,0.014543448856620745,0.0,0.07770789376156338,0.3180540074954936,0.098090471975624,0.3299799221516738,0.26979726747534793,0.032622032497353466,0.005921151075119238,0.35912274920903775,2.169845651751509,0.4978966663774494,0.0,0.0,0.23208794563035087,0.36480871892557454,0.0,1.0,0.918399723202972,1.0,0.0,0.0,0.016710332085385263,0.013133113881320683,0.0,0.072,0.04408318671374266,0.072,0.3537079464481822,1.0,0.669234248452199,0.8237952277850868,0.8242774966494447,0.2643800999443946,0.7383791779787267,0.8140413539625149,0.7753616550816903,0.028296635715854578,0.08,0.029743744375653296,0.036613121234892756,0.02930764432531359,0.00705013599851719,0.01640842617730504,0.018089807865833668,0.03446051800363069,49.789666637744936,0.0,0.0,7
P01,C05,Behavioral activation: planned pleasant/activity adherence,External presentation of being 'fine' despite internal disengagement,0.0,0.0,0.0,0.2217121649304603,0.2104274997199911,0.0,1.0,0.9954284736227647,0.004592521209080733,0.0,0.002823623311275542,0.3180540074954936,0.0977289661318051,0.3300161697598062,0.270088716082638,0.014513162547024942,0.0065729115100217955,0.24967500611630208,1.9242596516107673,0.49025273776739925,0.0,0.0,0.6824493615956435,0.5837560214788795,0.0,1.0,0.9739770753194272,1.0,0.0,0.0,0.04913635403488633,0.02101521677323966,0.0,0.072,0.046750899615332506,0.072,0.003333509687800404,1.0,0.6653730839663303,0.8238859061877281,0.8798092812833052,0.11761962915716495,0.826667445927205,0.41032492570213064,0.472206319310956,0.00026668077502403235,0.08,0.029572137065170243,0.036617151386121254,0.03128210777896196,0.0031365234441910654,0.018370387687271224,0.009118331682269571,0.020986947524931382,49.02527377673992,0.0,0.0,8
P03,C04,Self-compassion / guilt-reduction practice use,General emotional blunting (low affect intensity),0.0,0.0,0.0,0.01908458350380634,0.02755425919583442,0.0,1.0,1.0,0.0,0.0,0.10324249764183975,0.20860511524319922,0.13000477243623665,0.3029130887557939,0.26934884947976623,0.039818034621489126,0.008104733577425232,0.33259233349592593,2.3501017325211313,0.48221006558024265,0.0,0.0,0.027291997991823764,0.07031576813976216,0.0,1.0,1.0,1.0,0.0,0.0,0.001965023855411311,0.0025313676530314376,0.0,0.072,0.048,0.072,0.47318126706216307,0.6556089066290592,1.0,0.756083802304759,0.7388372134100524,0.3226989603934915,1.0,0.7161794486431389,0.9978726803808318,0.037854501364973044,0.05244871253032474,0.04444444444444445,0.03360372454687818,0.026269767587912975,0.008605305610493106,0.022222222222222227,0.01591509885873642,0.044349896905814756,48.221006558024264,0.0,0.0,9
P02,C02,Positive-event noticing / savoring practice engagement,Guilt about not enjoying positive experiences,0.0,0.0,0.0,0.038094116780496914,0.019570278124911515,0.0,1.0,1.0,0.0,0.0,0.215837574041705,0.10712224564447614,0.08654699317045705,0.2553672068372792,0.26715429140199887,0.11826244314079752,0.0043420887826492605,0.3516693985262247,2.2460233586946305,0.4643334514937809,0.0,0.0,0.08875567246895211,0.04789970960675948,0.0,1.0,1.0,1.0,0.0,0.0,0.0063904084177645515,0.0017243895458433412,0.0,0.072,0.048,0.072,1.0,0.3362836425691832,0.5459408877279475,0.6371412059051363,0.3206923896134476,0.9584392554255738,0.5244774629938782,0.7865484150383398,0.8693966502090674,0.08,0.026902691405534657,0.024264039454575448,0.028317386929117176,0.011402396075144804,0.02555838014468197,0.011655054733197296,0.017478853667518668,0.038639851120403,46.43334514937809,0.0,0.0,10
P07,C04,Sleep quality and regularity (previous night),General emotional blunting (low affect intensity),0.0,0.0,0.0,0.13366167169699816,0.13298548225869739,0.0,1.0,1.0,0.0,0.0,0.07770789376156338,0.20860511524319922,0.1147235653209659,0.1475655574989477,0.2683461936178872,0.01975498376697813,0.006452938231720641,0.37842252429710943,2.141123307425723,0.4628548403654113,0.0,0.0,0.39775500456541746,0.366327550531176,0.0,1.0,1.0,1.0,0.0,0.0,0.028638360328710054,0.013187791819122335,0.0,0.072,0.048,0.072,0.3537079464481822,0.6556089066290592,0.8468886637632452,0.36746047749972294,0.5477940312124908,0.16010113971706955,0.8104157184916584,0.8852318239038013,0.7399063280955583,0.028296635715854578,0.05244871253032474,0.03763949616725535,0.016331576777765467,0.01947712110977745,0.004269363725788521,0.018009238188703522,0.019671818308973365,0.032884725693135934,46.28548403654113,0.0,0.0,11
