t_index,date,P01,P02,P03,P04,P05,P06,C01,C02,C03,C04,C05,C06
0,2025-01-01,0.6790420311221508,0.6859243322339258,,0.0,0.6320253020315654,0.46572032560300364,4.859529134117404,,3.994685957795658,6.553245556263044,5.2313416233669585,4.7527981674756115
1,2025-01-02,0.2416252262865331,0.6994665440890878,,0.0,0.6167377872782797,0.3728164546996217,4.502419812065547,6.225534925775193,3.6017782093561674,,5.652356348053404,
2,2025-01-03,0.39755175448813707,,,0.0,0.5299598125632234,0.19096858940890246,3.959261324500136,5.223587358647894,4.036864824230698,5.260711957954815,4.438467568896957,
3,2025-01-04,0.5138917404676651,,0.7972622747158633,0.036364626326127816,0.6147106343206141,0.25153152952768576,3.3952283390013407,6.612536464735291,3.706461015471994,5.0907984360000675,3.872211057615257,4.585875242689979
4,2025-01-05,0.2812683320608735,1.0,0.7364433365250928,0.22988526165564932,,0.3242457806935617,3.489816478676788,5.844795633150493,3.7861866301606035,4.803842436943399,2.6640566270939416,3.9129573318718642
5,2025-01-06,,0.9128156527173943,0.5566471805873833,0.3366806496516407,0.5408178206964716,,4.247564721128185,5.473866307344065,3.813414069286568,3.9617699008203884,3.009805627139892,3.5942026875051267
6,2025-01-07,0.20087472471368162,0.8199960383626642,0.6072721126544843,0.28647090031850747,0.3403689604597602,0.0,4.728616374196297,4.8195517071605805,3.551825279329724,3.9078741179910685,3.1459290403770903,4.1140853481331385
7,2025-01-08,0.08038623210143223,0.8640766469176595,0.6229063946779174,0.22724517314602238,0.31642829521716176,0.020343679107166984,3.210401208809377,5.227314101722784,4.024271105411641,,2.8217054924328604,3.6249521128526943
8,2025-01-09,0.0,0.8613609787401343,,0.18479892654423954,0.23337900754932522,,3.352722491860682,3.6699457256028287,3.812908923763715,3.274965941252436,2.3331273302857074,3.2041700060109752
9,2025-01-10,0.0,0.7812976554296645,0.749154662467035,0.327308659924882,0.2447697087560457,0.21885405715928463,2.4594728727198047,3.6142543533007694,,2.8811486528465378,2.3893923955945544,
10,2025-01-11,0.003714053785748593,,0.7567469373604082,0.2813935143419302,0.20799280837641393,0.42115617810918465,3.263828838812551,4.024376206725566,3.1699289784469538,2.756444185317858,2.9365696134733894,
11,2025-01-12,0.0,0.7407766754620195,0.7462677689692814,0.13353164597153133,0.16105523663310142,0.49257696086408354,3.5207504520210766,3.9293626752334236,4.315656800202267,2.680578708338846,3.8136428512699236,
12,2025-01-13,0.049431542694494734,0.6397413596441794,0.7592747928311957,0.14028360674472526,0.2574190496458696,0.3861976494200351,3.833053506058275,4.2413903259426196,3.405463326101844,2.132573471887688,,3.1717128921190927
13,2025-01-14,0.04408852286266553,0.6501501094685339,0.7089525441024613,0.11388540860155744,0.34783219884044503,0.28612168192949045,2.9270509304651937,4.419853353464754,3.5820086146330077,2.243669782267364,4.345279987442419,3.259963840667182
14,2025-01-15,0.0,0.5882378280480698,0.6892405943130395,0.12035104018830525,0.29613857363676344,0.32474123179441483,3.279568142175076,4.348666453847864,3.352615487628629,,4.331561985567484,3.666249467752202
15,2025-01-16,0.0,0.6634708432899357,0.65584911326142,0.05730789419216105,0.25317901441113366,0.3844331319992331,3.504787871328632,,2.3616317466710743,1.2380775386611362,4.514393382341678,3.11053978331993
16,2025-01-17,0.032707861055252814,0.564302433094738,0.5844507268685162,0.12977881902720606,0.40986984511023117,0.38539954717038405,2.6156450932834407,3.055265943898838,2.250254814064527,1.0736289678724606,4.266414340623627,3.016454030960745
17,2025-01-18,0.0,0.49223641352266073,0.6643506026783312,0.2572374027488288,0.48708259838607626,0.49751316972543613,2.76674639695198,2.682946346610174,2.658218965724024,1.4392939282775172,4.1754718493846275,
