code,role,label,ontology_id,conf,freq_hint
C01,CRITERION,Sustained attention / concentration impairment,sustainedattention,0.85,
C02,CRITERION,Visual/screen-provoked nausea (sensory intolerance),nausea_intensity_grade,0.82,
C03,CRITERION,Heightened irritability / emotional reactivity,irritability,0.7,
C04,CRITERION,Belief that symptoms are permanent / catastrophic fear,catastrophizing_thoughts_about_symptoms,0.88,
C05,CRITERION,Strong causal attribution to prior concussion,persistent_negative_beliefs_about_self_related_to_accident,0.62,
C06,CRITERION,Functional impact on daily tasks (work/study/leisure),iadl_impairment,0.85,
P01,PREDICTOR,Attention_Systems_Training_and_Cognitive_Offloading,sustained_attention_practice,0.82,
P02,PREDICTOR,Screen_Time_Graded_Exposure_and_BlueLight_Filtering,late_evening_screen_reduction,0.62,
P03,PREDICTOR,Emotion_Regulation_Skills_Training,emotion_granularity_building_practice,0.78,
P04,PREDICTOR,Psychoeducation_on_Recovery_Trajectory_and_Permanence_Beliefs,psychoeducation_recovery_and_depletion,0.72,
P05,PREDICTOR,Adaptive_Attribution_Style_Retraining,attributional_reframe_practice,0.95,
P06,PREDICTOR,Daily_Accommodations_and_Task_Structuring,transfer_bridge_explicit_link_to_daily_tasks,0.75,
