,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.6844402863922932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
P02,0.0,0.6206119315638162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P03,0.0,0.0,0.7101791776381978,0.0,0.0,-0.0,0.0,0.0,-0.05506247894412314,0.0,0.0,-0.06848490842225007,-0.00010986467094665402,0.0
P04,0.0,0.0,-0.0,0.5240047550045794,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P05,0.0,0.0,0.0,0.0,0.5820004732962054,0.0,-0.0,0.0,-0.010317802730566117,0.0,-0.00042706386724147903,0.0,0.0,0.0
P06,0.0,-0.0,0.0,0.0,0.0,0.5078145990943348,0.0,-0.0,-0.0200119215684603,-0.006119688672709871,0.0,0.0,0.0,0.0
P07,0.0,0.0,0.0,0.0,0.0,0.0,0.5874942265681208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266274787917997,-0.01382359970791251,0.0,-0.035409628411267435,0.0,0.0,-0.0
C01,-0.016705020211924684,0.0,-0.03473682530723097,-0.06571946319829172,-0.03133064388239858,0.0,-0.017523264370354036,0.0,0.694406363229202,-0.0,0.0,0.0,-0.0,0.0
C02,0.0,0.0,-2.3233571744087175e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.5955411231911042,-0.0,0.0,0.0,0.0
C03,-0.0,-0.007266746738433436,0.0,-0.0694899072856811,0.0,0.0,0.0,0.0,0.0,0.0,0.3373484882129875,-0.026553004554814796,0.0,0.0
C04,0.0,0.0,-0.052986858447186966,0.0,-0.0007748967500005227,0.0,0.0,-0.020416333914682238,-0.0,0.0,0.0,0.43696673137228736,0.0,0.0
C05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.6514907758301327,0.0
C06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014717416224245224,0.0,0.0,0.6580520931776206
