,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.784144540071144,0.0,0.0,0.0,0.0,0.0,0.003342510288116065,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
P02,0.0,0.761807042898299,0.0,0.0,0.0,-0.0,0.009061414534284638,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
P03,0.0,-0.0,0.773202499340658,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
P04,0.015546481548747496,0.0,0.0,0.7070624690319176,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
P05,0.0,0.0017960406926895202,0.0,0.0,0.7242687573651252,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
P06,0.0,-0.0,0.0,0.0,0.0,0.6989931279856664,0.0,-0.0,-0.0,0.0,0.0,0.0,0.05334061271525833,-0.0
P07,0.0,0.0,0.0,0.0,0.006806980839493501,0.0,0.7669241981371595,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
P08,0.0,0.004729023520014474,0.0,0.0,0.007092464847225768,-0.0,0.0,0.6514758926783464,-0.0,0.0,-0.0,0.0,0.0,0.0
C01,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.7322461781941684,-0.0,-0.0,0.0,-0.0,0.0
C02,0.0,0.01865574277908077,-0.0,0.0,0.0,0.0,0.03071764085069662,0.0,0.0,0.743052416039315,0.0,0.0,0.0,0.0
C03,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.46670387401869723,0.0,-0.0,0.06084217433794746
C04,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6492869853421745,0.0,0.0
C05,0.04333619840750092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.7196667788713998,0.0
C06,0.0,0.003091633578398806,-0.0,-0.0,0.013418747380966246,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.7517759849245241
