,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.851954216820492,0.016977281027405734,0.025213143675529986,0.017923346252058915,0.022976441618503565,0.0,0.05768235002678151,0.05201458992738248,0.0,0.03364343697150076,0.0,0.0,0.0,0.11958975009190151
P02,0.06100317650702796,0.7978980269469452,0.0,0.0,0.0,0.0,0.12326062472159191,0.00747574477793841,0.0,0.04116982101308929,0.0,0.022116757784243563,0.0,0.0
P03,0.00029548414836965217,0.0,0.8200329893047489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P04,0.058429105537882595,0.0,0.0,0.8166694187688922,0.0008695717790479301,0.0,0.0,0.0,0.0,0.02335899148031934,0.0,0.0,0.0478872621926395,0.07626752072151342
P05,0.08604392388218578,0.07839035815196531,0.040353973023150705,0.0,0.787086397569076,0.0,0.01920554351918459,0.0310373030539331,0.0,0.0256388212780879,0.0,2.1149364884675236e-05,0.0,0.0
P06,0.0,0.0,0.0,0.0,0.0,0.72152343181717,0.0,0.0,0.0,0.0,0.0,0.0,0.15682719064433528,0.003649372899701588
P07,0.005418512617796444,0.029909866803462856,0.0,0.0,0.11372043854492317,0.0,0.8515902011484993,0.0,0.0,0.027218461733345273,0.0,0.0,0.0,0.0
P08,0.12926639017524857,0.09911606009175515,0.002253732106885369,0.0,0.04022138937386929,0.0,0.0772830839054893,0.7189153336333028,0.0,0.06654808988100296,0.0,0.0,0.0,0.005923875063973466
C01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8183129584735679,0.0,0.0,0.00013485589328435295,0.0,0.0
C02,0.11592828108289732,0.07912708472609478,0.0,0.0,0.03487836285300918,0.0,0.10661881577316851,0.06762124799873567,0.0,0.7929928296947325,0.0,0.03251949714879044,0.0,0.061706024029227285
C03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027539470090655504,0.10032044122211381,0.5233534412618508,0.0,0.0,0.15530754046866382
C04,0.0354003029155459,0.018344501754665392,0.0,0.0399923363809791,0.0,0.0026600468829771602,0.047276381019819735,0.0,0.0,0.041400962699381136,0.0,0.76441485631753,0.023212292930833187,0.03462821044618326
C05,0.13412513143530144,0.0,0.031222214945161968,0.03327919106462408,0.000256448594833364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7734073496829265,0.010055128058585636
C06,0.04289482774498164,0.03035657454242849,0.0,0.0,0.05031043751876908,0.0,0.14459276037422697,0.0,0.0,0.04191980822995284,0.0,0.017597048460289384,0.011880391619394203,0.7900416022908162
