,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.7993114778835511,0.0,0.0,0.0,0.01474470611514066,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
P02,0.0,0.7113601404801949,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.07694711183980167,0.0,0.0
P03,0.0,-0.0,0.7834881082443707,0.0,0.0,-0.0,-0.0,0.0,-0.005612925880469985,-0.0,-0.0,-0.06084227372601471,-0.0,-0.0
P04,0.0,-0.0,0.0,0.7973806729850687,0.0,-0.0,0.0,0.0,0.0,0.029149261084728546,0.0,0.0,0.01924153817923659,0.0
P05,0.0,0.054434365294957446,0.018380770078553755,0.0,0.7130805232632627,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
P06,0.0,0.0,-0.0,-0.0,-0.0,0.6985055892689531,0.004929189798210586,-0.0,-0.0,-0.0,0.0,0.0,0.046530357055201164,0.0
P07,0.0,0.0,0.0,-0.0,0.004321229340208642,0.0,0.7846900103807142,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
P08,0.0,-0.0,0.001293767107632873,0.0,0.0,-0.0,-0.0,0.7374827551685014,-0.0,0.0,-0.0,-0.0,0.02813622643440649,-0.0
C01,-0.0,-0.0,-0.035305913273191235,-0.0026006698805999544,-0.0,0.0020713095673023196,-0.0,0.0,0.8172928202261213,-0.0,-0.0,0.0,0.0,0.0
C02,0.0,0.0,-0.0,0.0,0.0,0.0,0.0024905287155356265,0.03272317429223263,0.0,0.6738040709590885,-0.0,0.0,0.0,0.10154623946301193
C03,0.0,-0.03529575823001019,-0.0,-0.0,-0.0,0.0,0.09200798047912065,0.0,0.003515793007899186,0.0,0.4428484778902054,-0.07090982851442046,0.0,0.09908517382274824
C04,0.0,0.0,-0.0,-0.0,-0.0,0.0036690351361430905,0.0,-0.0,0.0,0.0,0.0,0.8428826759663249,0.0,0.01908846948394819
C05,0.11459541981348914,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.7443200961676153,0.0
C06,0.0,0.0,-0.0,-0.0,0.018442446076650982,0.00021100226370766173,0.031911515946891865,-0.0,0.0,0.0,-0.0,0.03547662847621289,0.0,0.7678421607193984
