,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.850491124802763,0.0,0.0,0.0,0.0017192574449798324,0.0,0.0,0.0013528648606722913,-0.0,0.0,-0.0,0.0,0.0,0.007848919175719627
P02,0.0,0.7783621587871318,-0.0,0.0,0.0,-0.0,0.03173730759673584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P03,0.0,-0.0,0.8035637972702792,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
P04,0.04565994743383161,0.0,-0.0,0.7938407241779734,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8638649193696086e-05
P05,0.0,0.03217373149175995,0.0,0.0,0.7570134083982114,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
P06,0.0,-0.0,-0.0,0.0,0.0,0.690525330600718,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0709470569844584,0.0
P07,0.0,0.0,0.0,0.0,0.04152368275267285,0.0,0.790342581835472,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
P08,0.06958486031843297,0.0,0.0,0.0,0.0,-0.0,0.0,0.698279384461408,-0.0,0.0,-0.0,-0.0,0.0,0.0
C01,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.8016554741649761,-0.0,-0.0,0.0,0.0,0.0
C02,0.029893329727011687,0.0,-0.0,0.0,0.0,0.0,0.03510375390328226,0.016570867764558114,0.0,0.7459245174096713,-0.0,0.0,0.0,0.02887498773749287
C03,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.45626408338698,-0.0,-0.0,0.0708938948742754
C04,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.7679177565210731,0.0,0.0036985180269324645
C05,0.10150207181594982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.7517348668807313,0.0
C06,0.0,0.00938527800792602,-0.0,0.0,0.022188314712295536,0.0,0.03992175879171205,0.0,0.0,0.0,-0.0,0.0,0.0,0.7808664046261496
