,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.8454119908475474,0.0,0.0,0.0,0.00869063870761425,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.001775533160734205
P02,0.0,0.766558769273436,-0.0,0.0,0.0,-0.0,0.020245797339818336,0.0,-0.0,0.0,0.0,0.018984531007894108,0.0,0.0
P03,0.0,-0.0,0.8005850266550505,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0247879862472779,-0.0,-0.0
P04,0.018865081548763072,0.0,0.0,0.8047886262438126,0.0,-0.0,0.0,0.0,0.0,0.02076683840240686,0.0,0.0,0.010968304349511973,0.0
P05,0.0,0.039033595249319715,0.0,0.0,0.7480302038566984,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
P06,0.0,0.0,-0.0,0.0,0.0,0.6948601188638192,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.06448548737890411,0.0
P07,0.0,0.0,0.0,-0.0,0.031989339454851426,0.0,0.791777157236057,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
P08,0.06074921580118333,0.0,0.0,0.0,0.0,-0.0,0.0,0.7146669030610101,-0.0,0.0,-0.0,-0.0,0.0,-0.0
C01,-0.0,-0.0,-0.007339591266924124,-0.0,-0.0,0.0,-0.0,-0.0,0.8156401065336659,-0.0,-0.0,0.0,0.0,0.0
C02,0.03287473423533039,0.0,-0.0,0.0,0.0,0.0,0.02320183302826165,0.021414415150631468,0.0,0.7226855562454295,-0.0,0.0,0.0,0.05264019283731827
C03,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.4577940885436808,-0.0,0.0,0.07731099782301853
C04,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.804784973089887,0.0,0.008632062741475944
C05,0.11114812517265454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.7517205077522786,0.0
C06,0.0,0.005491204237021273,-0.0,0.0,0.016937625409806104,0.0,0.04470982131099375,0.0,0.0,0.0,-0.0,0.00013081586892845195,0.0,0.7852031091119278
