,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.5640267077290001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
P02,0.0,0.5736037683216741,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P03,0.0,-0.00019634857350049796,0.650422267856142,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.002458038980411102,0.0,-0.01780148900105544,0.0,0.0
P04,0.0,0.0,0.0,0.539098253382638,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
P05,0.0,0.0,0.0,0.0,0.5068255243256345,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
P06,0.0,-0.0,0.0,0.0,0.0,0.4845602228242486,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0
P07,0.0,0.0,-0.0,0.0,0.0,-0.0,0.5021731585097892,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
P08,0.0,0.0,0.0,0.0,0.0,-0.041474823764117465,0.0,0.1827682177940193,0.0,0.0,-0.023981536117218843,0.0,0.0,0.0
C01,-0.0,0.0,-0.0005033979617547105,-0.0,-0.0037587086682185082,-0.006824333404911144,-0.0012421433387484898,0.0,0.6035664952477653,-0.0,-0.0,0.0,-0.0,0.0
C02,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.5807677645408368,0.0,0.0,0.0,0.0
C03,-0.023504750174264163,-0.0,0.0,-0.031301935532024136,0.0,-0.0,-0.002817713407417664,-0.0,0.0,0.0,0.2818966579296817,0.0,-0.0,0.0
C04,0.0,0.0,-0.040523527165023616,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.3374896050832876,-0.0,0.0
C05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.5413015688418599,0.0
C06,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.01192855773461821,0.0,0.0,0.5899155284874664
