,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.841153053324276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.009008082278937438
P02,0.0,0.7777399543852627,0.0,0.0,0.0,-0.0,0.03304946306423532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P03,0.0,-0.0,0.7924374683248865,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
P04,0.04431506344442354,0.0,0.0,0.7682244415905468,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
P05,0.0,0.02333517498520606,0.0,0.0,0.7557416399965216,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
P06,0.0,-0.0,0.0,0.0,0.0,0.6897771082363018,0.0,-0.0,-0.0,0.0,0.0,0.0,0.07152409721657652,0.0
P07,0.0,0.0,0.0,0.0,0.04027249446204357,0.0,0.7858294872388212,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
P08,0.06005776476478862,0.0,0.0,0.0,0.0,-0.0,0.0,0.6862633312608997,-0.0,0.0,-0.0,0.0,0.0,0.0
C01,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.7790204737971037,-0.0,-0.0,0.0,0.0,0.0
C02,0.00843910762553356,0.00743944885994671,-0.0,0.0,0.0,0.0,0.04407867201818567,0.007078051495388679,0.0,0.7609184449561864,-0.0,0.0,0.0,0.013820685852692622
C03,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.45946022168591855,-0.0,-0.0,0.06449169494260547
C04,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.7224884905134161,0.0,0.0
C05,0.08635928876721943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.7459791071066028,0.0
C06,0.0,0.012062295439813745,-0.0,0.0,0.026515234960382793,0.0,0.02117999848138064,0.0,0.0,0.0,-0.0,0.0,0.0,0.7768829699369066
