t_index,date,P01,P02,P03,P04,P05,C01,C02,C03,C04,C05
0,2025-01-01,0.17989698013097022,,0.319379172594798,0.45520242278967815,0.5377944881175364,3.137456335503675,6.190873998871373,,5.059604292257527,4.874760012652126
1,2025-01-02,0.2220589191059511,0.46487357073169605,0.4269951077444377,0.3248618370058171,0.5685756441690658,3.759785422538586,5.916322211817142,5.851443826021521,4.77830405541804,4.449460952211043
2,2025-01-03,0.20838506545156968,0.32916156576107747,0.40686796929526176,0.16374064235295746,0.7135141308628383,3.6574871417036823,5.73929266646804,5.117349251617743,,4.530181422662344
3,2025-01-04,,0.3267210279071674,0.45123479713177983,0.24934309231519447,0.7080794799624298,3.8491101730239796,5.777096002905888,4.950216705938958,,4.851173875578964
4,2025-01-05,0.31382557042004056,0.2065746623305362,0.4486897552338123,0.08337320112007937,0.732812978072769,3.964745626428025,,4.284793413863916,,3.760957184360661
5,2025-01-06,0.2763758745181593,,0.4221946931495395,0.07003677280600033,0.7562139397079315,3.808500747147416,4.849909786428143,4.485307608397093,5.1802003750758665,3.648535657605758
6,2025-01-07,0.2518037517355105,0.12673047160835207,0.31992584279100666,0.17260262491758616,0.7331224655840077,3.4472900381045215,5.176046388324786,4.870467427192426,5.742776853241066,3.2779607118823115
7,2025-01-08,0.2073908532544458,0.08409200290353423,0.3189771508335136,0.10611190918118801,0.7642228111114958,3.675146401910997,5.176642828854328,,5.178999194945475,3.156565157712513
8,2025-01-09,0.08401641792126315,0.10875199091834897,0.31722858462754283,0.17344100877707824,0.7183207857506033,3.197533000921965,5.429114141700607,4.934482033281495,3.476213905740625,
9,2025-01-10,0.0,0.0,0.4809433860862016,0.2610106187774466,0.6232216393983596,3.1942132628519424,5.239920884072923,4.6243683217807865,3.182606512597563,
10,2025-01-11,0.0,0.0,0.37351832187321377,0.3165739824819418,0.5335260939568625,3.2190204771125166,4.638598296310834,,3.504213946071378,
11,2025-01-12,,0.0,0.3610872082529128,0.24651935681213696,,3.499392399426296,4.649869495223712,,3.8296713258147976,
12,2025-01-13,,0.02909002946123153,0.31991279417800905,0.09725949952131106,0.40998595091907003,4.3014967455849975,5.106443766726275,,3.337183728277505,
13,2025-01-14,0.0,0.0,0.35327595598658473,0.05899885177340856,0.3323079237815788,4.714060916895196,5.065622309951464,,3.5295170156786853,
14,2025-01-15,0.021180644857519693,0.009989558951843946,0.32409484062415755,0.09901648239288167,0.2111188191041556,5.111064822562384,5.432331322959505,,3.9516526082451326,
15,2025-01-16,0.21640260668751224,0.0,0.2723480412159677,0.0,0.0,5.165691412545779,4.440115292223947,,3.7818452153301076,
16,2025-01-17,0.1152210400620309,0.0,0.39955885028416116,0.0,0.13678665737610898,6.799952859878612,4.078743937062281,,4.106609826842587,3.93254388798387
17,2025-01-18,0.18204781794248157,0.030515903192428855,,0.0,0.2038008212207156,3.9919773492401953,4.691145622854418,,5.101962168963774,4.838122451843074
18,2025-01-19,0.272701547773217,,0.5514586911428816,0.07106340952669538,0.20836181114446564,3.4962400628506654,5.369860988005065,,6.03977595184554,5.088704955166784
19,2025-01-20,,0.0,0.5698444014899207,0.0776864282396968,0.19606580278839822,3.8413801724681407,5.60680331789087,5.63977454652424,6.096345627206346,5.128178610934145
20,2025-01-21,0.36619128490610214,0.0,0.6082546476298231,0.0,0.15244797930088358,4.444171435790167,,6.264296692348513,5.666738509157145,5.058546367067013
