t_index,date,P01,P02,P03,P04,P05,P06,C01,C02,C03,C04,C05,C06
0,2025-01-01,,0.5643267633650634,0.42070846100679005,0.4607793291414712,0.260564717887792,0.6450024049822649,4.950448497265186,4.245799447466702,4.679628283458951,4.368848746736304,5.178732733180136,3.988548770663537
1,2025-01-02,0.3680088650344743,0.5466122074032486,0.4686998156357963,0.4081983139359407,0.21396225429023072,,5.3106362734534915,4.618725113681432,4.935906917703297,4.897733670232878,4.712510483152218,
2,2025-01-03,0.3513651016292162,0.54182071430144,0.45716573086578105,0.3902374213650315,0.26735949869595016,0.6402375007809507,,4.5147330011098346,4.8830807511810175,5.468870151978197,5.528570393699644,4.210924977001024
3,2025-01-04,0.31313386531010573,0.3051030868725441,0.2607120179238013,0.5463515196811396,0.2593016019559845,0.5580248542578986,4.739636799729697,4.223107020548958,4.834083345522435,4.454499185176617,4.759352759367282,
4,2025-01-05,0.2732013296132157,0.3205209611419385,0.21150736724517993,0.5307511888258996,0.3037298000099399,0.538933043429296,4.620564877776039,4.893828371870685,4.643558018093321,4.918254169565601,4.134258935853029,3.5846298735174487
5,2025-01-06,0.27130370714775903,0.4153545814537101,0.3334757482521006,0.4670337133524711,0.2873910099546054,0.5125687939680845,4.940411623021064,4.960436213780643,4.949851281043384,4.863503996401576,4.096248491181631,3.7047953185042815
6,2025-01-07,0.1226212999122937,0.28035444493368844,0.32526616926752067,0.4999339799905419,0.2270777697641005,0.5313691606774975,5.218692588010785,4.658212354946913,6.0370916146166635,5.003545484593367,3.8732483228153916,3.694065637229352
7,2025-01-08,0.23819757586352747,0.2505373458442942,0.24560165569701242,0.5098627255709764,0.0,0.5938041884207574,5.233006431780325,4.730601332754419,6.251551303989961,4.631922244998002,4.474934732401298,3.990701059805755
8,2025-01-09,0.1941592995236266,0.3557520468013565,0.2678045502975673,0.41947821834816035,0.0,0.4960559677517678,4.069681733335867,,6.595126072294189,,3.9143963681287532,
9,2025-01-10,0.24750268601049474,,0.24098919296799756,0.34660212449777067,0.0,0.5680350684933799,3.028927939496506,5.142678866744215,6.444657575172585,,2.643179673475482,4.316144742635988
10,2025-01-11,0.27217311599818067,0.21805418109053354,0.457501019707231,0.4257186940933759,0.11220368158600108,0.5856565545861624,3.058577488708454,4.84479877899355,,,,5.097477660679177
11,2025-01-12,0.36277324737308847,0.18684665748243937,0.48574112988220614,0.2936331888657583,0.15988961829157494,0.5363458494436505,3.3623952657139338,5.0377279798584,6.187859626304027,,2.4342008541982603,5.308732061344244
12,2025-01-13,,0.20504912262845632,0.5376855048769762,,0.18685758865769733,0.3837115223575083,,4.414644716199786,6.196863587053915,,2.5789415886508498,
13,2025-01-14,,0.3392525962869829,,0.3141309409766263,0.2083675584658457,,,3.7472056556062388,,,2.9872346605921742,5.523953751164328
14,2025-01-15,0.2343273001221136,,0.5722907214947742,0.32223129996697086,0.3342223350133692,0.4311973270453421,3.3402952814117737,3.1549961358707046,,,2.810267122601096,4.987238727947197
15,2025-01-16,,0.23274287797138596,0.7315945175902145,0.31249585458334717,0.29093365362184603,0.3322763885626443,2.985084447005638,2.714464577299792,,,2.5709090913057695,5.2489548269720405
16,2025-01-17,0.26732138263205435,0.14779691638429943,0.811584600975465,0.3141508332886782,0.29958706090950243,0.3509292488255605,,2.937761198819496,,,2.148229757070298,5.320473447135087
