t_index,date,P01,P02,P03,P04,P05,C01,C02,C03,C04,C05
0,2025-01-01,0.8469233900762172,0.7216870269504218,0.3721435263913072,0.23038532681771368,0.6212730106134903,4.60549364926203,4.154494380089952,5.937618071584778,2.9522487738708763,3.917002300220613
1,2025-01-02,0.7209606515037938,,,0.40421059522402825,0.6659865169529646,4.230390068918263,3.810298113107002,,2.1055637706580117,2.937204205555738
2,2025-01-03,0.7257743316161054,,0.5788660964460715,0.4213786448981464,0.5300595529943511,4.490664763799855,3.974017274974335,6.242726258883449,1.736481716891836,
3,2025-01-04,,0.5495255323800562,0.7043265159585594,0.3254368017452958,0.3693416619956219,4.7420829211140205,,,0.688648431708702,
4,2025-01-05,0.567767030007974,0.436226633418138,0.6417267421070557,0.3990404906562472,0.4779795144381901,,3.6723653098702127,,0.9871596009947782,
5,2025-01-06,0.5519615263137194,0.4050877425102014,0.4582819593815717,0.3240533783039073,0.4928813709598411,,2.9533007521962733,5.6520135095971655,1.1836969983097396,2.4688592438436876
6,2025-01-07,0.5227802443681815,0.42047567101728767,0.37738125736830974,0.3628774009085208,0.5714756355322578,5.389904434206694,,5.264461961788001,1.8908396834571293,2.4014872226266077
7,2025-01-08,0.5285992430043528,0.4001215125709803,0.44792339370480383,,0.5265684355346171,,2.9050062672522587,5.161044924325731,2.154921903345132,2.7662896296871393
8,2025-01-09,0.5318448766944568,0.2901696251454769,0.4146865727919894,0.32144413495431307,0.5254732297053583,4.484056795047189,2.754208624531128,4.692000428571033,2.1886164564879707,1.9842018636449632
9,2025-01-10,0.429702269067769,,0.41663458657866537,0.414034638136258,0.46909204488672585,3.134442696363363,3.607013877501383,4.353447056307832,2.070098619569148,2.281681883987636
10,2025-01-11,0.3423595090147325,0.39915522590670593,0.2918487500240408,0.4848511724530201,0.4602726589897614,2.5671109380009414,3.3483464385623387,5.117555392599372,3.1418932678018328,3.104946409814591
11,2025-01-12,0.14795367912300972,0.45692964390869784,0.3832697087495215,0.41800093976043706,0.3014268462278489,3.5191574720182595,3.7410055199496233,5.973936542013629,,
12,2025-01-13,0.04769389039181322,0.40631085188408084,0.36252626221444795,0.2808525756197404,0.2510235782614008,4.226991658979164,4.305410521209307,5.524541404983081,,2.4511244421976417
13,2025-01-14,0.14632105379976879,,0.39119319252987667,0.10143049099407955,0.23362119260033645,4.55410648035411,4.467770329022028,5.417583730151338,,2.639551178707932
14,2025-01-15,0.16716289673407836,,0.4389006457123828,0.12028321484025213,0.15943090309926594,4.874331680471612,4.174870786896619,4.580755211092705,,2.3434506026060618
15,2025-01-16,0.14931023644344293,0.40520469024137906,0.48915112635382374,0.15611134528450937,0.08407816442161177,,2.9621061002400717,,,2.479435062204116
16,2025-01-17,0.2630800035679593,0.6401710727409872,0.414449185077299,0.21431839352954274,0.10718426734702373,5.418062290740946,2.9003525423391974,5.298052054757718,,2.900172405879421
17,2025-01-18,,0.6392690664122322,0.5012126587562743,0.31774379484381554,0.03567171340662864,4.752367676494591,2.1387059720728967,4.28417955853335,,3.0550772940001623
18,2025-01-19,,0.5475654766563645,0.5146069011319325,0.30574421287741566,0.08082429624728052,3.6763397045994353,2.663459665568689,,,
19,2025-01-20,0.2348006658251085,0.47623970083207323,0.4206296383150762,0.2944292696989068,0.2539950231589372,2.9218882248120743,3.1869995101951645,3.219398650137105,,3.978376843749908
20,2025-01-21,0.24971521327496873,0.4118222406423917,0.3283505611183656,0.21561816706631498,0.28403504828803533,,3.463578856551128,4.108941165874047,,3.063832511526022
21,2025-01-22,0.12264379083245802,0.4090601501476592,0.43660724284896807,0.3359131195911671,0.20458524399259453,2.4872907207703703,3.6932281142109873,3.091791132111689,,2.5791633268657748
22,2025-01-23,0.19920001130954124,0.22695163370435087,0.32139299153601614,0.491463734722287,0.2830872147672116,,3.810543419025204,3.29518366721705,4.429330001300276,3.160014898645092
23,2025-01-24,,0.2671993608716126,0.20361345028026384,0.5403209556007789,0.4426470006421165,3.598804999584247,,2.9976992855951705,,
24,2025-01-25,,0.303948374485728,0.19059819142351744,0.535455545449787,,2.762243800464897,3.0288251386675276,2.9027121228806254,3.309631871769949,2.698394726517859
25,2025-01-26,0.4037761823735545,0.3569853208846635,0.1654073319620682,0.500234512698154,0.35691141990309505,,,,,2.733993325009102
26,2025-01-27,0.37713746435816253,0.17572475144534838,0.21174303136015388,0.37928301318427826,0.15764949373247336,3.1705441503618315,,3.6956764203409724,3.382109481193073,3.311436430364086
27,2025-01-28,0.44260472083143865,0.0997262400289746,0.20103165080484445,0.27417526358084743,0.2745176487529771,3.322385035082334,3.8098079359622328,,3.5682840720875424,3.7027307082263063
28,2025-01-29,,,0.277655435723724,0.2643385541332478,0.35943649820207413,3.054450276147423,4.310945178688147,,3.4556310647359965,3.811215465438188
29,2025-01-30,0.3796840096985877,0.054083910739674834,,0.25437567754988305,0.3276954583923852,1.9968597626750082,4.0079716418637314,3.944410760586339,3.9230187849696465,
30,2025-01-31,0.3081236129043459,0.0,0.29828763789501367,0.19822597964781566,0.4146054239790047,2.4963531908288457,4.470386300143747,,3.3761062818334064,3.315566070242074
31,2025-02-01,0.26645149211972785,0.030614174756613835,0.3261561706521245,0.23242995560031354,0.40735749033403934,1.5005306554343876,,4.253953929015334,3.105053524834891,3.396404839633686
32,2025-02-02,0.3732152139534722,0.0050240326680326824,0.3383625760582268,0.3575071922078301,0.34278501297489644,1.598583452293533,3.264821619079736,3.9566881918980656,3.8990314806697812,
33,2025-02-03,,0.0,0.24867545069895583,0.32261411976954363,0.20596940163529726,2.439135346203672,3.2394030078500515,4.106799329014269,3.8858898872028917,
34,2025-02-04,0.4336387308670155,0.0,0.259906337573625,0.2507372691348573,0.30786785151645835,1.559286369260422,,4.770171861978377,4.232182533561444,
35,2025-02-05,0.430104110330162,0.0539117501081633,0.3160313235156744,0.22451860891697953,0.34528914702329233,,,4.136328206114698,3.5670415690637256,
36,2025-02-06,0.3026634236532892,0.04807202626572563,0.4335328856555052,0.23631245354221048,0.4122988680837187,0.8023050980925568,,,3.1805106826369345,
37,2025-02-07,0.368875124281546,0.11899271149991275,,0.3461718096110834,0.48360581640457634,,2.5599118020318903,3.32725006795637,2.9944276486852135,
38,2025-02-08,0.2273465521624985,0.2939046636617949,0.294276089077917,0.38085085676549335,0.3731524171437768,0.6233407467696838,2.829300412333247,3.980400037609951,2.3580068486336363,2.0356217125931746
39,2025-02-09,0.24992788203608524,0.2892043932529862,0.34921304971065575,0.3530648373103444,0.49326415626808273,1.4928046118042535,2.8632858554323555,3.5007127922058943,2.18455545372128,1.6898884264350102
40,2025-02-10,0.27226978963966686,0.27743052095376364,0.394587482609679,0.3806165172164495,0.3565226095062658,4.574541647730747,3.797333022411337,3.674831833433715,2.419817270725491,2.391694867204038
41,2025-02-11,0.23530085007860713,0.20897437909052713,0.32698707397646704,0.2274270619792,,2.1083739854169536,3.357848115000847,4.121776943638275,2.92908331812673,2.3518577464254027
42,2025-02-12,0.15420687127129795,0.1710814985003508,0.4521684799156214,0.22729321036903166,0.26926885631087577,,4.350307411776088,4.126740294479911,2.3457175889152317,2.5830751708407735
43,2025-02-13,0.1690785495907237,,0.3819430521084933,0.3417050060075308,0.2699364519570115,1.5513056346154033,4.87608197469463,5.351012696860774,2.35877635802724,2.2918463029136573
44,2025-02-14,0.19936691090177674,0.12621225099643474,0.3096892254674149,0.390873744292044,0.3290222917858928,1.9136264252314243,,4.874665766684922,2.5107212866189865,2.902189153753247
45,2025-02-15,0.25543928675100863,0.021175703484446542,0.27227926086485754,0.3917698552265847,0.5148058402980544,0.4623582199573071,3.639738344827142,,3.6670539050331774,3.453221500216206
46,2025-02-16,0.21929849803355117,,0.26017121967493495,0.22450577903232388,0.34139276996024626,0.5564323950458454,4.0743909743537365,4.833326829243215,2.9078564653206485,3.437736111696426
47,2025-02-17,0.25568094971859046,0.0,0.2545460431531162,0.18898689201235647,0.369703803071759,,4.6347220530174305,5.38685116050214,3.6275870583631495,3.1376087371760715
48,2025-02-18,0.16939900906230104,,0.4144930388814845,0.18967455753866422,0.3529378058716272,,,,,3.447369391715354
49,2025-02-19,0.21674590218847475,0.0,0.4143466669998487,,,,4.819361204590705,,3.814398735168795,3.312375525885235
50,2025-02-20,,0.21961965334161218,0.3866737533943834,0.3325523253834476,0.16147238462806032,,4.79528506060339,,3.892180805340893,3.1023730228803283
51,2025-02-21,0.28793218589620556,,0.23864211757058523,0.18907118903022133,0.2840193538733744,,4.532072189259527,5.148755397845225,2.4851026742634326,2.6567210241870765
52,2025-02-22,0.3241221861444278,0.2670274252877926,0.2900143809133862,0.22799684242878376,0.4138513174592235,2.241326332014577,4.465885960392366,5.502031488411356,2.982685370575992,3.499971477738066
53,2025-02-23,0.3313737645395602,0.2475416004997952,0.339093754746662,0.2969069612964855,0.46610998377257146,1.871102815734963,4.465732485477938,5.748407373525994,3.475251225098194,3.3205961348766047
54,2025-02-24,,0.27725659085412985,0.40970786111851065,0.26750794291436797,0.556980627599397,2.1193576031822134,,4.795007579366761,3.1621136151467635,
55,2025-02-25,0.24348847881205277,0.33264250130982354,0.4053079907451487,0.36221233653142637,0.6149629368770763,,,5.041681229844146,3.3366370367148424,3.5146242263773266
56,2025-02-26,0.38053046034528776,0.24190183779051855,0.3725750690691939,0.26733018767192895,0.552597043498245,,,,4.170899635373399,
57,2025-02-27,,0.1178946497460251,0.2609518031342057,0.22231644960105917,0.5592803619097177,,,4.604622005853082,4.4088572055408175,5.131064912292398
58,2025-02-28,0.4642824390959904,0.21014121861648757,0.18909578394165352,0.29746677302156,,,,5.214100060407409,,4.224234479757615
59,2025-03-01,0.5668165700582636,,0.24844079854933934,0.3992860887841698,0.593453694600933,,,5.801623011862858,4.465408772535088,4.279023044846281
60,2025-03-02,,0.26161512579444324,0.23618548334320955,0.37291249535717896,,,,,4.167480963525626,3.7826372332689915
61,2025-03-03,0.3957846425252312,0.2190405204811486,0.1789215505803547,,0.46315985910893565,,5.996271821653141,5.847867254846735,4.998352922449369,3.571845442412473
62,2025-03-04,0.4346393777142154,0.10505417909412287,0.33431985147383003,,0.29902815375633285,,,5.833203055560522,5.387684640312625,3.671303530082436
63,2025-03-05,0.45493069649378703,0.1992905789979122,0.2965959925384368,,0.37090920355152757,,5.64794247948033,6.667248856067204,5.34018383169229,3.8731202477019813
64,2025-03-06,0.47111108820407427,0.14551139071718688,0.41154616602582683,0.240157427260259,0.35589335608656897,,6.276225728712562,5.627539777549814,5.095557181846652,
65,2025-03-07,0.5414197895251134,0.0,0.34694648994599414,0.3080182710054843,0.18076547587453343,4.249404899475442,6.585827920919872,5.527250583244906,5.8498962939631385,3.5041854756596713
66,2025-03-08,0.3725801206576671,0.0,0.3857438053124955,0.3087836038749349,0.31211569025260844,3.055437658322452,,,5.054190616895691,
67,2025-03-09,0.35460033601900554,,0.5181794329040581,0.3322513409579246,0.0,,,,4.111964845009504,
68,2025-03-10,0.4257044852165468,0.11515334855937112,0.5862859521918418,0.3353932466202333,0.0,4.991491004953686,5.323557469499153,,3.765053415736615,5.175225503190396
69,2025-03-11,,0.09968001772595854,0.504308394624083,0.36181653475706177,0.0,4.920779784847625,5.586597110553184,5.107046641455661,4.349540472421921,6.20926021289476
70,2025-03-12,0.6225634268947688,0.0162933695902254,0.4861842944861254,,0.0,4.39348575377767,5.469444394159169,5.514971968494079,,5.3692807056567675
71,2025-03-13,0.5541334102224911,0.21491213794418912,0.40382628063279785,0.5596004650096964,0.0,4.200518139596536,,5.4366166002441325,3.994815278991315,
72,2025-03-14,,0.21997362416471533,0.6084566848014641,0.4851634471712187,0.0,4.028584182024284,,4.749992765133788,3.7270907541132328,4.424695664553383
73,2025-03-15,0.5579314454203447,0.04122722083855604,0.6132801917040325,0.35045373529697954,0.0,4.4759871037997465,,,2.485343827648263,
74,2025-03-16,0.5626542080869718,0.02378553312617454,0.7506792605664198,0.20425896448128136,0.0,3.784380130583986,5.095768847983533,3.8585100435997903,2.3150577872572358,4.375630303156961
75,2025-03-17,0.4226733026798877,0.2083627988236603,0.6738287954135205,0.13649224466126086,0.0,4.3983434447960255,,,2.5761933190357715,
76,2025-03-18,0.13005153091445443,0.23930727444561312,0.5533362658405787,0.13340715423967547,0.0,,,4.44860729547688,2.2768749107884005,
77,2025-03-19,,0.23623416082242155,0.44041682100013485,0.3240388313174864,0.0,2.7521052246700135,3.338949464890396,,,4.026165983486788
78,2025-03-20,0.31292138175242595,,0.31987850828686426,0.4052220347257234,0.0,,,3.1630569641975166,,3.0578899591800655
79,2025-03-21,,0.37357086847133825,0.2818735551854814,0.26624851592986387,0.0,,3.51886535647186,,,
80,2025-03-22,0.6273794318377867,,0.4003639383658279,0.22615939857261616,0.0,3.3356512305177066,2.8682908154164988,4.244817035598953,1.3544842184222892,4.524015983127977
81,2025-03-23,0.6343440501539319,,0.36234010981808784,0.36251138941409755,,,2.905795208726588,,2.0340263518935244,5.704144771412477
