t_index,date,P01,P02,P03,P04,P05,C01,C02,C03,C04,C05
0,2025-01-01,0.6095712801563091,0.7326665660074941,0.2548612940908942,0.3017091572836073,0.9346813522980812,,5.7512742237800945,4.702331511999384,4.864112843287625,5.488580076287923
1,2025-01-02,0.40527923770343377,0.7027487213868685,0.32780669169878934,0.2638065916854964,0.6803788627758041,6.915831355638425,,4.573851575696402,4.154775880297154,4.842528574143837
2,2025-01-03,0.3992215900055636,0.6661435804646311,0.21497942829725955,0.10120375759492961,0.6277332775067626,6.665715862070827,4.93888895204497,3.7376591364484932,3.939170312713685,5.2865362948591335
3,2025-01-04,0.3089087162688937,0.4541881237107484,0.21783324721620406,0.009554983494779068,0.44651878471962364,6.970896427368818,4.687949781445077,,3.4393179679106924,4.281954481737647
4,2025-01-05,0.22663974007434262,0.2778066649211535,0.09064865247872861,0.07057969826754938,0.425574559984291,5.893907381963035,4.4841054342181055,,3.314269543035806,4.30534500869144
5,2025-01-06,0.12961601124894373,0.2567714690321026,0.0,0.058469798146055366,0.33105090602940235,,4.880644067340855,,3.192465928436654,3.8951013043518863
6,2025-01-07,0.23468600368645776,0.23592153044764816,,0.0,0.420729428944438,6.612734192668846,3.988739573587285,,,3.938353024806537
7,2025-01-08,0.15468207864507255,0.16957135223263586,,0.014341548133486516,0.24800212449546286,6.865364866624068,4.053234065228272,,2.1254442059498855,2.615304982471376
8,2025-01-09,0.2893253734253761,0.11620223422471367,,0.11209782466405314,0.2561966300607208,6.945986930920356,3.04548874462321,4.231850254688682,1.4862255772341666,2.114388826023302
9,2025-01-10,0.2971176627130115,0.133460766203305,,0.20961095263207385,0.22688876929859786,6.621719286658018,3.176967379635758,3.2162971199256924,1.3695950912565458,1.5989008064947594
10,2025-01-11,0.18173254389728605,0.24952741398388784,,0.28137917565168447,0.17233320700286547,6.288566616795931,2.918121681138601,2.9324991719651443,1.542328800484162,2.4345178455670347
11,2025-01-12,0.061277032629002304,0.21056647848213483,,0.39713586098150533,0.1640902975925065,6.57304351960457,4.1121442948066695,3.5042700469307837,2.2177474663064265,3.0452833229181784
12,2025-01-13,0.06202617425344593,,,0.4618596950685909,0.1706260386846379,6.692634678340668,3.69285571485746,3.5016910604894926,3.1880020248329832,3.479189502472484
13,2025-01-14,0.13810730595153567,0.18359189024700842,,0.33049885839599286,0.2570264038501767,6.659984971590966,4.343632260655837,3.4101920025349535,3.3166997136761984,
14,2025-01-15,0.0,0.08836343496360179,,0.32645231112330586,0.31811172860353093,6.233706568396348,4.321207442870618,,3.437139160034516,3.6289995169514353
15,2025-01-16,0.010834377354434446,0.11689321510844114,,0.43465767766041197,0.44230262620701066,5.5250022911005745,4.706939427501925,3.527372423394875,3.002960027246604,4.002457956921973
16,2025-01-17,0.02995475807762394,0.137956483254285,,0.4220452706181098,0.38632542160879724,5.590436180366707,5.287397720331616,3.9703780641825324,2.809429391017152,4.0633293867122156
17,2025-01-18,0.10398277782416512,0.3227344270193234,0.10553560698391849,0.49439734004124414,0.3985804517081523,4.851256919585756,4.4796915717197905,4.087328243432997,2.8321247294760368,3.582060996068147
18,2025-01-19,0.09582127521501815,0.44505069495542166,0.11901191525062148,0.43649669117132006,0.4087935386986614,4.425427231437316,4.530106083667254,4.502168185731039,2.6292388458246805,3.216914579882766
19,2025-01-20,0.12133007707607787,0.3111103909417205,0.06271105645674149,,0.3726570534648515,4.137051510628429,4.415703893290346,4.280006155918719,3.4192365802771407,3.4567993857025887
20,2025-01-21,0.1803794540176863,0.263651412728218,0.07064212497813749,0.3357357308551228,,,3.7712649717251843,3.955789051602693,3.7154289462765027,3.7900413677377736
21,2025-01-22,0.2484829625555488,0.25990139216310437,0.062162610527312714,,0.28494082512874774,3.8516418321858157,,4.413434327681425,4.124077376723838,3.8685277043578536
22,2025-01-23,0.37174479334367827,0.1717736461423483,0.08733145633749512,0.3165664736930126,0.3391528035035342,2.625087509480298,3.4816031805732086,3.772245458846388,2.742550320380542,3.1767371581677204
23,2025-01-24,0.3520874413923456,0.10518582972042569,0.23917170841488186,0.3720631731933464,0.49509182278189084,2.7030349385633468,2.73225822889273,3.8292420565578484,,2.347897628639705
24,2025-01-25,0.2819088081709158,0.18582886782230035,0.18937108029024535,0.4417970664762042,,,1.9439999815126405,3.8498780798958587,1.8668335058642425,1.8903771372614668
25,2025-01-26,0.3102773089521975,,0.14646592190061944,0.5121245125056263,0.4460281002498777,2.47815543639996,2.1392411470898067,3.4623661075416,2.2324812837881276,
26,2025-01-27,0.2709353596533094,0.2635240354920582,,0.46712509882310804,,2.190918689421878,2.3632962452036823,3.730366442137955,2.3048587077942044,2.3273741649398416
27,2025-01-28,0.3604643559912072,0.3337589141664182,0.12231088647105286,0.5215075190292787,0.47898154362292444,2.23694380400905,2.3010513633663394,3.7175332914951364,2.6038123949958036,
28,2025-01-29,,0.2888348505121616,,,0.5049093285562726,2.0531567256099823,2.406386709543513,3.7946416495020943,2.0412612537632904,2.9370423109077297
29,2025-01-30,0.3081904954802704,0.286867588384805,0.23514681718935335,0.4027163548255871,0.6423807324638642,2.7815693835380757,2.9427599403180573,,,3.473457608907064
30,2025-01-31,0.37153629558942025,0.36095956091671466,,0.2596031324588195,0.580997345503463,3.030676473390267,3.3628727907865046,4.09197490216047,2.5640716027121337,2.4200610487022924
31,2025-02-01,0.31513534826219325,0.20263241154968367,,0.2709607351415867,0.4826762371585266,2.8695850089706996,4.625795562394408,3.7942557972366,3.013722317158581,1.7209735512167077
32,2025-02-02,0.15745750605344494,0.28383879858675015,,0.32227601056533833,0.5632155320193905,2.763458035087684,4.3762622385825765,3.1292251694840134,2.94871396559813,2.471333695046852
33,2025-02-03,0.14056810093880454,0.32694643396248396,0.482047385616697,0.34254952146858614,0.5951357913690501,2.5400948269028425,4.317636702639661,3.5562219590712707,,
