P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
-0.41698100875867283,-1.669539711165382,-0.38210492704980975,-0.08581564230450482,0.5502742806975922,3.076290555438831,2.1535791593826827,-0.807842362206904,1.1529899908093275,1.356035173123378,3.4319587473485464,1.532079824258654,0.5249394358235748,0.3782131515044109
-0.129646329799536,-1.8842247214812824,-0.3655493044831979,0.04806234764243625,0.2263051477046042,2.274427182324693,1.6769773202956886,-0.9354243174930084,0.4714754406519228,1.5967874375819342,1.9260480841163305,1.3263198082136973,0.24521671452172591,0.119804004660961
0.18688078787843593,-1.4764548273989178,-0.6031411319935209,0.005647662721375226,-0.627792327145211,1.5874799372038588,1.5931108231069362,-0.8852107703686999,0.35895576346379665,0.6842664568224334,0.013580504301967623,0.8694426248710653,0.2778921318111289,-0.3836935625913449
-0.06732544166352122,-1.2704415895863055,-0.578620971054268,-0.04209690770199807,-1.4385484244622009,0.9942004210447878,1.4330794802365858,-1.0660468616434586,-0.29714994251407234,0.4071171805771904,-0.9828165169482951,0.5058855101782948,-0.1811414634692715,-0.7074126205407437
-0.22109079320764619,-1.1267604838961802,-0.2731253937337837,-0.40154611365602916,-1.6109127994650043,1.5049261454735845,0.7068186443313491,-0.8156896913786554,-0.3981909998455205,-0.016445062463518574,-1.2127656044111619,0.4496051141877765,-0.19702378394678674,-1.2043240218240712
-0.43348020126249087,-0.6185879273889738,-0.40903176477751013,-0.08885199346193302,-1.5252609191876256,1.4653691508030868,-0.017278690593988455,-1.2464943799796868,-0.3712167421893232,0.3102525063132561,-1.0107974849837185,0.17506995246886187,-0.11134616437706055,-0.6869250249442806
-0.37916911549587234,-0.313203793067444,-0.9337598128690915,-0.23776346359827472,-1.6109127994650043,1.430234939869353,-0.04419964731622651,-1.755618337977243,-0.11002289313263658,0.20867177159394198,-0.619258546789454,-0.018831227687379038,0.13911436351226167,-0.7550496007541395
-0.37734668922169373,-0.36414293272581005,-0.5231071486740158,0.09471024956872316,-1.2083991698216174,1.7159048164621824,-0.1917333352214419,-1.7201373884711118,-0.975954574492758,0.16333911124815126,0.6686728402642845,-0.13574336224019598,0.5663730093062456,-0.014728631298169753
-0.19824774415219448,-0.9719224463299958,-0.4033737618840596,0.4979828479122378,-1.0958749220782602,1.640890179468859,0.555514370118997,-1.7377426827599558,-1.5149089524245718,0.02612626234365499,-0.5580491397078681,-0.149572843099263,-0.13785232301769745,-0.22511030989194075
0.08690868014017539,-1.1235765915621971,-0.2514367753986344,0.464777632344897,-1.1031111328252712,2.274418303543563,-0.09056313790919018,-1.2137754214053982,-1.3124790056448943,0.25293396014659436,-0.2714596716936525,0.09748742038044923,-0.28259157415073016,-0.926341140401423
-0.3447141494353079,-0.8265436877139992,0.15480103574444318,-0.160008055599031,-0.764574347610166,1.589744591102224,-0.6854478438774884,-1.3707580295445265,-1.2820586857015248,-0.10615594547232755,-0.8023114250390325,-0.542664456048397,-0.29586578569497207,-1.3600922403686293
