t_index,date,P01,P02,P03,P04,P05,P06,C01,C02,C03,C04,C05,C06
0,2025-01-01,0.34093264867204026,0.6491462470027894,0.8111087380729265,0.6867665403480961,0.4898098968753119,,6.694751020742181,4.636807977938366,4.651606205564502,6.726693166620331,4.193220618245447,
1,2025-01-02,0.15770232353290273,0.42319009053978063,0.8502503705669608,0.509355008271277,0.44289626463617615,0.24601807390606173,6.193073841420391,4.646827954092966,4.989824493335624,6.674632541420846,,5.20873294418491
2,2025-01-03,0.2076217216186068,0.28910007036608476,0.7724874671990948,0.5530551789947726,0.49836782180866696,0.11127104098244059,5.206393998476223,4.479583318056123,4.1088091699975395,7.416327304064236,5.06552970661322,4.1364096236879115
3,2025-01-04,0.17223067548160118,0.5020552302730452,0.6896969843903483,0.8452472278115978,0.5531911132809115,0.0,4.681446944907495,,4.032333590236326,7.486376537799694,5.323156708806007,3.734866733853017
4,2025-01-05,0.32246204016885127,0.5717433451700866,0.6472906069047731,0.7041239980827659,0.2918529882168872,,3.7662391957813477,,,6.978140216793199,5.5163649875656615,3.9597355872116475
5,2025-01-06,0.1600771299306395,0.6053199060794517,0.6343238127010631,0.7219029485590378,0.4017277168065042,0.10371126117956184,4.200334776335546,,4.777297623227328,6.920916155606401,4.893740019608565,4.4823634497196965
6,2025-01-07,0.14915891738459186,0.5776916504311623,0.43242745086168066,0.5613553042018439,0.27492618222819415,0.10074418142992794,3.9980607392419367,,,,3.975465051483393,4.392092142170828
7,2025-01-08,0.34703789688272374,,0.3452310765022998,0.49453474960428634,0.044345378403090135,,4.982730325199431,,4.5697587115068234,,4.084570059720109,4.622941570783909
8,2025-01-09,0.23646749190832572,0.669380472592112,0.2815727604480885,0.3075619938719125,0.0,0.1640504113581571,5.668318127194431,,,,2.994324714929119,4.256286145544816
9,2025-01-10,0.23818756465330362,,0.08074411606629406,0.3474907712792114,0.0,0.12566343314707107,5.494541867351045,,3.868224992609996,,3.012539674311763,4.459221200748103
10,2025-01-11,0.22750740385107085,0.6351671512917787,0.027725612173115838,0.4203637591968133,0.19451713171086712,0.3878516623985635,,,3.5362757744595688,,4.192281570030129,3.300357183942579
11,2025-01-12,,0.6361868962379483,0.0,0.24555024596248906,0.1955818372393681,0.4176379394923152,6.307387615781642,,,,4.2841171180637065,3.0387001191022263
12,2025-01-13,,,0.019723742062786223,0.42502371231230496,0.16407254635123805,0.23552564131018475,6.573538870224184,2.071526127555197,3.5690123289033906,,3.774443830314425,4.275904002953753
13,2025-01-14,,0.4714354606948866,0.0,0.3467451912109397,,0.27272287151289665,6.337813313324758,2.725815425386644,3.173792801837101,,4.521096516341543,4.390310424686623
14,2025-01-15,,,0.0,0.18654166973097847,,,6.0191189478295275,1.991458856684401,2.7457943666311886,,3.9964314825285037,
15,2025-01-16,,0.6721883682219867,0.1758887350827107,0.1886071735258344,0.15667303840658978,0.1898056521184637,5.990677810895168,1.5046068994055548,2.3487389467485746,,3.999766089034816,3.3146273107367374
16,2025-01-17,,0.6508939718480026,0.1039899919366465,0.31768410191133806,0.14210999381339035,,5.974772857675857,1.9523254077603691,2.6723540995331074,7.508586621430194,3.239508245519688,3.6315821530018684
17,2025-01-18,,,0.06607555056119416,0.12028688141833771,0.22200533259321337,0.1432280448793718,,0.5849819668931671,3.1509845076288197,8.195001459192468,3.4139336514983216,4.417656567771184
18,2025-01-19,,0.5322732744903791,0.12293550851500384,0.3399087135751383,0.2812685940147468,0.10303483486900578,6.937313463129284,1.1654145741820672,2.7351306518133156,,4.423826935579406,5.824754090870374
19,2025-01-20,0.23081671739778795,0.5175517945543122,0.0,0.2010872677737207,0.3048341638867112,0.24706528871418773,6.784196526268067,1.3548294499563498,,7.4929137957563645,,6.355116538726187
20,2025-01-21,0.008382159393022032,0.4830821047648935,0.0,0.21005303567961933,0.09672839199859198,0.15152961121369252,6.354465487457491,1.1373071917433557,3.439554749508206,7.546575640976624,,5.311879048725819
21,2025-01-22,0.0,0.43491651013832894,0.16511899670761154,0.09289145394615939,0.093030167524031,0.09483458274490547,6.6904318042664475,1.282352162640903,,6.731575285016421,,
