enabled,directed,notes,n_nodes,n_edges,density,reciprocity,transitivity,avg_clustering,degree_assortativity,global_efficiency_weighted,largest_component_size,avg_shortest_path_length_weighted_lcc,diameter_weighted_lcc,n_modules,modularity,time_index,t,network
True,True,[],14,6,0.03296703296703297,0.0,0.0,0.0,0.2499999999999999,0.009783772513883585,6,377.0241812018887,5.0,9,0.6070954855890728,0,0.0,lagged_directed
True,True,[],14,7,0.038461538461538464,0.0,0.0,0.0,0.4166666666666674,0.012990303210888824,6,150.52851784988977,5.0,8,0.5829519889165902,1,0.05263157894736842,lagged_directed
True,True,[],14,10,0.054945054945054944,0.0,0.2727272727272727,0.0159718120013728,-0.020408163265307266,0.01093557309242117,7,196.66083131910224,4.0,6,0.6096799576653886,2,0.10526315789473684,lagged_directed
True,True,[],14,14,0.07692307692307693,0.0,0.3870967741935484,0.03698785758055562,0.01597444089456788,0.007864007826641801,11,319.2028275137993,6.0,6,0.5799675833375968,3,0.15789473684210525,lagged_directed
True,True,[],14,14,0.07692307692307693,0.0,0.4,0.05918918717599764,0.08695652173912961,0.010741423126358524,11,192.5482471100246,6.0,6,0.5351679568204489,4,0.21052631578947367,lagged_directed
True,True,[],14,15,0.08241758241758242,0.0,0.3333333333333333,0.06629103408586302,-0.06481481481481634,0.012757005846908065,11,194.13617509083247,5.0,6,0.5216796111237889,5,0.2631578947368421,lagged_directed
True,True,[],14,17,0.09340659340659341,0.0,0.48,0.04846917531190732,-0.05892255892256007,0.014715436624477253,11,170.32148721968755,4.0,6,0.5148146892867622,6,0.3157894736842105,lagged_directed
True,True,[],14,15,0.08241758241758242,0.0,0.525,0.07561859464667439,-0.16037735849056725,0.016662936050815837,11,127.94020652093538,4.0,6,0.49376576428970753,7,0.3684210526315789,lagged_directed
True,True,[],14,17,0.09340659340659341,0.0,0.5192307692307693,0.0812802200651139,-0.15169366715758598,0.018465426768545092,11,101.64540820990099,4.0,5,0.45632423993646243,8,0.42105263157894735,lagged_directed
True,True,[],14,17,0.09340659340659341,0.0,0.4528301886792453,0.08240324105905018,-0.26163522012578566,0.02091317741443686,11,77.35134985291359,4.0,5,0.43180123149423966,9,0.47368421052631576,lagged_directed
True,True,[],14,19,0.1043956043956044,0.10526315789473684,0.4067796610169492,0.06404214441603806,-0.35035913806863533,0.01696895616991104,12,168.1768329852872,4.0,4,0.4183332219323811,10,0.5263157894736842,lagged_directed
True,True,[],14,20,0.10989010989010989,0.1,0.40298507462686567,0.0639311521428307,-0.401723209477652,0.018091913828302657,12,112.01515483000279,4.0,4,0.41228905586427744,11,0.5789473684210527,lagged_directed
True,True,[],14,22,0.12087912087912088,0.09090909090909091,0.43478260869565216,0.07098269169289291,-0.13821138211382095,0.016088533580775465,13,154.31978985978782,5.0,4,0.4044391687658885,12,0.631578947368421,lagged_directed
True,True,[],14,23,0.12637362637362637,0.0,0.44,0.09010725576630858,-0.02222222222222237,0.015511599436013343,14,318.35764452946745,6.0,3,0.39800895001751047,13,0.6842105263157894,lagged_directed
True,True,[],14,24,0.13186813186813187,0.08333333333333333,0.44,0.08582462980183204,-0.02222222222222237,0.016233872227662573,14,120.4123318996831,6.0,4,0.3979538544674409,14,0.7368421052631579,lagged_directed
True,True,[],14,24,0.13186813186813187,0.08333333333333333,0.36363636363636365,0.08828160282059624,0.11066666666666634,0.01755864925630218,14,93.33430159866343,7.0,3,0.4174300124402235,15,0.7894736842105263,lagged_directed
True,True,[],14,26,0.14285714285714285,0.07692307692307693,0.27631578947368424,0.0665830562363564,-0.13049095607235142,0.019419053717218478,14,76.71677967037137,5.0,3,0.4342533122365386,16,0.8421052631578947,lagged_directed
True,True,[],14,27,0.14835164835164835,0.07407407407407407,0.32926829268292684,0.06866514756130991,0.05056179775280995,0.020600937133958826,14,72.58554587134911,5.0,3,0.43643057964453585,17,0.894736842105263,lagged_directed
True,True,[],14,27,0.14835164835164835,0.14814814814814814,0.28,0.07091211176549037,-0.11111111111111138,0.020678345033681652,14,137.75988379778576,5.0,3,0.4202185727909238,18,0.9473684210526315,lagged_directed
True,True,[],14,31,0.17032967032967034,0.12903225806451613,0.21212121212121213,0.04609778958798089,0.17958179581795775,0.022955093806555762,14,85.76119908708951,3.0,3,0.40451387717516757,19,1.0,lagged_directed
