node,in_degree,out_degree,in_strength_abs,out_strength_abs,in_strength_signed,out_strength_signed,betweenness,closeness,harmonic,eigenvector,pagerank,katz,hits_hub,hits_authority,clustering,core_number,constraint,effective_size,participation_coeff,module_id
P01,11.0,4.0,0.31907535199264925,0.3610208868482433,0.2429365407899164,0.3610208868482433,0.40384615384615385,0.022977767074912624,0.42115920078798263,0.43643582160773353,0.20136679193742169,0.2718637464804484,0.8295907436709886,0.04501836396324278,0.08397297279808455,6.0,0.33069188491866397,8.990451056745828,0.42859383696136755,0
P02,3.0,7.0,0.08347853575621021,0.21190707125132408,0.08347853575621021,0.11384956196083747,0.05769230769230769,0.011911347435252833,0.21955538905025954,0.07133479518871112,0.034961403383039956,0.26555342791222614,-0.11596872863645623,0.022513991970867377,0.11651682256254532,6.0,0.43624324266080605,5.60143824403353,0.5981281548483602,1
P03,7.0,6.0,0.15971987281753056,0.15996622433888463,-0.061064170578639956,0.07251469731795146,0.2564102564102564,0.017105699544958757,0.28975137075186036,0.19207217910122232,0.07857387686475116,0.2675782769927034,0.11735658649991183,0.030768485262039912,0.07711208818836893,6.0,0.32915274426080865,7.906667941297926,0.4976390634559539,0
P04,4.0,2.0,0.11292028505151305,0.00910986088452055,0.11254168998003578,0.005524955821429094,0.0,0.021650661944218115,0.33161858005177697,0.27975857038112456,0.0815858826877319,0.26638445353988843,0.00241894309822012,0.15940357320006676,0.03564074066882711,4.0,0.575301111772548,3.8954174435598805,0.49951092950702114,2
P05,3.0,6.0,0.14859786093121366,0.18219265600103302,0.14859786093121366,0.18219265600103302,0.1987179487179487,0.014734256676010991,0.30884538629149566,0.12890245713547913,0.04473735646917943,0.2672847760405932,0.07227589182909422,-0.014990368296587911,0.10993489977481082,6.0,0.3997393621325769,5.964612953114747,0.5820651308277323,1
P06,1.0,6.0,0.0359395986461577,0.12756131258085118,0.0359395986461577,-0.06703084482221291,0.07051282051282051,0.014751281821038914,0.23202297834869917,0.13821349643729897,0.07570134186176158,0.26429980695492467,-0.1352279170267386,0.0029599041017758622,0.11531757450958866,5.0,0.5599769289005128,3.846061628769897,0.05998964946056029,0
P07,2.0,7.0,0.09104559519580904,0.1479158070290893,0.09104559519580904,0.12770259394113748,0.04487179487179487,0.012800477294066014,0.2634352733682683,0.06528438613344052,0.03567632542972412,0.26575503758859575,0.00314502803603752,0.015124512150335534,0.08424381123246394,6.0,0.46439599242093854,6.065548844923822,0.5786366016947375,1
P08,5.0,6.0,0.2075421760674093,0.25361541591567044,0.10435046461655531,0.19712493952584187,0.2564102564102564,0.02093969548095759,0.41687546931871244,0.4167929248886677,0.10818068147475236,0.2689129116368992,0.11752919706250096,0.29433400554038164,0.11960291741840709,6.0,0.3621600811361406,5.352577586922698,0.27044090720673597,0
C01,3.0,2.0,0.0219178711159567,0.043477580101384423,-0.0219178711159567,-0.01462753612006937,0.0,0.00834777561432731,0.11852953299113757,0.024240102879717777,0.031806536700434804,0.2639118338981597,-0.0048273515582121975,-0.005124519921086898,0.0,3.0,0.5149593599066118,3.0,0.485040640093388,0
C02,5.0,1.0,0.2073382591658753,0.038855287542176105,0.2073382591658753,0.038855287542176105,0.03205128205128205,0.021034413185511785,0.4135226239651314,0.2623039760237523,0.060259894486701084,0.268872673708102,0.012496097788960908,0.02588612902065343,0.1274054275850208,6.0,0.3768867969236041,4.498914835352558,0.6464015157267764,0
C03,1.0,3.0,0.06149607863009478,0.07792629817961769,0.06149607863009478,-0.07202801577454572,0.0,0.011929462173430902,0.23383309631851126,0.04536869260022197,0.02082531940883253,0.264975884905447,-0.011435700187733617,0.01053717078132405,0.14821625007053535,3.0,0.6645890192997124,2.0184336003309626,0.4617079466760058,2
C04,6.0,5.0,0.13926393916152432,0.09991692474346517,0.026581672561815303,0.024403337515979742,0.15384615384615385,0.01710187197352434,0.3034918455389124,0.16701253002533167,0.047801740885795974,0.2670561856034097,0.020921619424399504,-0.012596033508105661,0.07615207468320394,6.0,0.3588275317550488,6.232506037770867,0.6189746133271903,2
C05,8.0,3.0,0.27867589493616696,0.05854329999586362,0.17790281996466278,0.05854329999586362,0.07692307692307693,0.023291474864152128,0.5103045375624518,0.6023987528356685,0.12453974313530791,0.270847221081781,0.02977599549740746,0.4202243804893329,0.07781308205100738,6.0,0.48005211134104836,6.42777693691547,0.3812559450253722,0
C06,5.0,6.0,0.18407626051933096,0.27907895457531834,0.09789769978523388,0.27907895457531834,0.24358974358974358,0.014419594350717083,0.29257741258014297,0.11556216624117766,0.05398310527456569,0.26822718281840213,0.0619495945016196,0.00594040524576011,0.098097389926834,6.0,0.27146863702760893,7.364378658679467,0.661057243198009,2
