,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.6756829132196932,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0
P02,0.0,0.7364412624773213,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
P03,0.0,-0.0,0.6523967992572902,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
P04,0.0,0.0,0.0,0.5822685987075759,0.0,-0.050214100014261506,0.09181441361723254,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
P05,0.0,0.0,0.0,0.0,0.6149503135709499,-0.041354590852294947,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0
P06,-0.0,-0.0,-0.0,-0.0,-0.0,0.8657075532569574,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
P07,0.0,0.0,0.0,0.0,0.0,-0.0,0.6774683745492175,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
P08,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.7734734652214119,-0.0,-0.0,0.0,0.0,-0.0,-0.0
C01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.6785110960732675,0.0,0.0,-0.0,0.0,0.0
C02,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0007158871934793105,0.0,0.6355103026529104,0.0,0.0,0.0,0.0
C03,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.6051237907831573,0.0,0.0,0.0
C04,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.6614560229452775,-0.0,0.0
C05,-0.0,-0.20356656973877332,-0.0,-0.06052313206127807,-0.0,0.12842168828788858,0.0,-0.0,0.0,0.14392896301145425,-0.0,-0.0,0.33264918914091135,0.062457300476401495
C06,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.6479844890453468
