,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.7607923304257285,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.008835798046520524,-0.0,0.0,-0.0
P02,0.0,0.7763071027759968,-0.0,0.0,0.017261707108531116,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0
P03,0.0,0.0,0.7323289699659299,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.02000733656452481,0.03999422908366801,0.0,-0.0,-0.0
P04,-0.0,0.0,0.0,0.6933975815428681,0.0,-0.0,0.09096589511701024,0.0,0.0030187785540845315,0.0,0.0,0.0,-0.0,-0.0
P05,0.0,0.0,-0.0,0.0,0.7252054037209813,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
P06,-0.0,-0.0,-0.0,-0.0,-0.0,0.7994230777863447,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
P07,0.0,0.0,0.0,0.0,0.0,-0.0,0.7985170587333925,-0.0,0.004061437759875608,0.0,0.0,0.0,-0.0,-0.0
P08,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.7087187465945772,-0.0,-0.0,-0.0,0.0,-0.0,0.0
C01,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8137761411672824,0.0,0.0,-0.0,-0.0,-0.0
C02,0.0,0.0,0.10246822888851277,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.638618642228518,0.0,0.0,0.0,0.0
C03,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.8386416098793105,0.0,0.0,0.0
C04,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.06184199749225353,0.6356525145981136,-0.017862722576307555,0.0808225513234268
C05,-0.0,-0.2066782638397495,0.0,-0.0,-0.0,0.03778314628757728,0.0,-0.0,0.0,0.06828124224427104,-0.0,-0.0,0.44061632323578215,0.0
C06,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.6476781836073439
