,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.6200975157307504,0.0,0.0,0.0,-0.0017408442898009695,-0.05330982426499111,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.023325751632110633
P02,0.0,0.5227434156410589,-0.0,0.0,0.0,-0.031928088603425414,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
P03,0.0,0.0,0.49246703099442585,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
P04,0.0,0.0,0.0,0.5028702996230536,0.0,-0.07036699126639126,0.01390271063259088,0.0,0.0,0.0,0.0,0.0,-0.02910170151882052,0.0
P05,0.0,0.0,-0.0,0.0,0.46717898088077275,-0.0946108065173927,0.0,-0.020349206611238936,0.0,0.0,-0.0,0.0,-0.0360925750497993,0.0
P06,-0.0,-0.04186122260711916,-0.0,-0.024660807662842586,-0.0,0.7557537574154529,-0.0,-0.0,0.0,-0.005036663899089881,-0.0,-0.019553714973578204,0.0,-0.0
P07,0.0,0.0,0.0,0.0,0.0,-0.026041812916400987,0.6330725643936942,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
P08,-0.0,0.0,0.0,0.0,0.0,-0.01984233776270611,0.0,0.6582910391320496,0.0,-0.004828832878265818,0.0,0.0,-0.0,-0.0
C01,0.0,0.0,0.0,0.0,0.0,-0.0011185606999690083,0.0,-0.0016027384426750399,0.6211461649783538,0.0,0.0,0.0,0.0,0.0
C02,0.0,0.0,0.0,0.0,-0.010740164991068325,0.0,0.0,-0.027978841354914307,0.0,0.502647013041749,0.0,0.0,0.0,0.0
C03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4177300287686939,0.0,0.0,0.0
C04,-0.0,0.0,0.0,0.0,0.0,-0.02719320533354596,0.0,-0.05342698447897162,0.0,0.0,0.0,0.5480860213507924,-0.07423886853256083,0.0
C05,-0.011754531829364137,-0.2953625038028006,-0.0,-0.1572972078318902,-0.027548164737527324,0.0,0.0,-0.0,0.0,0.0,-0.046370391227100634,-0.05491663471656639,0.24730301262054502,0.0
C06,0.0,0.0,0.0,-0.026409802452423307,0.0,0.0,-0.05564373200184443,0.0,0.0,0.0,0.0,0.0,-0.026785557151056526,0.5636364112347317
