,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.7583890932253696,0.022267854063487795,0.008191903428470721,0.0,0.0,0.0,0.0,0.03727999749333857,0.0,0.0,0.0,0.0,0.0,0.0
P02,0.009528474680665006,0.8380601679702836,0.0,0.0,0.0060507854214109065,0.0,0.0,0.02628123391044835,0.0001873046969129084,0.0,0.0,0.0,0.0,0.01659667366123085
P03,0.13792791299430862,0.0,0.6932103851041529,0.0,0.0,0.0,0.0010501593603265856,0.08815371885880648,0.0,0.026586440912667177,0.019384642504823364,0.0,0.0,0.0
P04,0.0,0.035678593968002464,0.0050176591681054174,0.6436942903087417,0.0,0.0,0.1719659418352708,0.04717204081901361,0.00014328158092439546,0.0048681156127868995,0.00995489376075,0.0009047682946842594,0.0,0.0
P05,0.019333870803891897,0.012539171113736751,0.0,0.0,0.6844080934450832,0.0,0.021181618087360403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P06,0.0,0.0,0.0,0.0,0.0,0.8959737315053087,0.0,0.0,0.0,0.0,0.0,0.0,0.0030609554819932025,0.0
P07,0.0,0.0011271702006417418,0.0,0.0362645736804439,0.0,0.0,0.7803818362784105,0.0,0.011772362880188023,0.021050407951411856,0.0,0.0,0.0,0.0
P08,0.0,0.0,0.0,0.0011062507677967394,0.026276396720124242,0.0,0.0,0.829834247239909,0.0,0.0,0.0,0.0,0.0,0.0
C01,0.0,0.0,0.0,0.0,0.0,0.041630522162787176,0.0,0.0,0.7773728243798882,0.03702678781311686,0.0,0.0,0.0070493920758773546,0.0
C02,0.0005689876666673806,0.0,0.10818257398996473,0.0,0.0,0.01641674775324058,0.0,0.0,0.13960687045365108,0.6358132901380437,0.0,0.12535105661360416,0.0,0.08906011113404436
C03,0.021368151850240838,0.038245182014987784,0.0,0.0,0.0,0.0,0.0,0.02471428540457954,0.032786847301430826,0.0,0.7728958161037084,0.015879706494737255,0.01985706649232949,0.0471141516003142
C04,0.0,0.05684929723662732,0.0,0.0,0.0,0.0,0.0,0.0,0.007117629474374947,0.06328044113976791,0.06614459810101471,0.7057040852081093,0.0,0.10361645564431596
C05,0.0,0.0,0.0,0.0,0.0,0.27360137046113175,0.18273914602207125,0.0,0.0,0.3486635608938332,0.0,0.0,0.5660797992510995,0.23666498399820868
C06,0.056337979313484825,0.0,0.017987079414484904,0.0,0.0,0.10795956519393758,0.0,0.0,0.11751718825191185,0.10117174927865535,0.0,0.03274099549318598,0.0,0.6803811646017028
