,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.5620655733698633,0.0,0.0,0.0,0.0,-0.05586303738606109,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.044516748606109886
P02,0.0,0.5113527579177679,-0.0,0.0,0.0,-0.040549513908308424,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
P03,0.0,0.0,0.45962385395377536,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
P04,0.0,0.0,0.0,0.4635592016035006,0.0,-0.0748329576594587,0.0,0.0,0.0,0.0,0.0,0.0,-0.028461772788461452,0.0
P05,0.0,0.0,0.0,0.0,0.4519783032388725,-0.10162881939519353,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.06447954592306207,0.0
P06,-0.0,-0.005056138663658032,-0.0,-0.0,-0.0,0.7889600891675865,-0.0,-0.0,0.0,-0.0,0.0,-0.010416039084187837,0.0,-0.0
P07,0.0,0.0,0.0,0.0,0.0,-0.029887858447543457,0.5127611592845205,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
P08,0.0,0.0,0.0,0.0,0.0,-0.04015945257361475,0.0,0.6545354884988182,0.0,-0.0,0.0,0.0,0.0,-0.0
C01,0.0,0.0,0.0,0.0,-0.0,-8.922943958335376e-05,0.0,-0.013570038421334056,0.5690549681947573,0.0,0.0,0.0,0.0,0.0
C02,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.03978219436641698,0.0,0.48133277900176197,0.0,0.0,0.0,0.0
C03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.21555390701907565,0.0,0.0,0.0
C04,-0.0,0.0,0.0,0.0,0.0,-0.00562390811226665,0.0,-0.08311631560487208,0.0,0.0,0.0,0.5156878397646766,-0.035923480175417626,0.0
C05,-0.09279532105648129,-0.2864074943568045,-0.0,-0.26972411147079467,-0.021869935046549348,0.0,0.0,-0.02743169946006256,0.0,0.0,-0.0016947671588347746,-0.11694087726003106,0.12540981037792714,0.0
C06,0.0,0.0,0.0,-3.704943015097358e-05,0.0,0.0,-0.00011191971849378715,0.0,0.0,0.0,0.0,0.0,-0.017277663752820242,0.532870350083807
