,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.6888920925968395,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0
P02,0.0,0.7469043327374624,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
P03,0.0,-0.0,0.6689547364141095,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
P04,-0.0,0.0,0.0,0.5943214356101288,0.0,-0.04871812342813025,0.10203676599161318,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
P05,0.0,0.0,0.0,0.0,0.6301704564955458,-0.040378059633098214,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0
P06,-0.0,-0.0,-0.0,-0.0,-0.0,0.8654737910942072,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
P07,0.0,0.0,0.0,0.0,0.0,-0.0,0.701979231592613,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
P08,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.7704395683212153,-0.0,-0.0,0.0,0.0,-0.0,-0.0
C01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.6969538004638525,0.0,0.0,-0.0,0.0,0.0
C02,0.0,0.0,0.012337646252451467,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.6360394068035748,0.0,0.0,0.0,0.0
C03,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.6464149754934179,0.0,0.0,0.0
C04,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.6698042336967815,-0.0,0.0
C05,-0.0,-0.20433493218669943,-0.0,-0.03829274802208385,-0.0,0.13192996487291422,0.0,-0.0,0.0,0.1324374839288095,-0.0,-0.0,0.34606120054054296,0.059201097841421274
C06,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.6490992551817466
