,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
P01,0.7725537575127618,0.029933756462800422,0.02214892797593002,0.00038664106973485636,0.0,0.0,0.0,0.021308541521919425,0.0,0.0,0.0,0.0,0.0,0.0
P02,0.00345445891742407,0.8488447608309004,0.0,0.0,0.024119367062067323,0.0,0.0,0.021059423040612087,0.0,0.0,0.0,0.0,0.0,0.00476770034037757
P03,0.12898039793783564,0.0,0.7119546632873514,0.0,0.0,0.0,0.014763704226064246,0.06766083622168757,0.0,0.03361242380233584,0.059657881263710466,0.0,0.0,0.0
P04,0.0,0.03127808037105778,0.021157653389164265,0.6500019976011894,0.0,0.0,0.1749625308383357,0.03125408713886923,0.0038329258386539623,0.010886558094891537,0.02005698519913596,0.0010537390002139189,0.0,0.0
P05,0.009924174084351835,0.012785667139214052,0.0,0.0,0.7172411921969427,0.0,0.019356135176948234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P06,0.0,0.0,0.0,0.0,0.0,0.8952139592367674,0.0,0.0,0.0,0.0,0.0,0.0,0.006881059167541332,0.0
P07,0.0,0.00019164694677599643,0.0,0.04447142307740219,0.0026735453203112778,0.0,0.7951269262624466,0.0,0.03214707986775111,0.017602849353211995,0.0,0.0,0.0,0.0
P08,0.0,0.0,0.0,0.0010632553578413988,0.03138844627370849,0.0,0.0,0.8191107083247243,0.0,0.0,0.0,0.0,0.0,0.0
C01,0.0008483502528635406,0.0,0.0002686520817578843,0.0,0.0,0.02348286980579939,0.0,0.0,0.8099662792585919,0.03478500975679788,0.0,0.0,0.00011304952185093991,0.0
C02,0.005064878678111235,0.0,0.12160584956698516,0.0,0.0,0.0,0.0,0.0,0.09780307418574002,0.6509706528850906,0.0,0.10276345725736358,0.0,0.06267687751337764
C03,0.03374299452215264,0.047347335166791356,0.0,0.0,0.0,0.0,0.0,0.0034679414382450093,0.013903805749768907,0.0,0.8141290259947117,0.011270668524864606,0.02177614683275277,0.03361288533957504
C04,0.0,0.06501486519402624,0.0,0.0,0.0,0.0,0.0,0.0,0.001218000114255792,0.07588583318820583,0.07322064165549441,0.7101583053614816,0.0,0.10764251300751257
C05,0.0,0.0,0.0,0.0,0.0,0.26877625414889994,0.11361271201434582,0.0,0.0,0.32478372585442694,0.0,0.0,0.5595807333618078,0.20747616649982262
C06,0.043549934248697186,0.0,0.004008026703503466,0.0,0.0,0.0991111932721981,0.0,0.0,0.10401982160242257,0.08641412422718542,0.0,0.033526787878026106,0.0,0.6857778231720861
